key,original,translation,context
BattleFieldFail_叶银瓶结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_洛千雪结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Luo Qianxue</color> join the fight.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>洛千雪</color>参战。
BattleFieldWin_洛千雪结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_洛千雪结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_华青青结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Hua Qingqing</color> join the battle.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>华青青</color>参战。
BattleFieldWin_华青青结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_华青青结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_福箐郡主结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Fuqing Junzhu</color> join the battle.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>福箐郡主</color>参战。
BattleFieldWin_福箐郡主结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_福箐郡主结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_曲忘忧结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Qu Wangyou</color> join the battle.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>曲忘忧</color>参战。
BattleFieldWin_曲忘忧结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_曲忘忧结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_绛紫烟结缘,<#61C3C8>{PlayerName}</color> and <#61C3C8>Jiang Ziyan</color> join the battle.,,<#61C3C8>{PlayerName}</color>、<#61C3C8>绛紫烟</color>参战。
BattleFieldWin_绛紫烟结缘,"Pass the test of birth, aging, sickness, and death.",,通过生、老、病、死的考验。
BattleFieldFail_绛紫烟结缘,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10006-2帮释嗔,"<#61C3C8>{PlayerName}</color> and <#61C3C8>Shi Chen</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>、<#61C3C8>释嗔</color>参战，最多上阵6人。
BattleFieldWin_R10006-2帮释嗔,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10006-2帮释嗔,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10033-2排山倒海大阵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10033-2排山倒海大阵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10033-2排山倒海大阵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1大决战1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1大决战1,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1大决战1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1大决战2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1大决战2,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1大决战2,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1叶家军大决战1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1叶家军大决战1,Defeat <#61C3C8>all enemies</color> with the help of Ye Family Battalion.,,和叶家军联手击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1叶家军大决战1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1叶家军大决战2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1叶家军大决战2,Defeat <#61C3C8>all enemies</color> with the help of Ye Family Battalion.,,和叶家军联手击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1叶家军大决战2,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1叶家军大决战3,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1叶家军大决战3,Defeat <#61C3C8>all enemies</color> with the help of Ye Family Battalion.,,和叶家军联手击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1叶家军大决战3,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-1叶家军大决战4,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-1叶家军大决战4,Defeat <#61C3C8>all enemies</color> with the help of Ye Family Battalion.,,和叶家军联手击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-1叶家军大决战4,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role2-31-2大决战1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role2-31-2大决战1,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role2-31-2大决战1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-1打完颜亮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10035-1打完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10035-1打完颜亮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-1帮完颜亮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10035-1帮完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10035-1帮完颜亮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-2-1帮完颜亮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10035-2-1帮完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10035-2-1帮完颜亮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-2-1打完颜亮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10035-2-1打完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10035-2-1打完颜亮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-2-2打完颜亮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10035-2-2打完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10035-2-2打完颜亮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10035-2-3帮完颜亮,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10035-2-3帮完颜亮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10035-2-3帮完颜亮,<#61C3C8>{PlayerName}</color> or <#61C3C8>Wan Yan Liang</color> is defeated.,,<#61C3C8>{PlayerName}</color>或<#61C3C8>完颜亮</color>被击败。
BattleFieldInfo_Role5-2打将军府门卫,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-2打将军府门卫,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-2打将军府门卫,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-2打将军府护卫,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-2打将军府护卫,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-2打将军府护卫,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-3练兵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-3练兵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-3练兵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-3-1士兵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-3-1士兵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-3-1士兵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-3-1百夫长,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-3-1百夫长,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-3-1百夫长,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-3-1千夫长,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-3-1千夫长,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-3-1千夫长,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-17开化塔1层,Only 1 person can be deployed.,,仅可上阵1人。
BattleFieldWin_M20300-17开化塔1层,Defeat the <#61C3C8>gatekeeper</color>.,,击败<#61C3C8>守关人</color>。
BattleFieldFail_M20300-17开化塔1层,The <#61C3C8>deployed character</color> is defeated.,,<#61C3C8>上阵挑战的角色</color>被击败。
BattleFieldInfo_M20300-17开化塔2层,Only 1 person can be deployed.,,仅可上阵1人。
BattleFieldWin_M20300-17开化塔2层,Defeat the <#61C3C8>gatekeeper</color>.,,击败<#61C3C8>守关人</color>。
BattleFieldFail_M20300-17开化塔2层,The <#61C3C8>deployed character</color> is defeated.,,<#61C3C8>上阵挑战的角色</color>被击败。
BattleFieldInfo_M20300-17开化塔3层,Only 1 person can be deployed.,,仅可上阵1人。
BattleFieldWin_M20300-17开化塔3层,Defeat <#61C3C8>Fu Bu Bingwei</color>.,,击败<#61C3C8>服部兵卫</color>。
BattleFieldFail_M20300-17开化塔3层,The <#61C3C8>deployed character</color> is defeated.,,<#61C3C8>上阵挑战的角色</color>被击败。
BattleFieldInfo_M20300-17开化塔4层,Only 1 person can be deployed.,,仅可上阵1人。
BattleFieldWin_M20300-17开化塔4层,Defeat the <#61C3C8>gatekeeper</color>.,,击败<#61C3C8>守关人</color>。
BattleFieldFail_M20300-17开化塔4层,The <#61C3C8>deployed character</color> is defeated.,,<#61C3C8>上阵挑战的角色</color>被击败。
BattleFieldInfo_M20300-17开化塔5层,Only 1 person can be deployed.,,仅可上阵1人。
BattleFieldWin_M20300-17开化塔5层,Defeat the <#61C3C8>gatekeeper</color>.,,击败<#61C3C8>守关人</color>。
BattleFieldFail_M20300-17开化塔5层,The <#61C3C8>deployed character</color> is defeated.,,<#61C3C8>上阵挑战的角色</color>被击败。
BattleFieldInfo_School-2020-4打三师兄,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_School-2020-4打三师兄,Defeat the <#61C3C8>third elder brother</color>.,,击败<#61C3C8>三师兄</color>。
BattleFieldFail_School-2020-4打三师兄,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7偷袭选锋军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7偷袭选锋军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7偷袭选锋军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7正面选锋军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7正面选锋军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7正面选锋军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7偷袭胜捷军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7偷袭胜捷军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7偷袭胜捷军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7正面胜捷军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7正面胜捷军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7正面胜捷军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7偷袭踏白军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7偷袭踏白军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7偷袭踏白军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role5-7正面踏白军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-7正面踏白军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-7正面踏白军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10070-5百夫长,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5百夫长,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5百夫长,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_M10070-5千夫长1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5千夫长1,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5千夫长1,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_M10070-5千夫长2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5千夫长2,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5千夫长2,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_M10070-5上京军将军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5上京军将军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5上京军将军,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_M10070-5中都军将军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5中都军将军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5中都军将军,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_M10070-5南京军将军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10070-5南京军将军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10070-5南京军将军,<#61C3C8>All our members</color> or <#61C3C8>Xuan He Emperor</color> is defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>宣和皇帝</color>被击败。
BattleFieldInfo_Role5-12群殴,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role5-12群殴,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role5-12群殴,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-1自己上,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-1自己上,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-1自己上,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-4考核,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-4考核,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-4考核,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7新兵单人,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7新兵单人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7新兵单人,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7多人组队,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7多人组队,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7多人组队,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7大型团队,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7大型团队,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7大型团队,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7一骑当千,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7一骑当千,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7一骑当千,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7-1以一挡三,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7-1以一挡三,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7-1以一挡三,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7-1以一挡十,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7-1以一挡十,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7-1以一挡十,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-7-1来者不拒,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Role3-7-1来者不拒,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-7-1来者不拒,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Role3-15将军府,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-15将军府,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-15将军府,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-16齐王府守卫,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-16齐王府守卫,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-16齐王府守卫,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-1偷袭上京军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-1偷袭上京军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-1偷袭上京军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-1正面上京军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-1正面上京军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-1正面上京军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-2偷袭南京军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-2偷袭南京军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-2偷袭南京军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-2正面南京军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-2正面南京军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-2正面南京军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-3偷袭中都军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-3偷袭中都军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-3偷袭中都军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M10080-3正面中都军,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M10080-3正面中都军,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M10080-3正面中都军,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-22行宫,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-22行宫,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-22行宫,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-24硬闯,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
