﻿DefaultPlayerName_Family,Vinegar,ซู
CharacterInfo_无名小村包打听,"A young man in Nameless village who is idle all day, usually inquiring about gossip everywhere, making a living by exchanging the gossip he heard for some small money.",ชายหนุ่มแห่งหมู่บ้านไร้นามที่วันๆไม่ทำอะไร เอาแต่ตามหาคอยฟังเรื่องราวซุบซิบของผู้คน และขายมันแลกกับเงินเล็กๆน้อยๆเพื่อประทังชีวิต
CharacterInfo_华青青,"A female disciple of the Swallow Nest, she is not highly regarded due to her mediocre talent. She always wants to prove her skills, but things often go against her wishes. She is greatly loved by Bu Juechen, so everyone gives her some respect.",ศิษย์สตรีแห่งรังนกนางแอ่น นางไม่ได้รับการยกย่องมากนักเนื่องจากความสามารถของนางมิได้โดดเด่น นางต้องการพิสูจน์ความสามารถของตนเองอยู่เสมอ แต่สิ่งต่างๆ มักจะไม่เป็นดั่งใจนัก นางได้รับความเอ็นดูอยากมากจากปู้เจวี่ยเฉิน ดังนั้นทุกคนจึงให้ความเคารพแก่นางอยู่บ้าง
CharacterInfo_一枝花,"The owner of Zhangyue Casino, with superb gambling skills. She is bold and generous, even the male heroes are not her match, known as ""Sister Hua"" in the martial arts world. Her real identity is the leader of the assassination organization - Black Robe Group, a mysterious and ruthless character.","เจ้าของบ่อนจางเยว่ ที่มีทักษะการเล่นการพนันที่ยอดเยี่ยม เธอกล้าหาญและใจกว้าง แม้แต่วีรบุรุษก็ไม่ใช่คู่ต่อสู้ของเธอ หรือที่รู้จักในชื่อ ""พี่ฮัว"" ในยุทธภพ ตัวตนที่แท้จริงของเธอคือผู้นำขององค์กรลอบสังหาร - กลุ่มเสื้อคลุมดำตัวละครลึกลับและโหดเหี้ยม"
CharacterInfo_鱼薇儿,"An orphan adopted by the master of Melody House, Fu Yaoqin, who loves her as her own and takes care of her meticulously. Yu Weier grows up carefree in Melody House, never knowing the evil of human nature.",เด็กกำพร้าที่ได้รับการเลี้ยงดูโดยฟู่เหยาฉิน ปรมาจารย์แห่งตำหนักบทเพลง ซึ่งรักเธอเหมือนเป็นของตัวเองและดูแลเธออย่างพิถีพิถันหยูเว่ยเอ๋อเติบโตอย่างไร้กังวลในตำหนักบทเพลง โดยไม่เคยรู้ถึงความชั่วร้ายในธรรมชาติของมนุษย์
CharacterInfo_燕歌行,"The strange old man who insists on taking disciples in the Nameless village, originally thought to be just an unscrupulous old man, is actually the junior brother of Old Demon Chu Kuangsheng and one of the real founders of the Nine Factions Sect. Due to being ambushed by enemies, he lost all his martial arts and his Meridian was destroyed. Now he has healed his old injuries and recovered his power, ready to fulfill his lifelong wish."
CharacterInfo_霖安群芳馆馆主,"Born into a noble family, proficient in the Four Arts, but fell into a low status due to family changes. After many twists and turns, she was appreciated by Duke Kang and became the owner of the Maiden House. Although she claims to be old and faded, she still has peerless elegance.",เกิดมาในตระกูลขุนนาง เชี่ยวชาญศิลป์ทั้งสี่ แต่ตกสู่สถานะตกต่ำเนื่องจากความเปลี่ยนแปลงของครอบครัว หลังจากการเหตุการณ์พลิกผันหลายครั้ง อ๋องคังก็ชื่นชมเธอและกลายเป็นเจ้าของตำหนักพิสุทธิ์แม้ว่าเธอจะอ้างว่าแก่และค่อยๆ ห่างหายไป แต่เธอยังคงมีความสง่างามที่ไม่มีใครเทียบได้
MoralFondness_长春子,"Despise evil, Sincere.","รังเกียจความชั่ว, จริงใจ"
MoralFondness_洪小七,"Unyielding, Nonchalant.","ไม่ย่อท้อ, ไม่ยึดติด"
MoralFondness_苗彩蝶,"Ingenious, Childlike.","เฉลียดฉลาด, ไร้เดียงสา"
MoralFondness_释嗔,"Trustworthy, Valiant.","ยึดถือสัจจะ, กล้าหาญ"
MoralFondness_凌鸿轩,"Courageous, Trustworthy.","อาจหาญ, มีสัจจะ"
MoralFondness_凌梦蝶,"Knowledgeable, Compassionate.","รอบรู้, มีน้ำใจ"
MoralFondness_叶银瓶,"Courageous, Trustworthy.","อาจหาญ, มีสัจจะ"
MoralFondness_重阳子,"Benevolent, Righteous.","มีศีลธรรม, ยึดถือคุณธรรม"
MoralFondness_邋遢张,"Turstworthy, Duitful.","ยึดถือสัจจะ, รับผิดชอบ"
MoralFondness_蔡元常,"Self-discipline, Scholarly.","มีวินัย, มีความรู้"
MoralFondness_蔡攸之,"Modest, Sincere.","ถ่อมตน, จริงใจ"
MoralFondness_曼陀罗,"Repay kindness with kindness, keep your word.","เมตตากรุณา, รักษาคำพูด"
MoralFondness_步绝尘,"Nonchalant, Trustworthy","เป็นกันเอง, รักษาสัจจะ"
MoralFondness_慧元,"Compassionate, wise but appears foolish.","เห็นอกเห็นใจ, ฉลาดแต่แสร้งโง่เขลา"
MoralFondness_癞头癫,"Keep promises, help the weak and the poor.",รักษาสัญญา ช่วยเหลือผู้อ่อนแอและยากไร้
MoralFondness_完颜昭宁,"Brave and wise, unparalleled in intelligence.",กล้าหาญและฉลาดมีสติปัญญาที่ไม่มีใครเทียบได้
MoralFondness_庖春秋,"Go through fire and water for Soup, keep one's word.","ลุยไฟและน้ำเพื่อน้ำแกง, รักษาคำพูด"
MoralFondness_叶云,"Robust, high-minded.","แข็งแกร่ง, มีจิตใจสูง"
MoralFondness_完颜亮,"Cunning and treacherous, harboring evil intentions.","เจ้าเล่ห์และทรยศหักหลัง, มีเจตนาชั่วร้าย"
MoralFondness_萧元霸,"Unstoppable, Righteous offering.","ไม่อาจหยุดยั้งได้, เทิดทูนคุณธรรม"
MoralFondness_穆再兴,"Unstoppable courage, Virtuous.","ความกล้าหาญที่ไม่อาจหยุดยั้ง, มีคุณธรรม"
MoralFondness_残棋,"Taciturn and untrustworthy, clever and resourceful.","เงียบขรึมและไม่น่าเชื่อถือ, ฉลาดและมีไหวพริบ"
MoralFondness_剑痴,"Far-sighted, keep promises worth a thousand gold.","มองการณ์ไกล, รักษาสัญญาดังทองพันชั่ง"
MoralFondness_欧冶恒,"Keep promises, share weal and woe.","รักษาสัญญา, แบ่งปันความรุ่งเรืองและความทุกข์"
MoralFondness_韩红玉,"Honoring promises, assisting the Righteous.","การให้เกียรติคำสัญญา, ช่วยเหลือคุณธรรม"
MoralFondness_独孤剑一,"Robust, knowledgeable and strong.","เข้มแข็ง, มีความรู้และแข็งแกร่ง"
MoralFondness_孔一刀,"A brave man, Righteous and generous.","บุรุษผู้กล้าหาญ, คุณธรรมและมีน้ำใจ"
MoralFondness_顾倾城,"Courteous, honoring promises.","สุภาพ, ให้เกียรติคำสัญญา"
MoralFondness_说书人,"Brave to do what is right, keep promises.","กล้าทำสิ่งที่ถูกต้อง, รักษาสัญญา"
MoralFondness_沈无欺,"Sincere, Discerning eyes.","จริงใจ, สายตาที่เฉียบคม."
MoralFondness_绛紫烟,"Disrespect for etiquette, keep one's word.","ไม่มีมารยาท, รักษาคำพูด"
MoralFondness_牛二,"Selfish, ready to help others at the expense of oneself.","เห็นแก่ตัว, พร้อมที่จะช่วยเหลือผู้อื่นโดยไม่คำนึงถึงตัวเอง"
MoralFondness_李三,"Not stickler for trifles, ready to help others at the expense of oneself.","ไม่ยึดติดกับเรื่องเล็กๆ, พร้อมที่จะช่วยเหลือผู้อื่นโดยไม่คำนึงถึงตัวเอง"
MoralFondness_江南怪,"Keep one's word and act accordingly, help the weak and suppress the strong.","รักษาคำพูดและปฏิบัติตาม, ช่วยเหลือผู้อ่อนแอและปราบปรามผู้แข็งแกร่ง"
MoralFondness_李乐雅,"Keep promises, share weal and woe.","รักษาสัญญา, แบ่งปันความรุ่งเรืองและความทุกข์"
MoralFondness_曲忘忧,"Benevolent and generous, keep promises.","มีศีลธรรมและเอื้อเฟื้อเผื่อแผ่, รักษาสัญญา"
MoralFondness_吕子虚,"Arrogant and impolite, selfish.","หยิ่งและไม่สุภาพ, เห็นแก่ตัว"
MoralFondness_福箐郡主,"Courteous, keep one's word and act accordingly.","สุภาพ, รักษาคำพูดและปฏิบัติตามนั้น"
MoralFondness_付瑶琴,"Brave and decisive, Clever.","กล้าหาญและเด็ดขาด, ฉลาด"
MoralFondness_裘之墨,"Fearless, self-discipline and respect for others.","ไม่เกรงกลัว, มีวินัยในตนเองและเคารพผู้อื่น"
MoralFondness_书狂,"Disrespect for etiquette, fearless.","ไม่มีมารยาท, ไม่เกรงกลัว"
MoralFondness_画痴,"Return to simplicity, value righteousness over profit.","กลับไปสู่ความเรียบง่าย, เห็นคุณค่าคุณธรรมมากกว่าผลประโยชน์"
MoralFondness_哑琴,"Insensitive, Indomitable.","ไม่อ่อนไหว, ไม่ย่อท้อ."
MoralFondness_洛天雄,"Die for a just cause, keep promises.","ตายอย่างยุติธรรม, รักษาสัญญา"
MoralFondness_洛千雪,Charitable and trustworthy.,เอื้อเฟื้อเผื่อแผ่และไว้วางใจได้
MoralFondness_方小白,"Indomitable, ready to sacrifice.","ไม่ย่อท้อ, พร้อมที่จะเสียสละ"
MoralFondness_杨幺儿,"Endure hardship, inseparable companionship.","อดทนต่อความยากลำบาก, มิตรภาพที่แยกจากกันไม่ได้"
MoralFondness_华青青,"Unconcerned with trifles, reckless.","ไม่สนใจเรื่องมโนสาเร่, ประมาท."
MoralFondness_一枝花,"Fearless, words weighty as nine tripods."," ไม่เกรงกลัว, คำพูดหนักเหมือนขาตั้งเก้าอัน"
MoralFondness_鱼薇儿,"Innocent at heart, Courteous.","จิตใจบริสุทธิ์, สุภาพ"
MoralFondness_无名小村猎户,"Fearless in the face of danger, loyal and supportive.",ไม่เกรงกลัวแม้อยู่ต่อหน้าภัยอันตราย ภักดี และคอยสนับสนุน
MoralFondness_无名小村包打听,"Sharp tongue, keep promises.",ปากร้ายใจดี
MoralFondness_无名小村铁匠,"Brave danger for a just cause, value righteousness over profit.","กล้าหาญต่ออันตราย, เห็นคุณค่าคุณธรรมมากกว่าผลประโยชน์"
MoralFondness_无名小村郎中,"Save the dying and heal the injured, approachable.",ช่วยคนใกล้ตาย รักษาคนเจ็บ เข้าถึงง่าย
MoralFondness_无名小村老板娘,"Gentle inside, tough outside, sincere.",จริงใจ แข็งนอก อ่อนใน
MoralFondness_霖安群芳馆馆主,"Fearless, a man of his word.",ไร้ความกลัว รักษาคำพูด
CharacterInfo_野狼王啸月,"The wolf king of the Wild Wolf Valley, its silver-white fur is very noticeable even at night. Liu Shiba secretly raised it in the military camp years ago. After General Yang was wronged, it has been guarding General Yang's tomb in the Wild Wolf Valley, showing great ferocity and loyalty.",ราชาหมาป่าแห่งหุบเขาหมาป่า ขนสีขาวเงินของมันมองเห็นได้ชัดเจนมากแม้ในเวลากลางคืน หลิวสือปาแอบเลี้ยงมันไว้ในค่ายทหารเมื่อหลายปีก่อน หลังจากที่นายพลหยางถูกใส่ความ มันก็คอยเฝ้าสุสานของนายพลหยางในหุบเขาหมาป่าไว้ ซึ่งแสดงความดุร้ายและความภักดีอย่างมาก
CharacterInfo_赤睛棕熊赤睛,"A brown bear born deep in the XiangfanForest of Broken Souls, with red eyes, of unknown species. It has a violent temper and immense strength, and it took a lot of effort to tame it.",หมีสีน้ำตาลที่เกิดลึกเข้าไปในป่าวิญญาณสลายเขตเซียงฝาน มีตาสีแดง ไม่ทราบสายพันธุ์ มันดุร้ายและพละกำลังมหาศาล และต้องใช้ความพยายามอย่างมากในการทำให้มันเชื่อง
CharacterInfo_野猪头目刚烈,"A wild boar living deep in the Nameless Region Lost Forest, for some reason its body is red and it is larger than ordinary wild boars. Although it looks fierce, it is actually timid and very greedy. Understanding these characteristics makes it easy to get along with.",หมูป่าที่อาศัยอยู่ลึกเข้าไปในป่าสาปสูญในพื้นที่ไร้นาม ด้วยเหตุผลบางอย่าง ลำตัวของมันเป็นสีแดงและมีขนาดใหญ่กว่าหมูป่าทั่วไป แม้ว่ามันจะดูดุร้าย แต่จริงๆ แล้วกลับขี้อายและโลภมาก การทำความเข้าใจลักษณะเหล่านี้ทำให้เข้ากันได้ง่าย
CharacterInfo_猎户的大黑狗,"A black dog raised by Liu Shiba, faithfully carrying out the task of guarding the house for Liu Shiba. Liu Shiba loves this dog very much, but it seems that Wang Dachui doesn't feel the same way...",สุนัขสีดำที่ถูกเลี้ยงดูโดยหลิวสือปา โดยทำหน้าที่เฝ้าบ้านให้กับหลิวสือปาอย่างซื่อสัตย์ หลิวสือปารักสุนัขตัวนี้มาก แต่ดูเหมือนว่าหวังต้าฉุยจะไม่ได้รู้สึกแบบเดียวกัน...
CharacterInfo_无名小村大公鸡,"A proud rooster in the Nameless village, the leader of the village's chicken flock, with a strong sense of territory. The villagers dare not provoke it at will. As for why people can ride a chicken on long journeys, that's an unsolved mystery.",ไก่ตัวผู้ภาคภูมิใจในหมู่บ้านนิรนาม ผู้นำฝูงไก่ในหมู่บ้าน มีความรู้สึกถึงอาณาเขตอันแข็งแกร่ง ชาวบ้านไม่กล้ายั่วยุมันตามใจ เหตุใดผู้คนจึงสามารถขี่ไก่ในการเดินทางไกลได้ นั่นเป็นปริศนาที่ยังไม่ได้รับการแก้ไข
CharacterInfo_老虎山君,
CharacterInfo_白猿白首,"A giant white ape encountered deep in the Longevity Tomb, it is unknown why it appears in the ancient tomb, or why it guards the coffin. Truly a creature full of mysteries.",ลิงเผือกยักษ์พบอยู่ลึกเข้าไปในสุสานอายุยืน ไม่ทราบว่าเหตุใดมันจึงปรากฏในสุสานโบราณนี้ หรือเหตุใดมันจึงเฝ้าโลงศพ มันเป็นสิ่งมีชีวิตที่ลึกลับจริงๆ
CharacterInfo_猴子追风,"Golden monkeys wandering around in the Shifa Temple, they seem very smart, and their figures can be seen during the morning classes every day. Their understanding of Buddhism is also very profound, and ordinary monks may not be their opponents in a debate.",ลิงขนทองเดินไปมาในอารามฉีฟา มันดูฉลาดมาก และเห็นมันได้ตอนทำวัตรเช้าทุกวัน ความเข้าใจในพุทธศาสนาของมันก็ลึกซึ้ง หลวงจีนธรรมดาไม่ใช่คู่ต่อสู้ของมัน
CharacterInfo_熊猫玄霜,"A rare Iron-eating Beast, living deep in the Bamboo Forest of the Southwest region, leading an Adventurous life without worries about food and clothing. It looks Pure and Honest, very cute, but it is surprisingly strong, a real beast.",สัตว์กินเหล็กหายาก อาศัยอยู่ในป่าไผ่ทางตะวันตกเฉียงใต้ ใช้ชีวิตแบบผจญภัยโดยไม่ต้องกังวลเรื่องอาหารและเครื่องนุงห่ม ดูไร้เดียงสา น่ารักน่าเอ็นดู แต่ก็แข็งแกร่งจนน่าประหลาดใจ สมเป็นสัตว์ร้ายจริงๆ
CharacterInfo_猫三花,"A stray cat in Chuxiang City, due to living behind the Sorrowless Tavern, it has high demands for food, and can be called a ""gourmet"" among animals. As for why cats can pull carts, that's another unsolved mystery.","แมวจรจัดในเมืองฉู่เซียง เนื่องจากอาศัยอยู่ด้านหลังหอสุราลืมทุกข์ จึงมีความต้องการอาหารสูง และเรียกได้ว่าเป็น ""นักชิม"" ในหมู่สัตว์ต่างๆ สาเหตุที่แมวสามารถลากเกวียนได้นั้น ยังคงเป็นปริศนาที่น่าฉงนอีกประการหนึ่ง"
CharacterInfo_狗王,"A stray dog in Chuxiang City, feed it some meat out of pity for its pitiful state.",สุนัขจรจัดในเมืองฉู่เซียง ให้อาหารเนื้อแก่มันด้วยความสงสารในสภาพที่น่าสงสารของมัน
CharacterInfo_琅琊剑阁后山黑猿,"A giant monkey deep in the back mountain of Langya Sword Pavilion, it has a violent temper, and many disciples of the sword pavilion have been injured by it, but it seems surprisingly reasonable.",ลิงยักษ์ที่อยู่ลึกเข้าไปในภูเขาด้านหลังของศาลากระบี่หลางหยา มีอารมณ์รุนแรง และลูกศิษย์ของศาลากระบี่หลายคนได้รับบาดเจ็บ แต่ดูเหมือนว่าจะสมเหตุสมผลอย่างน่าประหลาดใจ
CharacterInfo_毒龙,"A lizard raised by Miao Muli in the Poison Dragon Cave, after years of eating Toxic, its body also contains a large amount of toxins.",กิ้งก่าที่ถูกเลี้ยงโดยเมี้ยวมู่หลีในถ้ำมังกรพิษ หลังจากกินสารพิษมานานหลายปี ร่างกายของมันได้สะสมพิษร้ายมหาศาลเอาไว้
CharacterInfo_异变毒龙,"A lizard raised by Miao Muli in the Poison Dragon Cave, it may have mutated due to eating too much Toxic, turning its body red, and its body fluids are also highly toxic. Is it really okay to ride on it for long journeys?",กิ้งก่าที่เลี้ยงโดยเมี้ยวมู่หลีในถ้ำมังกรพิษ มันอาจจะกลายพันธุ์เนื่องจากการกินสารพิษมากเกินไป ทำให้ร่างกายกลายเป็นสีแดงฉาน และของเหลวในร่างกายมันก็มีพิษสูงเช่นกัน ขี่มันไปนานๆจะไม่เป็นอะไรแน่ใช่ไหมนะ?
MoralFondness_定风波,"Value friendship and loyalty, keep your word.",ให้ความสำคัญกับความรักและความซื่อสัตย์ รักษาคำพูด
MoralFondness_燕歌行,"Benevolence and righteousness Duality, worry about the country and the people.","ศีลธรรมและคุณธรรม, ความห่วงใยประเทศชาติและประชาชน"
CharacterInfo_鹰兄,"The eccentric living on top of Bailing Mountain, always dressing up as the Divine Hawk. He sees protecting animals as his duty, but deep down, he yearns for the life of a wanderer.",สิ่งมีชีวิตประหลาดบนยอดเขาไป๋หลิง มักแต่งกายเป็นอินทรีศักดิ์สิทธิ์ เขามองว่าการปกป้องสัตว์เป็นหน้าที่ของเขา แต่ลึกๆ แล้วเขาโหยหาการใช้ชีวิตแบบชาวยุทธ์
CharacterInfo_凤璇玑,"One of the four holy envoys of the Divine Flame Sect , the Suzaku Envoy, is responsible for gathering intelligence. She was captured by Fang Xiaoian to be a maid in her early years, and later became a capable Ganjiang under Fang Xiaoian's training. Feng Xuanji is grateful for Fang Xiaoian's cultivation, but also hates Fang Xiaoian for ruining her family.",หนึ่งในสี่ทูตศักดิ์สิทธิ์ของนิกายไฟศักดิ์สิทธิ์ ทูตหงส์แดง มีหน้าที่รวบรวมข่าวกรอง ฟางเสี่ยวเทียนจับตัวนางไปเป็นสาวใช้ในช่วงปีแรกๆ และต่อมากลายเป็นเจ้าหน้าที่ที่มีความสามารถ ในด้านหนึ่งนางรู้สึกขอบคุณสำหรับการฝึกฝนของฟางเสี่ยวเทียน แต่อีกใจนึงก็เกลียดฟางเสี่ยวเทียนที่กวาดล้างตระกูลของนางไป
CharacterInfo_何德诺,"The fourth master of the Cold Skin Gang, who uses the Blood Jewel to assist in learning the Flame Toad Technique, but as a result, the fire poison enters his body, causing half of his face to be ruined, and he has to endure the pain of burning flesh and blood every day.",หัวหน้าสี่ของพรรคมังสาเหมันต์ ใช้อัญมณีเลือดช่วยในการเรียนรู้พลังคางคกอัคคี แต่ผลลัพธ์กลับโดนพิษอัคคีเข้าแทรก พิษซึมเข้าสู่ร่างกาย ทำให้ใบหน้าของเขาเสียหายไปครึ่งหนึ่ง และเขาต้องอดทนต่อความเจ็บปวดจากแผลที่เผาเนื้อและเลือดทุกวัน
CharacterInfo_海棠秋,"The landlady of Chang'an Inn, adopted daughter of the old Innkeeper, inherited Chang'an Inn after the old Innkeeper passed away. Despite her young age, she has the ability of a Smooth Operator, able to navigate between various forces in the Western Regions.",เจ้าของที่ดินของโรงเตี๊ยมฉางอัน เป็นลูกสาวบุญธรรมของเจ้าของโรงเตี๊ยมคนเก่า สืบทอดโรงเตี๊ยมฉางอันมาหลังจากที่เจ้าของโรงเตี๊ยมคนเก่าเสียชีวิต แม้ว่านางจะอายุยังน้อย แต่นางก็มีความสามารถประณีตรอบด้าน สามารถนำทางกองกำลังต่างๆ ในภูมิภาคตะวันตกได้
CharacterInfo_雪绒,"A young snow leopard, only a little bigger than a regular kitten, and it also makes a low ""meow"" sound, if you're not careful, you might mistake it for a kitten.","เสือดาวหิมะน้อย มีขนาดใหญ่กว่าลูกแมวทั่วไปเพียงเล็กน้อยเท่านั้น และยังส่งเสียง ""เหมียว"" ต่ำๆ อีกด้วย หากเจ้าไม่ระวัง เจ้าอาจเข้าใจผิดว่าเป็นลูกแมวได้"
CharacterInfo_白虎,"The white tiger living in the Mountain cave of the Southwest Snow Mountain is worshipped as a mountain god by the nearby residents, who offer Food to it during festivals and pray for a stable life, but whether it works or not is another matter.",เสือขาวที่อาศัยอยู่ในถ้ำบนภูเขาของภูเขาหิมะทางตะวันตกเฉียงใต้ ได้รับการบูชาในฐานะเทพเจ้าบนภูเขาโดยชาวบ้านที่อยู่ใกล้เคียง ซึ่งจะถวายอาหารให้เสือในช่วงเทศกาลและสวดภาวนาขอให้มีชีวิตที่มั่นคง แต่ไม่ว่าจะได้ผลหรือไม่ก็อีกเรื่องหนึ่ง
CharacterInfo_火蟾蜍,"The Flame Toad that lives in the Flame Toad Cave feeds on the sulfur in the Flame Toad Cave. Because the Flame Toad Cave is extremely hot, it has accumulated a lot of fire poison in its body. If a person rashly approaches it, they will definitely be burned by its fire poison.",คางคกอัคคีที่อาศัยอยู่ในถ้ำคางคกอัคคีและกินกำมะถันในถ้ำเป็นอาหาร เนื่องจากภายในถ้ำคางคกอัคคีมีความร้อนสูง จึงสะสมพิษอัคคีไว้ในร่างกายเป็นจำนวนมาก หากมีคนรีบร้อนเข้าไปใกล้ จะต้องถูกพิษอัคคีของมันเผาอย่างแน่นอน
MoralFondness_任中横,Heroic and trustworthy.,กล้าหาญและซื่อสัตย์
MoralFondness_定海棠,"Heroic and loyal, ready to take a knife for friends.",กล้าหาญและภักดี พร้อมจะรับมีดแทนเพื่อน
MoralFondness_诸葛神机,"Wise and cunning, ruthless and unrighteous.",ฉลาดและมีไหวพริบ โหดเหี้ยมและไม่ชอบธรรม
MoralFondness_时文修,"Keep promises, share weal and woe.",รักษาคำพูดและกระทำด้วยความจริงใจ
MoralFondness_燕罗冲,Keep promises and treat each other with sincerity.,รักษาสัญญาและปฏิบัติด้วยความจริงใจ
MoralFondness_紫天,"Trustworthy, Valiant.","น่าเชื่อถือ, กล้าหาญ"
MoralFondness_霍诗楼,Fearless and treat each other with sincerity.,ไม่เกรงกลัวและปฏิบัติต่อกันด้วยความจริงใจ
MoralFondness_顾清扬,Wise and trustworthy.,ฉลาดและน่าเชื่อถือ
MoralFondness_陆剑南,"Value friendship and loyalty, keep your word.",ให้ความสำคัญกับความรักและความซื่อสัตย์ รักษาคำพูด
MoralFondness_唐婉儿,Kind-hearted and Courteous.,ใจดีและสุภาพ
MoralFondness_唐太君,Kind-hearted and Courteous.,ใจดีและสุภาพ
MoralFondness_鹰兄,"Sacrifice for righteousness, Righteous offering.",เสียสละเพื่อความกรุณา เสียสละชีวิตเพื่อความชอบธรรม
MoralFondness_凤璇玑,Decisive and good at strategizing.,เด็ดขาดและเก่งในการวางกลยุทธ์
MoralFondness_何德诺,Unfaithful and self-serving.,ไม่ซื่อสัตย์และรับใช้ตนเอง
MoralFondness_海棠秋,Brave and trustworthy.,กล้าหาญและซื่อสัตย์
CharacterInfo_孙行者,"A strange man who pretends to be Sun Wukong from ""Journey to the West"" and calls himself Sun Yogin, his actual identity is a chivalrous man with a complicated past, who came to Yan Yun Region to pursue the murderer who framed his benefactor.",ชายแปลกหน้าผู้อ้างตนเป็นหงอคงจากเรื่องไซอิ๋วและเรียกตัวเองว่าซุนหงอคง แท้จริงแล้วเป็นจอมยุทธ์ผู้มีอดีตลึกลับ เดินทางมายังแดนเยี่ยนหยุนเพื่อตามล่าฆาตกรที่ป้ายความผิดให้กับผู้มีพระคุณของตน
MoralFondness_月咏樱羽,"Two hearts are true, inseparable and without regret.",สองดวงใจมั่นคง มิอาจพรากจาก ไร้ซึ่งความเสียใจ
MoralFondness_孙行者,"Fearless, ready to take a knife for others.",ไม่หวั่นเกรง พร้อมพลีตนรับคมมีดแทนผู้อื่น
MoralFondness_廖月龙,"A woman of her word, rich in affection and righteousness.",ให้ความสำคัญกับความรักและความซื่อสัตย์ คำสัญญาหนึ่งคำมีค่าดุจดังหมื่นตำลึงทอง
CharacterInfo_毒伢婆,"One of the four Guardians of the Nine Factions Sect, who became somewhat paranoid after the accidental death of his child, and would harm other people's children. He has a deep understanding of Toxic, and can make people Poisoned without them realizing it. By the time the Poisoned person realizes they are Poisoned, it is already Deep Poison, and there is no cure."
CharacterInfo_R10064-3邪郎中,"Originally a disciple of the Herbology Sect and the senior brother of Qu Wangyou, he harbored resentment because his late father favored Qu Wangyou. He opened a medical clinic in Lin'an, making money by harming people with medicine. He sees Qu Wangyou as a thorn in his side, but he is not as capable as him."
CharacterInfo_DLC2纪茯苓,"The daughter of Imperial Censor Ji Hanqing, her entire family was killed by the Yan Kingdom, causing her to harbor deep hatred for them. She was born with a damaged heart meridian, and cannot experience strong emotional fluctuations."
CharacterInfo_千里马踏风,"The beloved steed of the Elite Escort in front of Phoenix Woods Harbor Surging Waves Escort, is pure silver without a single hair out of place. It can travel a thousand miles a day, riding it feels like lightning speed, like flying."
CharacterInfo_赤狐,"A fox in the forest near Mei Pass Post, with fur as red as fire. Very smart, it seems to understand human speech."
MoralFondness_损道人,"Self-serving, cunning and scheming."
MoralFondness_邪戏子,Mysterious and unpredictable.
MoralFondness_恶乞丐,Ruthless and audacious.
MoralFondness_毒伢婆,"Cruel-hearted, always keeps his word."
MoralFondness_楚狂生,"Unconcerned with minor details, full of heroic spirit."
MoralFondness_R10064-3邪郎中,"A doctor without compassion, selfish."
MoralFondness_DLC2纪茯苓,"Kind-hearted, courteous."
