﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_云龙纹玉璧,"A flat round ornament made by shallow relief and intaglio techniques.\n<#d09a09>Usage: Gift</color>","เครื่องประดับทรงกลมแบนทำด้วยเทคนิคแกะลายนูนตำ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_圆雕玉舞人,"The jade dancer is carved from yellow and white jade, with fine carving and lively posture.\n<#d09a09>Usage: Gift</color>","รูปสลักนางรำแกะสลักจากหยกสีเหลืองและสีขาว มีการแกะสลักอย่างประณีตและมีท่าทางที่มีชีวิตชีวา\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_坐形白玉人,"Carved from white jade, the figure has a thin face, long eyebrows and short beard, just like a real person.\n<#d09a09>Usage: Gift</color>","แกะสลักจากหยกขาว มีรูปร่างหน้าตาเรียวยาว คิ้วยาว มีหนวดเคราสั้นเหมือนคนจริงๆ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玉飞天,"A jade toy made by hollow carving, loved by literati.\n<#d09a09>Usage: Gift</color>","ของเล่นหยกที่ทำจากการแกะสลักกลวงซึ่งเป็นที่ชื่นชอบของเหล่าบัณฑิต\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_青铜牛灯,"The top of the bull's head is connected to the lamp cover, which serves as the handle of the lamp and the flue.\n<#d09a09>Usage: Gift</color>","ส่วนบนของหัววัวเชื่อมต่อกับฝาครอบ ซึ่งทำหน้าที่เป็นที่จับของโคมไฟและปล่องควัน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_凤凰熏炉,"A phoenix incense burner made of bronze, with smoke like a cloud.\n<#d09a09>Usage: Gift</color>","กระถางธูปหงเพลิงทำจากทองสัมฤทธิ์ มีควันลอยคล้ายกับเมฆ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_瑞兽熏香,"An incense burner in the shape of a lucky beast, with incense in its belly and smoke drifting out of its mouth, cleverly designed.\n<#d09a09>Usage: Gift</color>","กระถางธูปรูปสัตว์นำโชค ปักธูปอยู่ในท้องและปล่อยควันลอยออกจากปาก ออกแบบได้อย่างชาญฉลาด\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_夜明珠,"A rare gem that emits a faint glow at night.\n<#d09a09>Usage: Gift</color>","อัญมณีหายากที่เปล่งแสงจาง ๆ ในเวลากลางคืน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_油烟墨,"Ink made from tung oil, characterized by ""no stickiness when licking the pen, no blurring when entering the paper"".\n<#d09a09>Usage: Gift</color>","หมึกที่สกัดจากน้ำมันของเมล็ดจากต้นทัง มีคุณสมบัติ “ไม่เหนียวเหนอะหนะเวลาจุ่มพู่กัน ไม่ซึมเลอะเมื่อเขียนลงบนกระดาษ”\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_松烟墨,"Ink made from the smoke ash of pine wood, characterized by ""deep black without light, easy to dissolve in water"".\n<#d09a09>Usage: Gift</color>","หมึกทำจากขี้เถ้าควันของไม้สน มีลักษณะ “สีดำเข้ม ไม่มีแสง ละลายน้ำได้ง่าย”\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_画眉墨,"High-quality ink, said to be used for eyebrow drawing.\n<#d09a09>Usage: Gift</color>","หมึกคุณภาพสูงว่ากันว่าใช้สำหรับเขียนคิ้ว\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_石砚,"A stone inkstone, one of the four treasures of study.\n<#d09a09>Usage: Gift</color>","หินฝนหมึก, ถือเป็นหนึ่งในสี่สมบัติแห่งการศึกษา\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_集锦墨,"A very valuable set of ink, loved by literati.\n<#d09a09>Usage: Gift</color>","ชุดหมึกอันล้ำค่าที่บัณฑิตชื่นชอบ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_铜砚,"A copper inkstone, relatively cheap.\n<#d09a09>Usage: Gift</color>","หินฝนหมึกทองแดง ค่อนข้างถูก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_彩墨,"Paint pigment, made into the shape of ink, often used for painting.\n<#d09a09>Usage: Gift</color>","ผงสี. ที่ถูกทำให้อยู่ในรูปน้ำหมึก มักใช้ในการวาดภาพ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玉砚台,"An inkstone made of jade, often used by the literati of wealthy families.\n<#d09a09>Usage: Gift</color>","หินฝนหมึกที่ทำจากหยก มักใช้โดยบัณฑิตจากตระกูลที่ร่ำรวย\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_大海碗,"Commonly found on people's dining tables, used to hold sides or soup.\n<#d09a09>Usage: Gift</color>","พบได้ทั่วไปบนโต๊ะอาหารของผู้คน ใช้สำหรับใส่แกงหรือซุป\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_莲花茶杯,"An exquisitely carved lotus porcelain cup, with even white glaze texture, as delicate as mutton fat.\n<#d09a09>Usage: Gift</color>","ถ้วยกระเบื้องลายดอกบัวแกะสลักอย่างวิจิตรงดงาม พร้อมพื้นผิวเคลือบสีขาว ละเอียดอ่อนราวกับมันแกะ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_青瓷莲花碗,"This bowl is a representative work of Yue kiln celadon, with exquisite workmanship, outstanding.\n<#d09a09>Usage: Gift</color>","ชามนี้เป็นผลงานตัวแทนของเตาเผาเยว่ศิลาดลที่มีฝีมือปราณีตโดดเด่น\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玛瑙杯,"A wide-mouthed cup made by Agate. It has a unique shape, crystal clear and moisturizing, with a fresh style.\n<#d09a09>Usage: Gift</color>","ถ้วยปากกว้างที่สร้างด้วยหินโมรา มีรูปร่างที่เป็นเอกลักษณ์ใส และชุ่มชื้นอย่างมีสไตล์\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_冰裂瓷碗,"The green glaze layer has white intertwined cracks, like ice cracking, and the touch is as smooth as a mirror.\n<#d09a09>Usage: Gift</color>","ชั้นเคลือบสีเขียวที่มีรอยร้าวสีขาวเหมือนน้ำแข็งแตก และให้สัมผัสที่เรียบเนียนราวเหมือนกับกระจก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_夜光杯,"When the exotic wine is placed in the cup and placed under the moonlight, it shines brightly, hence the name.\n<#d09a09>Usage: Gift</color>","เมื่อนำสุราที่แปลกใหม่ใส่ลงในจอกวางไว้ใต้แสงจันทร์ ไวน์จะเปล่งประกายเจิดจ้า จึงเป็นที่มาของชื่อมัน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_白玉碗,"The whole body is light and patternless, the shape is regular, and it is a white jade product that is polished and round.\n<#d09a09>Usage: Gift</color>","มีน้ำหนักเบาและไม่มีลวดลาย รูปร่างสม่ำเสมอ และเป็นผลิตภัณฑ์หยกสีขาวที่ขัดเงาและกลม\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_螭首金杯,"The golden cup carved with two Chi dragons on the belly of the cup is a more innovative gold product.\n<#d09a09>Usage: Gift</color>","ถ้วยทองคำที่แกะสลักด้วยมังกรชี่สองตัวที่ท้องของถ้วย, ถือเป็นผลิตภัณฑ์ทองคำที่ล้ำสมัยมากขึ้น\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_九命奇冤,"It tells a thrilling murder case story.\n<#d09a09>Usage: Gift</color>","มันบอกเล่าเรื่องราวคดีฆาตกรรมอันน่าตื่นเต้น\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_彭公案,"It tells a story of a detective case with a clever plot.\n<#d09a09>Usage: Gift</color>","เป็นการบอกเล่าเรื่องราวของคดีนักสืบที่มีโครงเรื่องอันชาญฉลาด\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_施公案,"It tells the story of the protagonist eliminating corrupt officials.\n<#d09a09>Usage: Gift</color>","การบอกเล่าเรื่องราวของขุนนางตงฉินที่ซื่อสัตย์เที่ยงธรรมเพื่อสร้างความเป็นธรรมให้เกิดแก่สังคม\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_海公案,"It tells the story of the protagonist who is not afraid of power and is an official justice.\n<#d09a09>Usage: Gift</color>","การบอกเล่าเรื่องราวตัวเอกผู้ไม่เกรงกลัวต่ออำนาจและความไม่ชอบธรรม\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_鹿州公案,"It tells the story of the protagonist who is upright and impartial in handling cases.\n<#d09a09>Usage: Gift</color>","การบอกเล่าเรื่องราวของตัวเอกที่มีความเที่ยงธรรมและเป็นกลางในการจัดการคดี\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_大唐狄公案,"The whole book takes the prime minister of the Tang Dynasty as the protagonist and describes the legendary experience of eliminating harm for the people.\n<#d09a09>Usage: Gift</color>","ทั้งเล่มบรรยายเรื่องราวของเสนาบดีจากราชวงศ์ถังเป็นตัวเอก และเล่าถึงประสบการณ์อันเป็นตำนานในการขจัดภัยให้ประชาชน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_龙图公案,"It records the story of trial and judgment, and creates an image of a just and upright official.\n<#d09a09>Usage: Gift</color>","บันทึกเรื่องราวของการพิจารณาคดีและการพิพากษา และสร้างภาพลักษณ์ของเจ้าหน้าที่ที่ยุติธรรมและเที่ยงธรรม\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_绮红小史,"It tells the story of a woman's adventures in a brothel.\n<#d09a09>Usage: Gift</color>","เป็นเรื่องราวการผจญภัยของหญิงคณิกา\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_孟姜女传说,"It tells the story of frequent wars in ancient times, heavy corvee, and the resentment of husbands leaving their wives.\n<#d09a09>Usage: Gift</color>","บอกเล่าเรื่องราวของสงครามที่เกิดขึ้นบ่อยครั้งในสมัยโบราณ สงครามหนัก และความขุ่นเคืองที่สามีทิ้งภรรยาไป\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_梁祝传说,"It tells the story of young men and women who love but cannot get, and both die with hatred.\n<#d09a09>Usage: Gift</color>","เล่าเรื่องราวของชายหนุ่มและหญิงสาวที่รักกันแต่ไม่สมหวังและทั้งคู่ก็ตายด้วยความเกลียดชัง\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_牛郎织女,"It tells the story of a love between humans and immortals that moves the world, meeting on the magpie bridge every year on July 7.\n<#d09a09>Usage: Gift</color>","เรื่องราวความรักระหว่างมนุษย์กับเทวดาที่ขับเคลื่อนโลกมาพบกันบนสะพานนกกางเขนของทุกปีในวันที่ 7 กรกฎาคม\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_白蛇传,"It tells the tortuous love story between a snake spirit that has learned for a thousand years and humans.\n<#d09a09>Usage: Gift</color>","บอกเล่าเรื่องราวความรักอันคดเคี้ยวระหว่างวิญญาณงูที่เรียนรู้มานับพันปีกับมนุษย์\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_红楼梦,"It tells the tragic love story between nobles.\n<#d09a09>Usage: Gift</color>","เป็นเรื่องราวความรักอันน่าเศร้าระหว่างขุนนาง\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_幽明录,"The book records the unpredictable events of ghosts and gods.\n<#d09a09>Usage: Gift</color>","ตำราเล่มนี้บันทึกเหตุการณ์ที่คาดเดาไม่ได้ของภูติผี ปีศาจ และเทพเจ้า\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_聊斋志异,"It tells the love story between humans and spirits.\n<#d09a09>Usage: Gift</color>","มันบอกเล่าเรื่องราวความรักระหว่างมนุษย์กับวิญญาณ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_搜神记,"It tells the story of humans becoming immortals after doing good deeds and practicing.\n<#d09a09>Usage: Gift</color>","เล่าเรื่องราวของมนุษย์ที่กลายเป็นอมตะหลังจากบำเพ็ญเพียรและทำความดี\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_西游记,"The story of Master Xuanzang and his four disciples overcoming eighty-one difficulties to obtain the true scriptures.\n<#d09a09>Usage: Gift</color>","เรื่องราวของอาจารย์ซวนจางและลูกศิษย์ทั้งสี่ของเขาเอาชนะความยากลำบากแปดสิบเอ็ดประการเพื่อให้ได้คัมภีร์ที่แท้จริง\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_封神演义,"The story of King Wu's expedition against Zhou, filled with grand imaginations.\n<#d09a09>Usage: Gift</color>","วรรณกรรมที่ได้ถ่ายทอดเรื่องราวของมนุษย์ผู้อันเชิญเทพยดา นักพรต ผู้วิเศษ ลงมาปราบอสูร มารร้าย\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_山海经,"Describes astronomy, geography, history, mythology and many other topics, it is a miscellaneous talk of ancient times.\n<#d09a09>Usage: Gift</color>","อธิบายเกี่ยวกับดาราศาสตร์ ภูมิศาสตร์ ประวัติศาสตร์ ตำนาน และหัวข้ออื่นๆ อีกมากมาย เป็นการพูดเบ็ดเตล็ดเกี่ยวกับสมัยโบราณ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_儿女英雄传,"The story of young men and women acting chivalrously with a heart full of passion.\n<#d09a09>Usage: Gift</color>","เรื่องราวของชายหนุ่มและหญิงสาวที่ทำหน้าที่อย่างกล้าหาญด้วยหัวใจที่เต็มไปด้วยความหลงใหล\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_呼家将传,"The story of the protagonist's battle of wits and courage against the treacherous minister.\n<#d09a09>Usage: Gift</color>","เรื่องราวของการต่อสู้ทางปัญญาและความกล้าหาญของตัวเอกกับอัครเสนาบดีที่ทรยศ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_杨家将传,"The touching deeds of the Yang family's four generations defending the northern border and serving the country loyally.\n<#d09a09>Usage: Gift</color>","การกระทำอันน่าประทับใจของตระกูลหยางสี่ชั่วอายุคนที่ปกป้องชายแดนทางเหนือและรับใช้ประเทศอย่างภักดี\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_木兰奇女传,"The story of the extraordinary woman Mulan joining the army in place of her father, praising the fearless spirit of women.\n<#d09a09>Usage: Gift</color>","เรื่องราวของหญิงสาวผู้ไม่ธรรมดา มู่หลาน เข้าร่วมกองทัพแทนพ่อของนาง ยกย่องจิตวิญญาณที่ไม่เกรงกลัวของผู้หญิง\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_三侠五义,"The story of many bizarre cases, with cleverly conceived plots that are interlinked.\n<#d09a09>Usage: Gift</color>","เรื่องราวของคดีแปลกประหลาดมากมายที่มีโครงเรื่องที่เชื่อมโยงกันอย่างชาญฉลาด\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color> "
ItemInfo_水浒传,"The story of the 108 heroes of Liangshan, widely praised in the martial arts world.\n<#d09a09>Usage: Gift</color>","เรื่องราวของ108 วีรบุรุษเขาเหลียงซานที่ได้รับการยกย่องอย่างกว้างขวางในยุทธภพ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_石黛,"Black eyebrow paint.\n<#d09a09>Usage: Gift</color>","ผงเขียนคิ้วสีดำ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_青雀头黛,"Deep gray eyebrow paint, makeup like ink.\n<#d09a09>Usage: Gift</color>","แท่งเขียนคิ้วสีเทาเข้ม ใช้แต่งหน้าเหมือนใช้น้ำหมึก.\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_铜黛,"Eyebrow paint made from Malachite and blue Copper mine.\n<#d09a09>Usage: Gift</color>","หินเขียนคิ้วที่ทำจากแร่มรกตและทองแดงสีน้ำเงิน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_黄色眉黛,"Yellow eyebrow paint.\n<#d09a09>Usage: Gift</color>","ไขขี้ผึ้งเหลืองสำหรับแต่งหน้าเขียนคิ้ว\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_螺子黛,"Formed by processing with indigo and lime water, it is black in color and shaped like ink.\n<#d09a09>Usage: Gift</color>","เกิดจากการแปรรูปด้วยน้ำย้อมครามและน้ำมะนาว ทำให้มีสีดำและมีรูปร่างคล้ายหมึก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_红蓝花胭脂,"Lipstick made from red and blue flowers.\n<#d09a09>Usage: Gift</color>","ชาดแต้มปากทำจากดอกไม้สีแดงและน้ำเงิน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_绵胭脂,"Made by dipping silk cotton in the juice of red and blue flowers.\n<#d09a09>Usage: Gift</color>","ทำโดยการจุ่มผ้าฝ้ายลงไปในน้ำดอกไม้สีแดงและสีน้ำเงิน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_金花胭脂,"Lipstick made from gold foil or paper, dyed with the juice of red and blue flowers.\n<#d09a09>Usage: Gift</color>","ชาดแต้มปากที่ทำจากกระดาษฟอยล์สีทอง หรือกระดาษที่ย้อมด้วยน้ำดอกไม้สีแดงและสีน้ำเงิน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_山花胭脂,"Made from Mountain Rouge Flower.\n<#d09a09>Usage: Gift</color>","ชาดแต้มปากทำจากดอกไม้บนภูเขา\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玫瑰胭脂,"Lipstick made from roses after rain.\n<#d09a09>Usage: Gift</color>","ชาดแต้มปากทำจากดอกกุหลาบหลังฝนตก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_山榴花胭脂,"Lipstick made from mountain Pomegranate flowers.\n<#d09a09>Usage: Gift</color>","ชาดแต้มปากทำจากดอกทับทิมภูเขา\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_米粉,"Powder made from millet or corn.\n<#d09a09>Usage: Gift</color>","แป้งที่ทำจากข้าวฟ่างหรือข้าวโพด.\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_铅粉,"Powder made from white lead.\n<#d09a09>Usage: Gift</color>","แป้งฝุ่นที่ทำจากตะกั่วขาว\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_紫粉,"Made by mixing AAA and talcum powder with sunflower seed juice.\n<#d09a09>Usage: Gift</color>","แป้งที่ทำจากการผสมแป้งข้าวฟ่างและแป้งฝุ่นกับน้ำเมล็ดทานตะวัน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_干粉,"Extracted from minerals.\n<#d09a09>Usage: Gift</color>","สกัดจากแร่ธรรมชาติ\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_迎蝶粉,"Fragrant powder made from fine millet.\n<#d09a09>Usage: Gift</color>","แป้งผงหอมทำจากข้าวฟ่างชั้นดี\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_珍珠粉,"Powder made from the endosperm of purple jasmine.\n<#d09a09>Usage: Gift</color>","แป้งที่ทำมาจากเมล็ดของดอกบานเย็น\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玉女桃花粉,"Fragrant powder blended with gypsum, talc, pearl powder, beeswax, musk shell and motherwort.\n<#d09a09>Usage: Gift</color>","แป้งหอมผสมกับยิปซั่ม ผงแป้ง ผงไข่มุก ขี้ผึ้ง เปลือกมัสค์ และใบสาโทโยน\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_玉簪粉,"Fragrant powder made from jade hairpin flowers and talcum powder, shaped like a jade hairpin.\n<#d09a09>Usage: Gift</color>","แป้งหอมทำจากดอกปิ่นหยกบดเป็นแป้งฝุ่น ดอกมีรูปร่างคล้ายปิ่นหยก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_糯米浆,"Sweet rice mash brewed from spring water.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","น้ำแป้งข้าวเหนียวที่ต้มด้วยน้ำพุธรรมชาติ มีกลิ่นหอมหวานละมุน\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_般若汤,"A euphemism for fine wine among monks.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","คำสละสลวยที่ถูกใช้เรียกโดยเหล่าหลวงจีน สำหรับไว้เรียกสุราชั้นเลิศ\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color> "
ItemInfo_忘忧物,"Said to be a drink that can forget worries after drinking.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","ว่ากันว่าเป็นเครื่องดื่มที่ช่วยลืมความทุกข์ได้หลังจากดื่มลงไป\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_烧刀子,"Spicy and strong taste, best enjoyed in winter.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","รสชาติร้อนแรง เข้มข้น มีกลิ่นหอมที่แรงในภายหลัง เหมาะที่สุดสำหรับดื่มในฤดูหนาว\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_绿蚁,"Unfiltered new brew with floating dregs, slightly green, fine as ants.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","สารตกค้างที่ลอยอยู่บนผิวน้ำที่เหลือภายหลังการกลั่นสุราใหม่ มีสีเขียวและขนาดเล็กละเอียดเหมือนมด\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_杜康陈酿,"A drink favored by poets and scholars through the ages.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","เครื่องดื่มที่นักปราชญ์และกวีล้วนชื่นชอบตลอดมาทุกยุคทุกสมัย\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_松醪酿,"Golden and enticing color, with endless fragrance.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","สุราสีทองอร่ามชวนหลงใหล พร้อมกลิ่นหอมรัญจวนไร้สิ้นสุด\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_女儿红,"Originating from Jiangnan, sealed with clay and buried underground, with a sweet and mellow taste.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","มีต้นกำเนิดมาจากมณฑลเจียงหนาน โดยทั่วไปจะปิดผนึกด้วยโคลนที่ปากขวดฝังอยู่ใต้ดินมีรสหวานกลมกล่อม\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_地瓜烧,"Cool and fragrant, brewed from sweet potatoes.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","เย็นกลมกล่อม มีกลิ่นหอมละมุน หมักจากธัญพืชผสมมันเทศหวาน \n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_杏花村汾,"Brewed from apricot flowers and rock sugar, sweet and fragrant.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","ผลิตจากดอกแอปริคอทผสมก้อนน้ำตาลกรวด ทีรสหวานดุจน้ำผึ้ง หอมสดชื่นน่าลิ้มลอง\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_竹叶青,"Unique aroma, rich and mellow, sweet with a slight bitterness.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","กลิ่นหอมเฉพาะตัว เข้มข้น กลมกล่อม หวานและขมเล็กน้อยเมื่อลิ้มรส\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_罗浮春,"Brewed from over twenty precious herbs like ginseng, Morinda, and Astragalus.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","เครื่องดื่มที่หมักจากสมุนไพรล้ำค่าและหายากกว่า 20 ชนิด เช่น โสม ปาจี่เทียน และหวงฉี\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_猴儿酒,"Fermented from fresh fruits, rare in the market, even Rich Lady won't trade it.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","ว่ากันว่าเกิดจากผลไม้ที่ลิงเอาไปซ่อนตามโพรงต้นท้อ แล้วเกิดหมักจนกลายเป็นสุรา\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_剑南烧春,"Brewed with distillation, with a rich and clear taste.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","สุราที่ผลิตด้วยวิธีการกลั่น ซึ่งมีรสชาติกลมกล่อมและสดชื่น\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_寒潭香,"Brewed from water of mountain cold pools, cool and refreshing, with a strong aftertaste.\n<#d09a09>Usage: Drink, Gift, Brotherhood</color>","หมักจากน้ำที่นำมาจากธารน้ำเย็นบนภูเขาสูง รสชาติสดชื่นเย็นสบาย แต่รสชาติแรงพอตัว\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
ItemInfo_琼花露,"A drink brewed with a hundred flowers, incredibly fragrant.  \n<#d09a09>Use: Drink, Gift, Brotherhood</color>","เครื่องดื่มที่หมักจากดอกไม้หลายร้อยชนิด มีกลิ่นหอมอันหาที่เปรียบมิได้\n<#d09a09>ใช้สำหรับ: ดื่ม, ให้เป็นของขวัญ, ร่วมสาบานพี่น้อง</color>"
