﻿题库1_题目1,This is title 1,บทนำที่ 1
太学馆对对子_题目48_答案4,"Why not leave and return, my friend?",มิตรแท้ จะไปหรือหวนคืนใยต้องกังวล
太学馆对对子_题目49_答案1,The bright moon shines on people without intention.,ดวงจันทร์แม้ไร้จิตใจ แต่ยังคงส่องแสงให้ผู้คน
太学馆对对子_题目49_答案2,Willows grow into a grove without intention.,มิได้ตั้งใจปลูกหลิว แต่มันกลับงอกงามให้ร่มเงา
太学馆对对子_题目49_答案3,Peach and plum trees form a path without words.,ต้นท้อและต้นหลี่มิเอ่ยคำ แต่ทางเดินย่อมเกิดขึ้นเองด้วยคุณธรรม
太学馆对对子_题目49_答案4,"There is a Buddha in the high sky, lighting the moon.",ฟ้าสูงล้ำมีพระพุทธ จันทร์ส่องประทีปนำทางสว่างไสว
太学馆对对子_题目50_答案1,A cornered dog will jump over a wall.,สุนัขที่จนตรอกย่อมกระโดดข้ามกำแพง
太学馆对对子_题目50_答案2,Adding feet when painting a snake.,วาดงูเสร็จแล้วยังเติมขา
太学馆对对子_题目50_答案3,The rat feels cool on the beam.,หนูร้อนจึงขึ้นคานเย็น
太学馆对对子_题目50_答案4,Fish fight when the net is broken.,ปลาจวนตายยังดิ้นจนตาข่ายขาด
乡试1_题目1,"""What is the next line of 'Clouds think of clothes, flowers think of faces'?""","What is the next line of 'Clouds think of clothes, flowers think of faces'?  (ตอบข้อ 3)"
乡试1_题目2,"""What is the next line of 'Laughing to the sky, I walk out the door'?""","What is the next line of 'Laughing to the sky, I walk out the door'? (ตอบข้อ 4)"
乡试1_题目3,"""What is the next line of 'Kill a man every ten steps'?""",What is the next line of 'Kill a man every ten steps'? (ตอบข้อ 2)
乡试2_题目1,"""What is the next line of 'Today's people don't see the moon of ancient times'?""",What is the next line of 'Today's people don't see the moon of ancient times'? (ตอบข้อ 1)
乡试2_题目2,"""What is the next line of 'I was born with talent, it must be useful'?""","What is the next line of 'I was born with talent, it must be useful'? (ตอบข้อ 3)"
乡试2_题目3,"""What is the next line of 'Old friend bids farewell to the Yellow Crane Tower'?""",What is the next line of 'Old friend bids farewell to the Yellow Crane Tower'? (ตอบข้อ 2)
乡试3_题目1,"""What is the next line of 'Raise a cup to invite the bright moon'?""",What is the next line of 'Raise a cup to invite the bright moon'? (ตอบข้อ 4)
乡试3_题目2,"""What is the next line of 'One must enjoy life when one is successful'?""",What is the next line of 'One must enjoy life when one is successful'? (ตอบข้อ 3)
乡试3_题目3,"""What is the next line of 'Having done the deed, I leave without a trace'?""","What is the next line of 'Having done the deed, I leave without a trace'? (ตอบข้อ 3)"
乡试4_题目1,"""What is the next line of 'Once having seen the vast ocean, one can't be content with a pond'?""","What is the next line of 'Once having seen the vast ocean, one can't be content with a pond'? (ตอบข้อ 2)"
乡试4_题目2,"""What is the next line of 'Shoot the man before shooting the horse'?""",What is the next line of 'Shoot the man before shooting the horse'? (ตอบข้อ 1)
乡试4_题目3,"""What is the next line of 'Died before the battle was won'?""",What is the next line of 'Died before the battle was won'? (ตอบข้อ 3)
乡试5_题目1,"""What is the next line of 'Two orioles sing in the green willow'?""",What is the next line of 'Two orioles sing in the green willow'? (ตอบข้อ 2)
乡试5_题目2,"""What is the next line of 'The window contains the thousand autumns of the West Ridge'?""",What is the next line of 'The window contains the thousand autumns of the West Ridge'? (ตอบข้อ 3)
乡试5_题目3,"""What is the next line of 'A moment of spring night is worth a thousand gold'?""",What is the next line of 'A moment of spring night is worth a thousand gold'? (ตอบข้อ 2)
乡试6_题目1,"""What is the next line of 'After the rain in the empty mountain'?""",What is the next line of 'After the rain in the empty mountain'? (ตอบข้อ 4)
乡试6_题目2,"""What is the next line of 'I urge you to drink another cup of wine'?""",What is the next line of 'I urge you to drink another cup of wine'? (ตอบข้อ 3)
乡试6_题目3,"""What is the next line of 'The lonely smoke in the vast desert goes straight'?""",What is the next line of 'The lonely smoke in the vast desert goes straight'? (ตอบข้อ 1)
乡试7_题目1,"""What is the next line of 'Twenty-four bridges on a bright moonlit night'?""",What is the next line of 'Twenty-four bridges on a bright moonlit night'? (ตอบข้อ 2)
乡试7_题目2,"""What is the next line of 'A horseman in the red dust makes the princess laugh'?""",What is the next line of 'A horseman in the red dust makes the princess laugh'? (ตอบข้อ 1)
乡试7_题目3,"""What is the next line of 'Rain pours down during the Qingming Festival'?""",What is the next line of 'Rain pours down during the Qingming Festival'? (ตอบข้อ 1)
乡试8_题目1,"""What is the next line of 'The broken spear sinks into the sand, the iron is not yet destroyed'?""","What is the next line of 'The broken spear sinks into the sand, the iron is not yet destroyed'? (ตอบข้อ 2)"
乡试8_题目2,"""What is the next line of 'Where is the tavern, I ask'?""","What is the next line of 'Where is the tavern, I ask'? (ตอบข้อ 1)"
乡试8_题目3,"""What is the next line of 'In the dead of night, I listen to the wind and rain'?""","What is the next line of 'In the dead of night, I listen to the wind and rain'? (ตอบข้อ 3)"
乡试9_题目1,"""What is the next line of 'Startled awake from a dying illness'?""",What is the next line of 'Startled awake from a dying illness'? (ตอบข้อ 3)
乡试9_题目2,"""What is the next line of 'Taking a leisurely look at the flowers, I don't look back'?""","What is the next line of 'Taking a leisurely look at the flowers, I don't look back'? (ตอบข้อ 2)"
乡试9_题目3,"""What is the next line of 'White hair mourns the bright mirror'?""",What is the next line of 'White hair mourns the bright mirror'? (ตอบข้อ 4)
乡试10_题目1,"""What is the next line of 'Red beans grow in the south'?""",What is the next line of 'Red beans grow in the south'? (ตอบข้อ 1)
乡试10_题目2,"""What is the next line of 'Spring wind blows for ten miles on Yangzhou road'?""",What is the next line of 'Spring wind blows for ten miles on Yangzhou road'? (ตอบข้อ 3)
乡试10_题目3,"""What is the next line of 'I urge you not to cherish your golden robe'?""",What is the next line of 'I urge you not to cherish your golden robe'? (ตอบข้อ 2)
乡试1_题目1_答案1,Apply the new red begonia.,แต่งแต้มสีแดงสดใหม่ บนดอกไห่ถางอันงดงาม
乡试1_题目1_答案2,Dress up on the jade tower in spring.
乡试1_题目1_答案3,"The spring breeze brushes the railing, the dew is thick."
乡试1_题目1_答案4,Light or heavy makeup is always suitable.
乡试1_题目2_答案1,"Crying and wailing, I return home."
乡试1_题目2_答案2,Return home until dawn.
乡试1_题目2_答案3,With you until the west of Yelang.
乡试1_题目2_答案4,We are not ordinary people.
乡试1_题目3_答案1,Kill ten people in a hundred steps.
乡试1_题目3_答案2,Travel a thousand miles without leaving a trace.
乡试1_题目3_答案3,Sword Qi cuts Heaven and Earth.
乡试1_题目3_答案4,Hide your identity and name.
乡试2_题目1_答案1,The moon of today once shone on the ancients.
乡试2_题目1_答案2,The bright moon once shone on the ancients.
乡试2_题目1_答案3,When will the bright moon shine on me again?
乡试2_题目1_答案4,Things change with the passing of time.
乡试2_题目2_答案1,There must be a way when the road reaches the mountain.
乡试2_题目2_答案2,Who in the world doesn't know you?
乡试2_题目2_答案3,Squandered fortune can still be regained.
乡试2_题目2_答案4,I claim to be an immortal in wine.
乡试2_题目3_答案1,A yellow crane flies in from the sky.
乡试2_题目3_答案2,Fireworks in March in Yangzhou.
乡试2_题目3_答案3,"When I left, the snow covered the mountain road."
乡试2_题目3_答案4,With you until the west of Yelang.
乡试3_题目1_答案1,I sing to the wandering moon.
乡试3_题目1_答案2,The moon surges the great river.
乡试3_题目1_答案3,Ride the moon and get drunk on the high platform.
乡试3_题目1_答案4,Three people in the reflection.
乡试3_题目2_答案1,How many people return from wars in ancient times?
乡试3_题目2_答案2,There are no old friends after leaving Yangguan.
乡试3_题目2_答案3,Don't let the golden cup be empty under the moon.
乡试3_题目2_答案4,Get drunk today if there is wine.
乡试3_题目3_答案1,Travel a thousand miles without leaving a trace.
乡试3_题目3_答案2,A thousand gold pieces will return.
乡试3_题目3_答案3,Hide your identity and name.
乡试3_题目3_答案4,You come from your hometown.
乡试4_题目1_答案1,It's said that it rained at night in Bashan.
乡试4_题目1_答案2,"Except for Wushan, it's not a cloud."
乡试4_题目1_答案3,Peach blossoms still smile in the spring breeze.
乡试4_题目1_答案4,Get drunk today if there is wine.
乡试4_题目2_答案1,"To catch a thief, catch the king first."
乡试4_题目2_答案2,"If you hit someone, aim for the face."
乡试4_题目2_答案3,"To kill a person, aim for the heart."
乡试4_题目2_答案4,"To kill a snake, aim for seven inches."
乡试4_题目3_答案1,You must do this yourself.
乡试4_题目3_答案2,Squandered fortune can still be regained.
乡试4_题目3_答案3,Always make heroes shed tears.
乡试4_题目3_答案4,Iron Horse enters the dream from the icy river.
乡试5_题目1_答案1,Three thousand favors in one body.
乡试5_题目1_答案2,A line of egrets ascends to the blue sky.
乡试5_题目1_答案3,Four seasons of joy shared with people.
乡试5_题目1_答案4,A yellow crane comes flying from the sky.
乡试5_题目2_答案1,The fragrance of plum blossoms comes from the bitter cold.
乡试5_题目2_答案2,Thousands of pear trees are in bloom.
乡试5_题目2_答案3,"A ship moored in the east of Wu, thousands of miles away."
乡试5_题目2_答案4,"The mountain is clear and the water is clean, frost comes at night."
乡试5_题目3_答案1,"Clouds want to dress, flowers want to look."
乡试5_题目3_答案2,"Flowers have fragrance, moon has shade."
乡试5_题目3_答案3,Money can't buy happiness.
乡试5_题目3_答案4,"Time is money, and it's hard to buy."
乡试6_题目1_答案1,Hang on the southeast branch.
乡试6_题目1_答案2,Carrying the moon and hoeing home.
乡试6_题目1_答案3,Falling flowers fly into the house.
乡试6_题目1_答案4,The weather turns to autumn late.
乡试6_题目2_答案1,Don't let the golden cup be empty under the moon.
乡试6_题目2_答案2,Who in the world doesn't know you?
乡试6_题目2_答案3,There are no old friends after leaving Yangguan.
乡试6_题目2_答案4,Two cups of dragon sleep at the bottom of the sea.
乡试6_题目3_答案1,The long river sets the sun round.
乡试6_题目3_答案2,The heart is clear and pure.
乡试6_题目3_答案3,The ends of the earth are as close as next door.
乡试6_题目3_答案4,"The wind is right, a sail is hanging."
乡试7_题目1_答案1,People walk on the back of the silver dragon.
乡试7_题目1_答案2,Where does the jade person teach flute playing?
乡试7_题目1_答案3,Whose jade flute heard the falling plum?
乡试7_题目1_答案4,"A small bridge over a flowing river, the fragrance of osmanthus."
乡试7_题目2_答案1,No one knows it's litchi coming.
乡试7_题目2_答案2,The fragrance of plum blossoms comes from the bitter cold.
乡试7_题目2_答案3,Where does the jade person teach flute playing?
乡试7_题目2_答案4,"For her, I'm worn to a shadow."
乡试7_题目3_答案1,Travelers on the road are heartbroken.
乡试7_题目3_答案2,"The grass looks green from afar, but not up close."
乡试7_题目3_答案3,The iron armor of the protector is cold and hard to wear.
乡试7_题目3_答案4,"In front of a sick tree, a thousand trees bloom in spring."
乡试8_题目1_答案1,"Short awl in the bag, half-inch blade."
乡试8_题目1_答案2,Recognize the previous dynasty by washing and grinding.
乡试8_题目1_答案3,"The long march of ten thousand miles, people have not returned."
乡试8_题目1_答案4,A dance of swords moves all directions.
乡试8_题目2_答案1,The shepherd boy points to the apricot flower village from afar.
乡试8_题目2_答案2,Children meet but do not know each other.
乡试8_题目2_答案3,Only see the Yangtze River flowing to the horizon.
乡试8_题目2_答案4,Don't let the golden cup be empty under the moon.
乡试8_题目3_答案1,How many towers in the misty rain.
乡试8_题目3_答案2,Red maple and fishing fire against sorrowful sleep.
乡试8_题目3_答案3,Iron Horse enters the dream from the icy river.
乡试8_题目3_答案4,Startled awake from a near-death illness.
乡试9_题目1_答案1,Iron Horse enters the dream from the icy river.
乡试9_题目1_答案2,Laugh and ask the guest where he comes from.
乡试9_题目1_答案3,The dark wind blows rain into the cold window.
乡试9_题目1_答案4,Why need to enter the Jade Gate Pass?
乡试9_题目2_答案1,Half of the river is green and half is red.
乡试9_题目2_答案2,"Half for cultivation, half for you."
乡试9_题目2_答案3,"Half a moat of spring water, a city of flowers."
乡试9_题目2_答案4,"The bell tolls at midnight, reaching the guest ship."
乡试9_题目3_答案1,Black hair turns to snow at dusk.
乡试9_题目3_答案2,How many springs have been wasted in vain.
乡试9_题目3_答案3,Hardly able to hold up a hairpin.
乡试9_题目3_答案4,Youth changes into a worn fur.
乡试10_题目1_答案1,How many branches have sprouted in spring.
乡试10_题目1_答案2,"When spring comes, it happens."
乡试10_题目1_答案3,Why the rush to pick?
乡试10_题目1_答案4,The sal tree is red in February.
乡试10_题目2_答案1,Shallow grass can hide horse hooves.
乡试10_题目2_答案2,Red maple and fishing fire against sorrowful sleep.
乡试10_题目2_答案3,Rolling up the pearl curtain is not as good.
乡试10_题目2_答案4,"Thick makeup or light makeup, both are suitable."
乡试10_题目3_答案1,Years wasted without seeing each other.
乡试10_题目3_答案2,Cherish your youth.
乡试10_题目3_答案3,This resentment is endless.
乡试10_题目3_答案4,Squandered fortune can still be regained.
会试1_题目1,"""What is the next line of 'The mountain has wood, the wood has branches'?""","What is the next line of 'The mountain has wood, the wood has branches'? (ตอบข้อ 2)"
会试1_题目2,"""What is the next line of 'Four hundred and eighty temples of the Southern Dynasties'?""","""What is the next line of 'Four hundred and eighty temples of the Southern Dynasties'? (ตอบข้อ 3)"
会试1_题目3,"""What is the next line of 'In a low position, I dare not forget to worry about the country'?""","What is the next line of 'In a low position, I dare not forget to worry about the country'? (ตอบข้อ 3)"
会试2_题目1,"""What is the next line of 'Five-flower horse, thousand-gold fur'?""","What is the next line of 'Five-flower horse, thousand-gold fur'? (ตอบข้อ 4)"
会试2_题目2,"""What is the next line of 'Left to lead yellow, right to hold blue'?""","What is the next line of 'Left to lead yellow, right to hold blue'? (ตอบข้อ 2)"
会试2_题目3,"""What is the next line of 'The Roc flies with the wind in one day'?""",What is the next line of 'The Roc flies with the wind in one day'? (ตอบข้อ 1)
会试3_题目1,"""'The tree that can be embraced grows from a tiny sprout; the nine-story tower begins with a heap of earth; the journey of a thousand miles starts from beneath one's feet.' Who said this?""",'The tree that can be embraced grows from a tiny sprout; the nine-story tower begins with a heap of earth; the journey of a thousand miles starts from beneath one's feet.' Who said this? (ตอบข้อ 2)
会试3_题目2,"""'The highest good is like water, water benefits all things and does not compete.' Who said this?""","'The highest good is like water, water benefits all things and does not compete.' Who said this? (ตอบข้อ 2)"
会试3_题目3,"""Which book does the quote 'Life between heaven and earth is like a white horse passing a gap, suddenly it's over.' come from?"""
会试4_题目1,"""Which Archive does the quote 'Honorable is open and upright, while the villain is always in a hurry.' come from?""","Which Archive does the quote 'Honorable is open and upright, while the villain is always in a hurry.' come from? (ตอบข้อ 1)"
会试4_题目2,"""Which Archive does the quote 'When poor, one should improve oneself; when rich, one should benefit the world.' come from?""","Which Archive does the quote 'When poor, one should improve oneself; when rich, one should benefit the world.' come from? (ตอบข้อ 3)"
会试4_题目3,"""Which Archive does the quote 'Learning without thinking leads to confusion, thinking without learning ends in danger.' come from?""","Which Archive does the quote 'Learning without thinking leads to confusion, thinking without learning ends in danger.' come from? (ตอบข้อ 1)"
会试5_题目1,"""Please complete the couplet: 'Since ancient times, talented people have faced many hardships;'""","Please complete the couplet: 'Since ancient times, talented people have faced many hardships;' (ตอบข้อ 3)"
会试5_题目2,"""Please complete the couplet: 'Having seen through human nature, the autumn clouds are thick;'""","Please complete the couplet: 'Having seen through human nature, the autumn clouds are thick;' (ตอบข้อ 3)"
会试5_题目3,"""Please complete the couplet: 'The art should start with diligent learning;'""",Please complete the couplet: 'The art should start with diligent learning;' (ตอบข้อ 3)
会试6_题目1,"""Please complete the couplet: 'Poetry and books are not medicine, but they can cure vulgarity;'""","Please complete the couplet: 'Poetry and books are not medicine, but they can cure vulgarity;' (ตอบข้อ 2)"
会试6_题目2,"""Please complete the couplet: 'A room doesn't need to be large to be elegant;'""",Please complete the couplet: 'A room doesn't need to be large to be elegant;' (ตอบข้อ 4)
会试6_题目3,"""Please complete the couplet: 'Calligraphy, painting, chess, and music shine through the ages;'""","Please complete the couplet: 'Calligraphy, painting, chess, and music shine through the ages;' (ตอบข้อ 3)"
会试7_题目1,"""What is the next line of 'A bird about to die, its song is sad;'?""","What is the next line of 'A bird about to die, its song is sad;'? (ตอบข้อ 3)"
会试7_题目2,"""What is the next line of 'If the name is not correct, then the words will not be smooth;'?""","What is the next line of 'If the name is not correct, then the words will not be smooth;'? (ตอบข้อ 4)"
会试7_题目3,"""What is the next line of 'If one's body is upright, one will act without being ordered;'?""","What is the next line of 'If one's body is upright, one will act without being ordered;'? (ตอบข้อ 2)"
会试8_题目1,"""What is the next line of 'Honorable cherish virtue, while villains cherish wealth;'?""","What is the next line of 'Honorable cherish virtue, while villains cherish wealth;'? (ตอบข้อ 2)"
会试8_题目2,"""What is the next line of 'When three people walk together, there must be my teacher among them;'?""","What is the next line of 'When three people walk together, there must be my teacher among them;'? (ตอบข้อ 1)"
会试8_题目3,"""What is the next line of 'Do not worry about scarcity, but about inequality;'?""","What is the next line of 'Do not worry about scarcity, but about inequality;'? (ตอบข้อ 1)"
会试9_题目1,"""What is the next line of 'The world is bustling, all for profit;'?""","What is the next line of 'The world is bustling, all for profit;'? (ตอบข้อ 1)"
会试9_题目2,"""What is the next line of 'The wise man worries a thousand times, there must be one mistake;'?""","What is the next line of 'The wise man worries a thousand times, there must be one mistake;'? (ตอบข้อ 3)"
会试9_题目3,"""What is the next line of 'The limit of a strong crossbow, the arrow cannot penetrate the Lu's simple cloth;'?""","What is the next line of 'The limit of a strong crossbow, the arrow cannot penetrate the Lu's simple cloth;'? (ตอบข้อ 2)"
会试10_题目1,"""What is the next line of 'Heaven's timing is not as good as the geographical advantage;'?""",What is the next line of 'Heaven's timing is not as good as the geographical advantage;'? (ตอบข้อ 1)
会试10_题目2,"""What is the next line of 'A man must degrade himself before others will degrade him;'?""",What is the next line of 'A man must degrade himself before others will degrade him;'? (ตอบข้อ 2)
会试10_题目3,"""Learn widely, ask carefully, ___, ___, ___.""","Learn widely, ask carefully, ___, ___, ___. (ตอบข้อ 3)"
会试1_题目1_答案1,No sorrow is greater than parting in life.
会试1_题目1_答案2,"My heart is pleased with you, but you don't know.","My heart is pleased with you, but you don't know.(ข้อถูก)"
会试1_题目1_答案3,"Thinking of you, I can't forget."
会试1_题目1_答案4,"Missing my beloved, I can't forget."
会试1_题目2_答案1,Recognize the previous dynasty by washing and grinding.
会试1_题目2_答案2,"This morning, everything is in front of my eyes."
会试1_题目2_答案3,How many towers in the misty rain.,How many towers in the misty rain.(ข้อถูก)
会试1_题目2_答案4,Flying into the homes of ordinary people.
会试1_题目3_答案1,I don't care if no one knows my name.
会试1_题目3_答案2,Why should I avoid misfortune and pursue fortune?
会试1_题目3_答案3,"Even if things are settled, we must wait until the coffin is closed.","Even if things are settled, we must wait until the coffin is closed.(ข้อถูก)"
会试1_题目3_答案4,Enjoy the world's joy later.
会试2_题目1_答案1,"A cart of charcoal, over a thousand jin."
会试2_题目1_答案2,"Looking at the western capital, I'm hesitant."
会试2_题目1_答案3,"A thousand gold is easy to get, but a general is hard to find."
会试2_题目1_答案4,Call my son to exchange for fine wine.
会试2_题目2_答案1,"Looking northwest, shooting the sky wolf."
会试2_题目2_答案2,"Fur hat and mink coat, a thousand riders roll over the hill."
会试2_题目2_答案3,"The prosperity of six generations, silently following the sound of the waves."
会试2_题目2_答案4,"A thousand miles of lonely graves, no place to talk about desolation."
会试2_题目3_答案1,Rising straight up ninety thousand miles.
会试2_题目3_答案2,Soaring up ninety thousand miles.
会试2_题目3_答案3,Fighting the wind and spreading wings to grab the sea.
会试2_题目3_答案4,Flying into the homes of ordinary people.
会试3_题目1_答案1,Confucius.
会试3_题目1_答案2,Laozi.,เล่าจื๊อ
会试3_题目1_答案3,Mencius.
会试3_题目1_答案4,Mozi.
会试3_题目2_答案1,Confucius.
会试3_题目2_答案2,Laozi.
会试3_题目2_答案3,Mencius.
会试3_题目2_答案4,Mozi.
会试3_题目3_答案1,"""Tao Te Ching""."
会试3_题目3_答案2,"""Zhuangzi""."
会试3_题目3_答案3,"""Analects of Confucius""."
会试3_题目3_答案4,"""The Art of War""."
会试4_题目1_答案1,"""Analects of Confucius""."
会试4_题目1_答案2,"""The Doctrine of the Mean""."
会试4_题目1_答案3,"""Mencius""."
会试4_题目1_答案4,"""Tao Te Ching""."
会试4_题目2_答案1,"""Analects of Confucius""."
会试4_题目2_答案2,"""The Doctrine of the Mean""."
会试4_题目2_答案3,"""Mencius""."
会试4_题目2_答案4,"""Tao Te Ching""."
会试4_题目3_答案1,"""Analects of Confucius""."
会试4_题目3_答案2,"""The Doctrine of the Mean""."
会试4_题目3_答案3,"""Mencius""."
会试4_题目3_答案4,"""Tao Te Ching""."
会试5_题目1_答案1,A real man is always poisonous.,ไร้ความเด็ดขาด มิอาจเรียกได้ว่าบุรุษแท้
会试5_题目1_答案2,A thousand hammers and a hundred refinements make steel.
会试5_题目1_答案3,There have always been few great men among the pampered.
会试5_题目1_答案4,Don't laugh at the young for their lack of success.,อย่าหัวเราะเยาะคนหนุ่มที่ยังประสบความสำเร็จไม่มาก!
会试5_题目2_答案1,"Know a person's face, but not their heart."
会试5_题目2_答案2,The taste of the world has become as thin as gauze over the years.
会试5_题目2_答案3,"The world has seen so much, the road to Shu is flat."
会试5_题目2_答案4,"There are no two identical things, people's hearts are different."
会试5_题目3_答案1,Don't say that old age is wasted.
会试5_题目3_答案2,Don't wait for the flowers to fall before you break the branch.
会试5_题目3_答案3,Youth does not stay for the young.
会试5_题目3_答案4,Always prevent playing with things from ruining a child's nature.
会试6_题目1_答案1,"Spring and Autumn, no knife but beheads people."
会试6_题目1_答案2,Morality without roots can cultivate people.
会试6_题目1_答案3,"A knife hangs over the word ""lust""."
会试6_题目1_答案4,The sun and the moon travel thousands of miles without feet.
会试6_题目2_答案1,"Heaven and Earth, the sun and the moon are long."
会试6_题目2_答案2,A thousand gold is not enough.
会试6_题目2_答案3,The scent of wine floats in the deep alley.
会试6_题目2_答案4,The fragrance of flowers is not in their abundance.
会试6_题目3_答案1,"The tones of gong, shang, jue, and zhi linger for three days."
会试6_题目3_答案2,Good ministers and generals will be remembered for a thousand years.
会试6_题目3_答案3,Poetry and prose enlighten the world for a thousand years.
会试6_题目3_答案4,"Scholars, farmers, workers, and merchants all seek profit."
会试7_题目1_答案1,"When a horse loses its front hoof, it whines in sorrow."
会试7_题目1_答案2,Even a dog can jump over a wall when it's desperate.
会试7_题目1_答案3,"When a person is about to die, their words are often kind."
会试7_题目1_答案4,Even a villain speaks kindly when death is near.
会试7_题目2_答案1,"If words are harmonious, then actions will be successful."
会试7_题目2_答案2,"If words are discordant, then reputation will be tarnished."
会试7_题目2_答案3,"If reputation is upright, then words will be harmonious."
会试7_题目2_答案4,"If words are discordant, then actions will fail."
会试7_题目3_答案1,"If you are upright, you need not fear a crooked shadow."
会试7_题目3_答案2,"If one's character is not upright, even commands will not be obeyed."
会试7_题目3_答案3,"What the superior does, the inferior will follow."
会试7_题目3_答案4,"Therefore, if you want unity from top to bottom, you must be upright."
会试8_题目1_答案1,"Honorable people cherish courtesy, while petty people cherish gold."
会试8_题目1_答案2,"Honorable people uphold justice, while petty people seek favor."
会试8_题目1_答案3,"Honorable people value virtue, while petty people harbor resentment."
会试8_题目1_答案4,"Honorable people treasure jade, while petty people seek profit."
会试8_题目2_答案1,"Choose the good and follow it, and change what is not good.","Choose the good and follow it, and change what is not good.(ข้อถูก)"
会试8_题目2_答案2,"A teacher is one who imparts knowledge, guides learning, and solves doubts."
会试8_题目2_答案3,"Once a teacher, always a father."
会试8_题目2_答案4,"Everyone has their strengths, do not be ashamed to ask questions."
会试8_题目3_答案1,"Do not fear poverty, but fear unrest."
会试8_题目3_答案2,"Do not fear harmony, but fear discord."
会试8_题目3_答案3,"Do not fear sameness, but fear disharmony."
会试8_题目3_答案4,"Do not fear lack of position, but fear lack of foundation."
会试9_题目1_答案1,"The world is bustling, all for profit."
会试9_题目1_答案2,"The world is mediocre, all for salary."
会试9_题目1_答案3,"The world is busy, all for wealth."
会试9_题目1_答案4,"The world is spinning, all for power."
会试9_题目2_答案1,"Mediocre people worry a thousand times, and will surely trouble themselves."
会试9_题目2_答案2,"Capable people worry once, and will never fail."
会试9_题目2_答案3,"Foolish people worry a thousand times, and will surely succeed once.","Foolish people worry a thousand times, and will surely succeed once.(ข้อถูก)"
会试9_题目2_答案4,"\n|Among a thousand worries of the patient, there must be one gain.","Among a thousand worries of the patient, there must be one gain."
会试9_题目3_答案1,"First blood, then decline, and finally exhaustion."
会试9_题目3_答案2,"At the end of the storm, one cannot even float a feather.","At the end of the storm, one cannot even float a feather.(ข้อนี้ถูก)"
会试9_题目3_答案3,"It's not that the beginning is not strong, but the end is weak."
会试9_题目3_答案4,"If it's not convenient to fight, it's better to make peace."
会试10_题目1_答案1,Harmony among people is better than geographical advantage.
会试10_题目1_答案2,Those who have geographical advantage will rule the world.
会试10_题目1_答案3,"Those who follow the right path will have many helpers, those who lose the right path will have few."
会试10_题目1_答案4,"It's not that the city is not high, or the moat is not deep."
会试10_题目2_答案1,"Self-inflicted disasters, cannot live."
会试10_题目2_答案2,A family must destroy itself before others destroy it.
会试10_题目2_答案3,A country must cut itself before others cut it.
会试10_题目2_答案4,Even a disaster from heaven can be defied.
会试10_题目3_答案1,"Discern it clearly, act cautiously, think deeply."
会试10_题目3_答案2,"Act diligently, think carefully, discern clearly."
会试10_题目3_答案3,"Think carefully, discern clearly, act diligently."
会试10_题目3_答案4,"Discern clearly, think carefully, act diligently."
儒圣馆看门对对子_题目1,Please complete the couplet: The clear wind and bright moon are priceless;,Please complete the couplet: The clear wind and bright moon are priceless; (ตอบข้อ 2)
儒圣馆看门对对子_题目2,Please complete the couplet: It's hard to win when you meet a good opponent in chess;,Please complete the couplet: It's hard to win when you meet a good opponent in chess; (ตอบข้อ 2)
儒圣馆看门对对子_题目3,"Please complete the couplet: There is an ancient pine at the door, and no messy stones in the courtyard;","Please complete the couplet: There is an ancient pine at the door, and no messy stones in the courtyard; (ตอบข้อ 1)"
儒圣馆看门对对子_题目4,Please complete the couplet: Scooping up the moon in the water;,Please complete the couplet: Scooping up the moon in the water; (ตอบข้อ 3)
儒圣馆看门对对子_题目1_答案1,All rivers and mountains are filled with affection.
儒圣馆看门对对子_题目1_答案2,"Near the water and far from the mountain, all have feelings."
儒圣馆看门对对子_题目1_答案3,Ducks know first when the spring river is warm.
儒圣馆看门对对子_题目1_答案4,Blue water and Blue Mountain are a perfect match.
儒圣馆看门对对子_题目2_答案1,"Speak not to astonish, but to the point of death."
儒圣馆看门对对子_题目2_答案2,"When meeting a good talent, don't be arrogant."
儒圣馆看门对对子_题目2_答案3,"In a narrow path, the brave wins."
儒圣馆看门对对子_题目2_答案4,One general's success is built on ten thousand bones.
儒圣馆看门对对子_题目3_答案1,"Autumn is suitable for the bright moon, and spring for the gentle wind."
儒圣馆看门对对子_题目3_答案2,There is a bright moon in the window and lotus flowers in the courtyard.
儒圣馆看门对对子_题目3_答案3,"People have feelings, and the world has truth and kindness."
儒圣馆看门对对子_题目3_答案4,"Birds have their songs, and clouds have their paths."
儒圣馆看门对对子_题目4_答案1,Pick up the light and shadow in the palm.
儒圣馆看门对对子_题目4_答案2,Pull the wind and clouds for oneself.
儒圣馆看门对对子_题目4_答案3,Play with the flowers and the fragrance fills the clothes.
儒圣馆看门对对子_题目4_答案4,Pick the stars and put them in the bosom.
端午节太白楼_题目1,Who is the Dragon Boat Festival not commemorating?,Who is the Dragon Boat Festival not commemorating? (ตอบข้อ 3?)
端午节太白楼_题目2,What is commonly eaten during the Dragon Boat Festival?,What is commonly eaten during the Dragon Boat Festival? (ตอบข้อ 1)
端午节太白楼_题目3,Which activity is not a traditional custom of the Dragon Boat Festival?,Which activity is not a traditional custom of the Dragon Boat Festival? (ตอบข้อ 3?)
端午节太白楼_题目4,What is the significance of children wearing sachets during the Dragon Boat Festival?,What is the significance of children wearing sachets during the Dragon Boat Festival? (ตอบข้อ 4)
