﻿SlgTechName_科技0,Technology 0,วิทยาการ 0
SlgTechInfo_叶家军_解锁dlc六合枪法,Unlock martial arts for the sect: Six Forms Spear.,ปลดล็อกวรยุทธ์สำหรับสำนัก: หอกหกประสาน
SlgTechInfo_叶家军_解锁dlc叶家枪法,Unlock martial arts for the sect: Ye Family Spear.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงหอกสกุลเย่
SlgTechInfo_叶家军_解锁dlc七杀枪法,Unlock martial arts for the sect: Power Star Spear.,ปลดล็อกวรยุทธ์สำหรับสำนัก: หอกเจ็ดพิฆาต
SlgTechInfo_叶家军_解锁dlc沥泉枪法,Unlock martial arts for the sect: Slipstream Spear.,ปลดล็อกวรยุทธ์สำหรับสำนัก: หอกธาราหยด
SlgTechInfo_叶家军_解锁dlc破甲劲,Unlock martial arts for the sect: Armor Breaker Move.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาทลายเกราะ
SlgTechInfo_叶家军_解锁dlc武穆秘典,Unlock martial arts for the sect: Yue Fei Secret Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ตำราลับงักฮุย
SlgTechInfo_叶家军_解锁dlc满江红,Unlock martial arts for the sect: Prismatic River.,ปลดล็อกวรยุทธ์สำหรับสำนัก: แม่น้ำสีชาด
SlgTechInfo_冷皮帮_解锁dlc修罗刀法,Unlock martial arts for the sect: Shura Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงดาบอสุรา
SlgTechInfo_冷皮帮_解锁dlc迷魂毒掌,Unlock martial arts for the sect: Enchanted Poison Palm.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ฝ่ามือพิษลวงวิญญาณ
SlgTechInfo_冷皮帮_解锁dlc破军刀法,Unlock martial arts for the sect: Ruinous Star Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบทลายทัพ
SlgTechInfo_冷皮帮_解锁dlc碧落黄泉,Unlock martial arts for the sect: Death Road.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เส้นทางมรณะ
SlgTechInfo_冷皮帮_解锁dlc斩天刀法,Unlock martial arts for the sect: Heaven Cutting Blade Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงดาบผ่าสวรรค์
SlgTechInfo_冷皮帮_解锁dlc紫薇惊龙掌,Unlock martial arts for the sect: Dragon King Palm.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ฝ่ามือราชันมังกร
SlgTechInfo_冷皮帮_解锁dlc调息法,Unlock martial arts for the sect: Breathing Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เคล็ดปรับลมหายใจ
SlgTechInfo_冷皮帮_解锁dlc五毒秘法,Unlock martial arts for the sect: Five Poisons Secret Move.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาลับเบญจพิษ
SlgTechInfo_冷皮帮_解锁dlc火蟾诀,Unlock martial arts for the sect: Flame Toad Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลังคางคกอัคคี
SlgTechInfo_圣火宗_解锁dlc回风剑法,Unlock martial arts for the sect: Wind Reversal Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่ลมหวน
SlgTechInfo_圣火宗_解锁dlc连环掌,Unlock martial arts for the sect: Continuous Palm.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ฝ่ามือต่อเนื่อง
SlgTechInfo_圣火宗_解锁dlc广寒剑法,Unlock martial arts for the sect: Moon Palace Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่วังจันทรา
SlgTechInfo_圣火宗_解锁dlc破空拳,Unlock martial arts for the sect: Breakthrough Fist.,ปลดล็อกวรยุทธ์สำหรับสำนัก: หมัดทลายนภา
SlgTechInfo_圣火宗_解锁dlc无锋剑法,Unlock martial arts for the sect: Windless Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ไร้คม
SlgTechInfo_圣火宗_解锁dlc烈阳拳,Unlock martial arts for the sect: Solar Fist.,ปลดล็อกวรยุทธ์สำหรับสำนัก: หมัดสุรีย์ผลาญ
SlgTechInfo_圣火宗_解锁dlc混元劲,Unlock martial arts for the sect: Origin Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลังต้นกำเนิด
SlgTechInfo_圣火宗_解锁dlc圣火燎原,Unlock martial arts for the sect: Holy Flame Spreading.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ประกายเพลิงศักดิ์สิทธิ์
SlgTechInfo_圣火宗_解锁dlc圣火神功,Unlock martial arts for the sect: Holy Fire Divine Skill.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลังเพลิงศักดิ์สิทธิ์
SlgTechInfo_儒圣馆_特征1,Unlock traits for the sect: 2 Instant death.,ปลดล็อกทักษะพิเศษของสำนัก: สังหารทันที 2
SlgTechInfo_儒圣馆_特征2,Unlock traits for the sect: 2 Critical damage.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายคริติคอล 2
SlgTechInfo_儒圣馆_特征3,Unlock traits for the sect: 3 Ruthless Hands.,ปลดล็อกทักษะพิเศษของสำนัก: หัตถ์ไร้ปรานี 3
SlgTechInfo_儒圣馆_特征4,Unlock traits for the sect: 3 Cloud Breaking Power.,ปลดล็อกทักษะพิเศษของสำนัก: พลังทลายเมฆา 3
SlgTechInfo_儒圣馆_特征5,Unlock traits for the sect: 3 Weapon Blessing.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังอาวุธ 3
SlgTechInfo_儒圣馆_特征6,Unlock traits for the sect: 4 Damage Boost.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายเพิ่มขึ้น 4
SlgTechInfo_儒圣馆_特征7,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_道玄宗_特征1,Unlock feature for the sect: Chasing Enemy 2.,ปลดล็อกทักษะพิเศษของสำนัก: ไล่ล่าศัตรู 2
SlgTechInfo_道玄宗_特征2,Unlock feature for the sect: Survival in Adversity 2.,ปลดล็อกทักษะพิเศษของสำนัก: รอดเฉียดตาย 2
SlgTechInfo_道玄宗_特征3,Unlock feature for the sect: Light as a Feather 3.,ปลดล็อกทักษะพิเศษของสำนัก: เบาดุจขนนก 3
SlgTechInfo_道玄宗_特征4,Unlock feature for the sect: Fast Response 3.,ปลดล็อกทักษะพิเศษของสำนัก: ตอบสนองว่องไว 3
SlgTechInfo_道玄宗_特征5,Unlock feature for the sect: Brave Charge 3.,ปลดล็อกทักษะพิเศษของสำนัก: ทะลวงห้าวหาญ 3
SlgTechInfo_道玄宗_特征6,Unlock feature for the sect: Light Body 4.,ปลดล็อกทักษะพิเศษของสำนัก: ตัวเบา 4
SlgTechInfo_道玄宗_特征7,Unlock feature for the sect: Shadow Following 4.,ปลดล็อกทักษะพิเศษของสำนัก: เงาตามติด 4
SlgTechInfo_释法寺_特征1,Unlock feature for the sect: Damage Reflect 2.,ปลดล็อกทักษะพิเศษของสำนัก: สะท้อนความเสียหาย 2
SlgTechInfo_释法寺_特征2,Unlock feature for the sect: Wall of Steel 2.,ปลดล็อกทักษะพิเศษของสำนัก: กำแพงเหล็กกล้า 2
SlgTechInfo_释法寺_特征3,Unlock feature for the sect: Clear Mind and Few Desires 3.,ปลดล็อกทักษะพิเศษของสำนัก: ไร้ปรารถนา 3
SlgTechInfo_释法寺_特征4,Unlock feature for the sect: Strong and Healthy Body 3.,ปลดล็อกทักษะพิเศษของสำนัก: ร่างแกร่ง 3
SlgTechInfo_释法寺_特征5,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_释法寺_特征6,Unlock feature for the sect: Copper Body and Iron Bones 4.,ปลดล็อกทักษะพิเศษของสำนัก: กายาเหล็กไหล 4
SlgTechInfo_释法寺_特征7,Unlock feature for the sect: Hardened 4.,ปลดล็อกทักษะพิเศษของสำนัก: ทนทาน 4
SlgTechInfo_九流门_特征1,Unlock feature for the sect: Survival from Desperation 2.,ปลดล็อกทักษะพิเศษของสำนัก: รอดจากหายนะ 2
SlgTechInfo_九流门_特征2,Unlock feature for the sect: Continuous Assault 2.,ปลดล็อกทักษะพิเศษของสำนัก: จู่โจมต่อเนื่อง 2
SlgTechInfo_九流门_特征3,Unlock feature for the sect: Tactical Strategist 3.,ปลดล็อกทักษะพิเศษของสำนัก: วางกลยุทธ์ 3
SlgTechInfo_九流门_特征4,Unlock feature for the sect: Enemy Damage Recovery 3.,ปลดล็อกทักษะพิเศษของสำนัก: ฟื้นฟูจากศัตรู 3
SlgTechInfo_九流门_特征5,Unlock feature for the sect: MP Conservation 3.,ปลดล็อกทักษะพิเศษของสำนัก: ควบคุมลมปราณ 3
SlgTechInfo_九流门_特征6,Unlock feature for the sect: HP Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: HP เพิ่มขึ้น 4
SlgTechInfo_九流门_特征7,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_妙音坊_特征1,Unlock feature for the sect: Insightful 2.,ปลดล็อกทักษะพิเศษของสำนัก: มองทะลุปรุโปร่ง 2
SlgTechInfo_妙音坊_特征2,Unlock feature for the sect: Rapid Response 2.,ปลดล็อกทักษะพิเศษของสำนัก: ร่างดุจมารร้าย 2
SlgTechInfo_妙音坊_特征3,Unlock feature for the sect: Aura Disturbance 3.,ปลดล็อกทักษะพิเศษของสำนัก: ค่าปราณสับสน 3
SlgTechInfo_妙音坊_特征4,Unlock feature for the sect: Evasion Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมหลบหลีก 3
SlgTechInfo_妙音坊_特征5,Unlock feature for the sect: Divine Flame Protection 3.,ปลดล็อกทักษะพิเศษของสำนัก: เพลิงศักดิ์สิทธิ์คุ้มกาย 3
SlgTechInfo_妙音坊_特征6,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_妙音坊_特征7,Unlock feature for the sect: Shadow Following 4.,ปลดล็อกทักษะพิเศษของสำนัก: เงาตามติด 4
SlgTechInfo_九黎部落_特征1,Unlock feature for the sect: Martial Arts Disturbance 2.,ปลดล็อกทักษะพิเศษของสำนัก: ขัดวรยุทธ์ 2
SlgTechInfo_九黎部落_特征2,Unlock feature for the sect: Follower's Path 2.,ปลดล็อกทักษะพิเศษของสำนัก: ใช้ประโยชน์จากสถานการณ์ 2
SlgTechInfo_九黎部落_特征3,Unlock traits for the sect: 3 Weapon Blessing.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังอาวุธ 3
SlgTechInfo_九黎部落_特征4,Unlock feature for the sect: Flute Sound Critical 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสียงขลุ่ยทรงพลัง 3
SlgTechInfo_九黎部落_特征5,Unlock feature for the sect: Spear and Stick Protection 3.,ปลดล็อกทักษะพิเศษของสำนัก: ตั้งรับหอกพลอง 3
SlgTechInfo_九黎部落_特征6,Unlock feature for the sect: Evasion Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่มหลบหลีก 4
SlgTechInfo_九黎部落_特征7,Unlock traits for the sect: 4 Damage Boost.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายเพิ่มขึ้น 4
SlgTechInfo_九江水寨_特征1,Unlock feature for the sect: Mark Increase Roll 2.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังรอยประทับ 2
SlgTechInfo_九江水寨_特征2,Unlock feature for the sect: Mark Counter 2.,ปลดล็อกทักษะพิเศษของสำนัก: โต้ตอบรอยประทับ 2
SlgTechInfo_九江水寨_特征3,Unlock feature for the sect: Interlocking 3.,ปลดล็อกทักษะพิเศษของสำนัก: เกี่ยวพัน 3
SlgTechInfo_九江水寨_特征4,Unlock traits for the sect: 3 Weapon Blessing.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังอาวุธ 3
SlgTechInfo_九江水寨_特征5,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_九江水寨_特征6,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_九江水寨_特征7,Unlock traits for the sect: 4 Damage Boost.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายเพิ่มขึ้น 4
SlgTechInfo_本草门_特征1,Unlock feature for the sect: Immune Barrier 2.,ปลดล็อกทักษะพิเศษของสำนัก: เกราะต้านทาน 2
SlgTechInfo_本草门_特征2,Unlock feature for the sect: Survival from Desperation 2.,ปลดล็อกทักษะพิเศษของสำนัก: รอดจากหายนะ 2
SlgTechInfo_本草门_特征3,Unlock feature for the sect: HP Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่ม HP 3
SlgTechInfo_本草门_特征4,Unlock feature for the sect: Self-healing when Hit 3.,ปลดล็อกทักษะพิเศษของสำนัก: ฟื้นฟูเมื่อถูกโจมตี 3
SlgTechInfo_本草门_特征5,Unlock feature for the sect: Emergency Self-rescue 3.,ปลดล็อกทักษะพิเศษของสำนัก: ช่วยตนฉุกเฉิน 3
SlgTechInfo_本草门_特征6,Unlock feature for the sect: Copper Body and Iron Bones 4.,ปลดล็อกทักษะพิเศษของสำนัก: กายาเหล็กไหล 4
SlgTechInfo_本草门_特征7,Unlock feature for the sect: Hardened 4.,ปลดล็อกทักษะพิเศษของสำนัก: ทนทาน 4
SlgTechInfo_万兽山庄_特征1,Unlock feature for the sect: Beast Taming Ability 2.,ปลดล็อกทักษะพิเศษของสำนัก: พลังควบคุมสัตว์ 2
SlgTechInfo_万兽山庄_特征2,Unlock feature for the sect: Beast Taming Technique 2.,ปลดล็อกทักษะพิเศษของสำนัก: วิชาฝึกสัตว์ 2
SlgTechInfo_万兽山庄_特征3,Unlock feature for the sect: Animal Hunter 3.,ปลดล็อกทักษะพิเศษของสำนัก: พรานสัตว์ 3
SlgTechInfo_万兽山庄_特征4,Unlock feature for the sect: HP Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่ม HP 3
SlgTechInfo_万兽山庄_特征5,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_万兽山庄_特征6,Unlock feature for the sect: Evasion Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่มหลบหลีก 4
SlgTechInfo_万兽山庄_特征7,Unlock feature for the sect: Shadow Following 4.,ปลดล็อกทักษะพิเศษของสำนัก: เงาตามติด 4
SlgTechInfo_燕子窝_特征1,Unlock feature for the sect: Immune to Back Attack 2.,ปลดล็อกทักษะพิเศษของสำนัก: ต้านทานโจมตีด้านหลัง 2
SlgTechInfo_燕子窝_特征2,Unlock feature for the sect: Immune to Side Attack 2.,ปลดล็อกทักษะพิเศษของสำนัก: ต้านทานโจมตีด้านข้าง 2
SlgTechInfo_燕子窝_特征3,Unlock feature for the sect: Body like a Shadow 3.,ปลดล็อกทักษะพิเศษของสำนัก: ร่างดุจเงาไหว 3
SlgTechInfo_燕子窝_特征4,Unlock feature for the sect: Back Attack Break 3.,ปลดล็อกทักษะพิเศษของสำนัก: โจมตีทลายด้านหลัง 3
SlgTechInfo_燕子窝_特征5,Unlock feature for the sect: Side Attack Break 3.,ปลดล็อกทักษะพิเศษของสำนัก: โจมตีทลายด้านข้าง 3
SlgTechInfo_燕子窝_特征6,Unlock feature for the sect: Quick Reflex 4.,ปลดล็อกทักษะพิเศษของสำนัก: โต้ตอบว่องไว 4
SlgTechInfo_燕子窝_特征7,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_神捕门_特征1,Unlock traits for the sect: 2 Instant death.,ปลดล็อกทักษะพิเศษของสำนัก: สังหารทันที 2
SlgTechInfo_神捕门_特征2,Unlock traits for the sect: 2 Critical damage.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายคริติคอล 2
SlgTechInfo_神捕门_特征3,Unlock feature for the sect: Divine Flame Protection 3.,ปลดล็อกทักษะพิเศษของสำนัก: เพลิงศักดิ์สิทธิ์คุ้มกาย 3
SlgTechInfo_神捕门_特征4,Unlock traits for the sect: 3 Cloud Breaking Power.,ปลดล็อกทักษะพิเศษของสำนัก: พลังทลายเมฆา 3
SlgTechInfo_神捕门_特征5,Unlock traits for the sect: 3 Weapon Blessing.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังอาวุธ 3
SlgTechInfo_神捕门_特征6,Unlock traits for the sect: 4 Damage Boost.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายเพิ่มขึ้น 4
SlgTechInfo_神捕门_特征7,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_虎威镖局_特征1,Unlock feature for the sect: Chasing Enemy 2.,ปลดล็อกทักษะพิเศษของสำนัก: ไล่ล่าศัตรู 2
SlgTechInfo_虎威镖局_特征2,Unlock traits for the sect: 2 Critical damage.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายคริติคอล 2
SlgTechInfo_虎威镖局_特征3,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_虎威镖局_特征4,Unlock feature for the sect: Parry Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมปัดป้อง 3
SlgTechInfo_虎威镖局_特征5,Unlock feature for the sect: Critical Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมคริติคอล 3
SlgTechInfo_虎威镖局_特征6,Unlock traits for the sect: 4 Damage Boost.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายเพิ่มขึ้น 4
SlgTechInfo_虎威镖局_特征7,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_夜摩坊_特征1,Unlock feature for the sect: Immune to Control 2.,ปลดล็อกทักษะพิเศษของสำนัก: ต้านทานการควบคุม 2
SlgTechInfo_夜摩坊_特征2,Unlock feature for the sect: Wall of Steel 2.,ปลดล็อกทักษะพิเศษของสำนัก: กำแพงเหล็กกล้า 2
SlgTechInfo_夜摩坊_特征3,Unlock feature for the sect: MP Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริม MP 3
SlgTechInfo_夜摩坊_特征4,Unlock traits for the sect: 3 Cloud Breaking Power.,ปลดล็อกทักษะพิเศษของสำนัก: พลังทลายเมฆา 3
SlgTechInfo_夜摩坊_特征5,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_夜摩坊_特征6,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_夜摩坊_特征7,Unlock feature for the sect: Light Body 4.,ปลดล็อกทักษะพิเศษของสำนัก: ตัวเบา 4
SlgTechInfo_琅琊剑阁_特征1,Unlock feature for the sect: Critical Critical 2.,ปลดล็อกทักษะพิเศษของสำนัก: ถึงฆาตโจมตี
SlgTechInfo_琅琊剑阁_特征2,Unlock feature for the sect: Sword Defense Increases Damage 2.,ปลดล็อกทักษะพิเศษของสำนัก: กระบี่ป้องกันเพิ่มความเสียหาย 2
SlgTechInfo_琅琊剑阁_特征3,Unlock feature for the sect: Sword Intent 3.,ปลดล็อกทักษะพิเศษของสำนัก: เจตกระบี่ 3
SlgTechInfo_琅琊剑阁_特征4,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_琅琊剑阁_特征5,Unlock feature for the sect: Precision 3.,ปลดล็อกทักษะพิเศษของสำนัก: แม่นยำ 3
SlgTechInfo_琅琊剑阁_特征6,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_琅琊剑阁_特征7,Unlock feature for the sect: Sword Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่มพลังกระบี่ 4
SlgTechInfo_摸金门_特征1,Unlock feature for the sect: Lost in Dream 2.,ปลดล็อกทักษะพิเศษของสำนัก: ตกอยู่ในภวังค์ 2
SlgTechInfo_摸金门_特征2,Unlock feature for the sect: 2 Melting Gold Hidden Blades.,ปลดล็อกทักษะพิเศษของสำนัก: หลอมทองซ่อนคม 2
SlgTechInfo_摸金门_特征3,Unlock feature for the sect: Fast Response 3.,ปลดล็อกทักษะพิเศษของสำนัก: ตอบสนองว่องไว 3
SlgTechInfo_摸金门_特征4,Unlock feature for the sect: Strong and Healthy Body 3.,ปลดล็อกทักษะพิเศษของสำนัก: ร่างแกร่ง 3
SlgTechInfo_摸金门_特征5,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_摸金门_特征6,Unlock feature for the sect: Copper Body and Iron Bones 4.,ปลดล็อกทักษะพิเศษของสำนัก: กายาเหล็กไหล 4
SlgTechInfo_摸金门_特征7,Unlock feature for the sect: Hardened 4.,ปลดล็อกทักษะพิเศษของสำนัก: ทนทาน 4
SlgTechInfo_青风寨_特征1,Unlock traits for the sect: 2 Critical damage.,ปลดล็อกทักษะพิเศษของสำนัก: ความเสียหายคริติคอล 2
SlgTechInfo_青风寨_特征2,Unlock feature for the sect: Critical Critical 2.,ปลดล็อกทักษะพิเศษของสำนัก: ถึงฆาตโจมตี
SlgTechInfo_青风寨_特征3,Unlock feature for the sect: Brave Charge 3.,ปลดล็อกทักษะพิเศษของสำนัก: ทะลวงห้าวหาญ 3
SlgTechInfo_青风寨_特征4,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_青风寨_特征5,Unlock feature for the sect: Critical Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมคริติคอล 3
SlgTechInfo_青风寨_特征6,Unlock feature for the sect: 4 Attack Enhancements.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่มพลังโจมตี 4
SlgTechInfo_青风寨_特征7,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_叶家军_特征1,Unlock feature for the sect: 2 Coordinated Defenses.,ปลดล็อกทักษะพิเศษของสำนัก: ร่วมใจพิทักษ์ 2
SlgTechInfo_叶家军_特征2,Unlock feature for the sect: Chasing Enemy 2.,ปลดล็อกทักษะพิเศษของสำนัก: ไล่ล่าศัตรู 2
SlgTechInfo_叶家军_特征3,Unlock traits for the sect: 3 Weapon Blessing.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมพลังอาวุธ 3
SlgTechInfo_叶家军_特征4,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_叶家军_特征5,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_叶家军_特征6,Unlock feature for the sect: 4 Parry Enhancements.,ปลดล็อกทักษะพิเศษของสำนัก: ปัดป้องเพิ่มขึ้น 4
SlgTechInfo_叶家军_特征7,Unlock feature for the sect: Critical Increase 4.,ปลดล็อกทักษะพิเศษของสำนัก: คริติคอลเพิ่มขึ้น 4
SlgTechInfo_冷皮帮_特征1,Unlock feature for the sect: 2 Preeminents.,ปลดล็อกทักษะพิเศษของสำนัก: โด่งดัง 2
SlgTechInfo_冷皮帮_特征2,Unlock feature for the sect: 2 Windwalkers.,ปลดล็อกทักษะพิเศษของสำนัก: ล่องเวหา 2
SlgTechInfo_冷皮帮_特征3,Unlock feature for the sect: Damage Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมความเสียหาย 3
SlgTechInfo_冷皮帮_特征4,Unlock feature for the sect: 3 Combo Enhancements.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมโจมตีต่อเนื่อง 3
SlgTechInfo_冷皮帮_特征5,Unlock feature for the sect: Critical Enhancement 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมคริติคอล 3
SlgTechInfo_冷皮帮_特征6,Unlock feature for the sect: 4 Attack Enhancements.,ปลดล็อกทักษะพิเศษของสำนัก: เพิ่มพลังโจมตี 4
SlgTechInfo_冷皮帮_特征7,Unlock traits for the sect: 4 Stalwart.,ปลดล็อกทักษะพิเศษของสำนัก: กำยำ 4
SlgTechInfo_圣火宗_特征1,Unlock feature for the sect: 2 Spirits of Steel.,ปลดล็อกทักษะพิเศษของสำนัก: จิตวิญญาณเหล็กกล้า 2
SlgTechInfo_圣火宗_特征2,Unlock feature for the sect: 2 Hearts of Defender.,ปลดล็อกทักษะพิเศษของสำนัก: จิตใจมุ่งมั่น 2
SlgTechInfo_圣火宗_特征3,Unlock feature for the sect: Divine Flame Protection 3.,ปลดล็อกทักษะพิเศษของสำนัก: เพลิงศักดิ์สิทธิ์คุ้มกาย 3
SlgTechInfo_圣火宗_特征4,Unlock feature for the sect: Armor Blessing 3.,ปลดล็อกทักษะพิเศษของสำนัก: เสริมเกราะ 3
SlgTechInfo_圣火宗_特征5,Unlock feature for the sect: Strong and Healthy Body 3.,ปลดล็อกทักษะพิเศษของสำนัก: ร่างแกร่ง 3
SlgTechInfo_圣火宗_特征6,Unlock feature for the sect: Light Body 4.,ปลดล็อกทักษะพิเศษของสำนัก: ตัวเบา 4
SlgTechInfo_圣火宗_特征7,Unlock feature for the sect: Hardened 4.,ปลดล็อกทักษะพิเศษของสำนัก: ทนทาน 4
SlgTechInfo_通用_武功实战经验提升1,"Increase the martial arts experience gained by disciples in battle.\nInternal skills increase the EXP of learned internal skills by 1 point each action.\nExternal skills increase the EXP of released external skills by 2 points each release.","เพิ่มค่าประสบการณ์ยุทธ์ที่ลูกศิษย์ในสำนักได้รับระหว่างการต่อสู้\nวิชากำลังภายใน ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 1 หน่วย ต่อทุกการกระทำ\nวิชาภายนอก ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 2 หน่วย ต่อทุกครั้งที่ใช้"
SlgTechInfo_通用_武功实战经验提升2,"Increase the martial arts experience gained by disciples in battle.\nInternal skills increase the EXP of learned internal skills by 1 point each action.\nExternal skills increase the EXP of released external skills by 2 points each release.","เพิ่มค่าประสบการณ์ยุทธ์ที่ลูกศิษย์ในสำนักได้รับระหว่างการต่อสู้\nวิชากำลังภายใน ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 1 หน่วย ต่อทุกการกระทำ\nวิชาภายนอก ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 2 หน่วย ต่อทุกครั้งที่ใช้"
SlgTechInfo_通用_武功实战经验提升3,"Increase the martial arts experience gained by disciples in combat.\nEach action of internal strength increases 2 points of learned internal strength EXP.\nEach release of external strength increases 3 points of released external strength EXP.","เพิ่มค่าประสบการณ์ยุทธ์ที่ลูกศิษย์ในสำนักได้รับระหว่างการต่อสู้\nวิชากำลังภายใน ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 2 หน่วย ต่อทุกการกระทำ\nวิชาภายนอก ค่าประสบการณ์ยุทธ์เพิ่มขึ้น 3 หน่วย ต่อทุกครั้งที่ใช้"
DLC1FactionName_0,Confucius Temple,วัดขงจื้อ
