﻿BuffName_DLC一击必杀,Instant death,ดาบเดียวปลิดชีพ
BuffInfo_dlc内功_霓裳羽衣经,"When attacked, <#FE2929>reduce the attacker's energy by 50~100 points</color>; if Evasion is triggered, randomly <#FE2929>reduce energy by 100~150 points</color>.",เมื่อถูกโจมตี <#FE2929>ลดค่าปราณเคลื่อนที่ของศัตรูลง 50~100 หน่วย</color> หากเกิดหลบหลีก จะ<#FE2929>สุ่มลดค่าปราณเคลื่อนที่ 100~150 หน่วย</color>
BuffInfo_dlc内功_腐毒功,20% chance to <#FE2929>reduce the attacker's HP by 100 points</color> when attacked.,เมื่อถูกโจมตี มีโอกาส 20% จะ<#FE2929>ลดพลังชีวิต HP ของผู้โจมตีลง 100 หน่วย</color>
BuffInfo_dlc内功_罗刹毒经,"After entering battle, enemies within a 3-tile range of yourself gain the ""Severe Poison"" effect【<#F3DE99>Severe Poison: Attack decreases by 10%, HP decreases by 100 points after attacking</color>】.","เมื่อเข้าสู่การต่อสู้ ศัตรูภายในระยะ 3 ช่องรอบตัวเอง จะได้รับสถานะ ""พิษร้ายแรง"" 【<#F3DE99>พิษร้ายแรง: พลังโจมตีลดลง 10%,  เมื่อโจมตีจะลด HP ลง 100 หน่วย</color>】"
BuffInfo_dlc内功_罗刹毒经_光环,"When attacking, <#FE2929>Attack decreases by 10%</color>, and <#FE2929>HP decreases by 100 points</color> after the attack.",เมื่อโจมตี <#FE2929>พลังโจมตีจะลดลง 10%</color> และหลังการโจมตี <#FE2929>พลังชีวิตจะลดลง 100 แต้ม</color>
BuffInfo_dlc内功_巫蛊毒功,"When attacked, if Evasion or Parry is triggered, the attacker will be inflicted with the ""Voodoo"" effect, lasting for 1 battle [<#F3DE99>Voodoo: Each attack reduces Attack by 10%, the effect can be stacked during the battle</color>]","เมื่อถูกโจมตี หากเกิดหลบหลีกหรือปัดป้อง จะสร้างสถานะ ""คุณไสย"" แก่ผู้โจมตี คงอยู่จนจบการต่อสู้ [<#F3DE99>คุณไสย: ทุกครั้งที่โจมตี พลังโจมตีลดลง 10% สถานะสามารถซ้อนทับได้ระหว่างการต่อสู้</color>】"
BuffInfo_dlc内功_巫蛊毒功_附属1,Each attack reduces <#FE2929>Attack by 10%</color>.,โจมตีแต่ละครั้ง <#FE2929>ลดพลังโจมตีลง 10%</color>
BuffInfo_dlc内功_海纳百川,"Each attack gains an additional <#29F161>10% Attack damage</color>, up to a maximum of 50%.",การโจมตีแต่ละครั้ง จะได้รับ<#29F161>ความเสียหายโจมตีเพิ่ม 10%</color> สูงสุดถึง 50%
BuffInfo_dlc内功_惊涛骇浪诀,"After entering battle, <#29F161>Critical increases by 20%</color>, and there is a <#29F161>20% chance to trigger Counter</color> when attacked.",หลังเข้าสู่การต่อสู้ <#29F161>คริติคอลเพิ่มขึ้น 20% </color> และเมื่อถูกโจมตี มีโอกาส<#29F161> 20% ที่จะเกิดโจมตีสวนกลับ</color>
BuffInfo_dlc内功_金匮要略,"When HP is below 50%, <#29F161>Recover 50 HP</color> after each action.","เมื่อพลังชีวิตน้อยกว่า 50%,<#29F161>ฟื้นฟูพลังชีวิต 50 หน่วย</color>หลังจบตา"
BuffInfo_dlc内功_四圣心源,Recover 10% of lost HP after each action.,หลังลงมือแต่ละรอบ จะฟื้นฟู HP ที่เสียไป 10%
BuffInfo_dlc内功_御兽术,"Summon a Wolf to assist in battle after each action or when attacked, with a maximum of one summon per battle.",เมื่อลงมือหรือถูกโจมตี จะเรียกหมาป่ามาช่วยในการต่อสู้ สูงสุด 1 ตัวต่อการต่อสู้แต่ละครั้ง
BuffInfo_dlc内功_兽吼功,"Summon a Bear to assist in battle after each action or when attacked, with a maximum of two summons per battle.",เมื่อลงมือหรือถูกโจมตี จะเรียก หมี มาช่วยในการต่อสู้ สูงสุด 2 ตัวต่อการต่อสู้แต่ละครั้ง
BuffInfo_dlc内功_兽王诀,"When attacking, if the enemy has the ""Tear"" effect, each layer increases <#29F161>Attack damage by 20%</color>. If the enemy has the ""Shock"" effect, each layer increases <#29F161>Critical by 20%</color>. After the attack, the enemy's ""Tear"" and ""Shock"" effects are cleared.",เมื่อโจมตี ศัตรูที่มีสถานะ 'ฉีกขาด' จะเพิ่ม<#29F161>ความเสียหายโจมตี 20%</color> ต่อแต่ละชั้น และศัตรูที่มีสถานะ 'สั่นสะเทือน' จะเพิ่ม<#29F161>อัตราการโจมตีคริติคอล 20%</color> ต่อแต่ละชั้น หลังจากการโจมตี สถานะ 'ฉีกขาด' และ 'สั่นสะเทือน' ของศัตรูจะถูกลบออก
BuffInfo_dlc内功_捕风诀,"After entering battle, <#29F161>Action Speed increases by 10%</color>.",หลังจากเข้าสู่การต่อสู้ <#29F161>ความเร็วท่าร่างเพิ่มขึ้น 10%</color>
BuffInfo_dlc内功_凌云步,"Upon entering combat, <#29F161>Movement Range increases by 3 squares</color>.",หลังจากเข้าสู่การต่อสู้ <#29F161>ระยะการเคลื่อนจะเพิ่มขึ้น 3 ช่อง</color>
BuffInfo_dlc内功_天女散花,"When entering battle with a Dagger-type Weapon, <#29F161>Attack Damage increases by 50%, Combo increases by 50%</color>.","เมื่อเข้าสู่การต่อสู้ โดยใช้อาวุธประเภทมีด, <#29F161>ความเสียหายเพิ่มขึ้น 50% อัตราโจมตีต่อเนื่องเพิ่มขึ้น 50%</color>."
BuffInfo_dlc内功_莽牛劲,"After entering battle, <#29F161>Attack increases by 5%, Critical increases by 5%</color>.",เมื่อเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 5% คริติคอลเพิ่มขึ้น 5%</color>.
BuffInfo_dlc内功_纯阳功,"During battle, each attack increases <#29F161>Attack by 5%</color>, lasting until the end of the battle.",ในระหว่างการต่อสู้ ทุกครั้งที่โจมตีจะเพิ่ม <#29F161>พลังโจมตีขึ้น 5%</color> และจะคงอยู่จนกว่าการต่อสู้จะสิ้นสุดลง
BuffInfo_dlc内功_祈禳大法,"After entering battle, <#29F161>Attack increases by 200 points</color>, becomes invincible to Finishing Strike, recovers 50% HP and MP, effective once per battle.",หลังจากเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 200 หน่วย</color> ไม่สามารถถูกโจมตีด้วยท่าไม้ตายได้ ฟื้นฟู HP และ MP 50% มีผลเพียงครั้งเดียวต่อการต่อสู้
BuffInfo_dlc内功_破甲劲,"Each attack inflicts one layer of ""Armor Break"" effect on the enemy [<#F3DE99>Armor Break: Each layer reduces the enemy's Defense by 20 points, lasts for one battle, up to 3 layers</color>]","การโจมตีแต่ละครั้ง จะสร้างสถานะ ""ทลายเกราะ"" แก่ศัตรู [<#F3DE99>ทลายเกราะ: แต่ละชั้น จะลดพลังป้องกันของศัตรูลง 20 หน่วย คงอยู่ตลอดการต่อสู้ สูงสุด 3 ชั้น</color>]"
BuffInfo_dlc内功_五禽戏,"After entering battle, <#29F161>Attack increases by 5%, Critical increases by 10%</color>.",หลังจากเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 5% และอัตราคริติคอลเพิ่มขึ้น 10%</color>
BuffInfo_dlc内功_调息法,"After each action, recover <#29F161>10% of maximum MP</color>, up to 50 points.",หลังจากการกระทำแต่ละครั้ง ฟื้นฟู <#29F161>10% ของ MP สูงสุด</color> สูงสุด 50 หน่วย
BuffInfo_dlc内功_天星诀,"When attacking, if current MP is higher than the enemy's current MP, <#29F161>Attack Damage increases by 30%</color>.",เมื่อโจมตี หาก MP ปัจจุบันสูงกว่า MP ของศัตรู <#29F161>การโจมตีสร้างความเสียหายเพิ่มขึ้น 30%</color>
BuffInfo_dlc内功_剑法典籍,"When attacked by a Sword-type Weapon, <#29F161>Defense increases by 5%</color>.",เมื่อถูกโจมตีด้วยอาวุธประเภทดาบ <#29F161>พลังป้องกันจะเพิ่มขึ้น 5%</color>
BuffInfo_dlc内功_藏剑秘卷,"When hit by a Sword WeaponAttack, <#29F161>Defense increases by 10%, Parry increases by 10%</color>.",เมื่อถูกโจมตีด้วยอาวุธประเภทดาบ <#29F161>พลังป้องกันจะเพิ่มขึ้น 10% และอัตราการปัดป้องจะเพิ่มขึ้น 10%</color>
BuffInfo_dlc内功_九霄真经,"When attacked, the enemy's <#FE2929>Critical decreases by 100%</color>, when attacking, your own <#29F161>Attack increases damage by 20%, Critical increases by 20%</color>.","เมื่อถูกโจมตี <#FE2929>คริติคอลของศัตรูลดลง 100%</color> เมื่อโจมตี, <#29F161>การโจมตีสร้างความเสียหายเพิ่มขึ้น 20% และ อัตราคริติคอลเพิ่มขึ้น 20%</color>"
BuffInfo_dlc内功_寻龙术,"When attacking, if the enemy has ""Unconscious"" or ""Slumber"" effect, then <#29F161>consume 5% of the enemy's maximum MP to replenish your own</color>.","เมื่อโจมตี หากศัตรูมีสถานะ ""หมดสติ"" หรือ ""หลับใหล"" อยู่ การโจมตีจะ <#29F161>ดูดซับ MP 5% ของ Max MP ศัตรู เพื่อฟื้นฟู MP ของตนเอง</color>"
BuffInfo_dlc内功_莽苍诀,"After each action, <#29F161>recover 15% of lost HP</color>.",หลังลงมือแต่ละรอบ <#29F161>ฟื้นฟู 15% ของ HP ที่เสียไป</color>
BuffInfo_dlc内功_武穆秘典,"Upon entering battle, <#29F161>Action Speed increases by 10%, Attack increases damage by 20%</color>.","เมื่อเข้าสู่การต่อสู้ <#29F161>ความเร็วในการกระทำเพิ่มขึ้น 10%, และ การโจมตีสร้างความเสียหายเพิ่มขึ้น 20%</color>"
BuffInfo_dlc内功_满江红,"Upon entering battle, all team Characters gain the ""Encouraged"" effect【<#F3DE99>Encouraged: Attack increases by 10%, Critical increases by 5%, Evasion increases by 5%</color>】",เมื่อเข้าสู่การต่อสู้ ตัวละครทุกตัวในทีมจะได้รับผล “กำลังใจ”【<#F3DE99>กำลังใจ: พลังโจมตีเพิ่มขึ้น 10% อัตราคริติคอลเพิ่มขึ้น 5% อัตราหลบหลีกเพิ่มขึ้น 5%</color>】
BuffInfo_dlc内功_满江红_光环,"<#29F161>Attack increases by 10%, Critical increases by 5%, Evasion increases by 5%</color>",<#29F161>พลังโจมตีเพิ่มขึ้น 10% อัตราคริติคอลเพิ่มขึ้น 5% อัตราหลบหลีกเพิ่มขึ้น 5%</color>
BuffInfo_dlc内功_五毒秘法,"When attacked, trigger Parry or Evasion, the attacker gains ""Attack Reduction"" effect【<#F3DE99>Attack Reduction: Attack decreases by 15%, lasts for two actions</color>】","เมื่อถูกโจมตี เกิดปัดป้องหรือหลบหลีก ผู้โจมตีจะได้รับผล ""ลดพลังโจมตี""【<#F3DE99>ลดพลังโจมตี: พลังโจมตีลดลง 15% คงอยู่ 2 รอบ</color>】"
BuffInfo_dlc内功_火蟾诀,"Upon entering battle, <#29F161>Attack increases by 15%, Critical increases by 10%</color>.",เมื่อเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 15% และอัตราคริติคอลเพิ่มขึ้น 10%</color>
BuffInfo_dlc内功_混元劲,"Upon entering battle, <#29F161>Defense increases by 20 points</color>, when casting martial arts, <#29F161>MP Cost decreases by 20%</color>.",เมื่อเข้าสู่การต่อสู้ <#29F161>การป้องกันจะเพิ่มขึ้น 20 หน่วย</color> และเมื่อใช้วรยุทธ์ <#29F161>ค่า MP จะลดลง 20%</color>
BuffInfo_dlc内功_圣火燎原,"Upon entering battle, <#29F161>Attack increases by 5%, Parry increases by 10%</color>.",เมื่อเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 5% ปัดป้องจะเพิ่มขึ้น 10%</color>
BuffInfo_dlc内功_圣火神功,"Upon entering battle, <#29F161>Attack increases by 10%</color>, when attacked, the attacker receives <#29F161>300 points of true damage</color>.",เมื่อเข้าสู่การต่อสู้ <#29F161>พลังโจมตีเพิ่มขึ้น 10%</color> เมื่อถูกโจมตี ผู้โจมตีจะได้รับ <#29F161>ความเสียหายจริง 300 หน่วย</color>
BuffName_DLC先天_无所畏惧,Fearless,ไม่เกรงกลัว
BuffName_DLC先天_无所畏惧_光环,Action Recovery,ดำเนินการต่อ
BuffName_DLC先天_忍术迷惑,Ninjutsu Deception,กลลวงนินจา
BuffName_DLC先天_忍术迷惑_光环,Evasion Increase,หลบหลีกเพิ่มขึ้น
BuffName_DLC先天_泥牛入海,Into the Abyss,วัวดินจมทะเล
BuffName_DLC先天_泥牛入海_光环,Into the Abyss,วัวดินจมทะเล
BuffName_DLC先天_大军压境,Army's Press,กองทัพรายล้อม
BuffName_DLC先天_忍术鹰击,Ninja Eagle Strike,นินจาอินทรีจู่โจม
BuffName_DLC先天_算尽天下,Master Tactician,คำนวณสรรพสิ่ง
BuffInfo_DLC先天_无所畏惧,"After each action, the whole team recovers <#29F161>10% of max HP</color>.",แต่ละครั้งที่ลงมือทั้งทีมจะฟื้นฟู <#29F161>10% ของพลังชีวิตสูงสุด</color>
BuffInfo_DLC先天_无所畏惧_光环,"After each action, recover <#29F161>10% of max HP</color>.",หลังลงมือ <#29F161>ฟื้นฟู HP ของพลังชีวิตสูงสุด 10%</color>
BuffInfo_DLC先天_忍术迷惑,"Upon entering battle, the whole team's <#29F161>Evasion increases by 50%</color>.",เมื่อเข้าสู่การต่อสู้ ทั้งทีมของคุณ <#29F161>หลบหลีกเพิ่มขึ้น 50%</color>
BuffInfo_DLC先天_忍术迷惑_光环,<#29F161>Evasion increases by 50%</color>.,<#29F161>หลบหลีกเพิ่มขึ้น 50%</color>
BuffInfo_DLC先天_泥牛入海,"Upon entering battle, the enemy team's <#FE2929>Action Speed decreases by 40%</color>",หลังจากเข้าสู่การต่อสู้ ทีมศัตรู<#FE2929>ความเร็วการรวบรวมท่าร่างจะลดลง 40%</color>
BuffInfo_DLC先天_泥牛入海_光环,<#FE2929>Action Speed decreases by 40%</color>,<#FE2929>ความเร็วท่าร่างลดลง 40%</color>
BuffInfo_DLC先天_大军压境,"For each additional character on your side, Attack increases by 10%.",หลังจากเข้าสู่การต่อสู้ สำหรับตัวละครที่เป็นมิตรเพิ่มเติมแต่ละตัว พลังโจมตีจะเพิ่มขึ้น 10%
BuffInfo_DLC先天_忍术鹰击,"After each attack, additionally reduce the enemy's MP by 30% of the damage dealt.",หลังการโจมตีแต่ละครั้ง จะลด MP ของศัตรูลง 30% จากความเสียหาย
BuffInfo_DLC先天_算尽天下,"After each attack received, additionally increase Attack by 100, Defense by 50, and Action Speed by 5. These effects are cleared after the battle.",แต่ละครั้งที่ถูกโจมตี จะเพิ่มพลังโจมตี 100 แต้ม พลังป้องกัน 50 แต้ม และความเร็วท่าร่าง 5 แต้ม สถานะจะถูกลบออกหลังจบการต่อสู้
BuffInfo_dlc内功_摩诃无量,Summon ten Swallow Sergeants to assist in battle each time you act or are attacked. This can only be summoned once per battle.,หลังจากลงมือแต่ละครั้งหรือเมื่อถูกโจมตี ทหารกองทัพเยี่ยน จำนวน 10 นายจะถูกเรียกมาช่วยในการต่อสู้ พวกเขาจะถูกเรียกเพียงครั้งเดียวต่อการต่อสู้
BuffInfo_dlc内功_一刀流,"If the weapon held during an attack is a knife, <#29F161>Damage increases by 150%</color>.",ถ้าหากอาวุธที่ใช้ในการโจมตีคือมีดสั้น <#29F161>ความเสียหายเพิ่มขึ้น 150%</color>
BuffInfo_dlc内功_九州诀,"After each action, <#29F161>recover 20% of lost HP and MP</color>.",หลังจากลงมือ <#29F161>ฟื้นฟู 20% ของพลังชีวิตและพลังงานภายในที่สูญเสียไป</color>
BuffInfo_dlc内功_紫薇龙气,"When attacked, <#29F161>damage taken is reduced by 70%</color>.",เมื่อโดนโจมตี <#29F161>พลังป้องกันเพิ่มขึ้น 70%</color>.
