﻿KungfuInfo_Level,The {0}th level,ขั้นที่{0}
KungfuCastBuff_空空拳法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_大力金刚掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_大力金刚掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_凌空点穴手buff1,Effect One,ผลที่ 1
KungfuCastBuff_凌空点穴手buff2,Effect Two,ผลที่ 2
KungfuCastBuff_灵蛇缠丝掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_灵蛇缠丝掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_伤情别离掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_伤情别离掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_降龙伏虎拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_降龙伏虎拳buff2,Effect Two,ผลที่ 2
KungfuCastBuff_玄阴化骨手buff1,Effect One,ผลที่ 1
KungfuCastBuff_玄阴化骨手buff2,Effect Two,ผลที่ 2
KungfuCastBuff_太极拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_太极拳buff2,Effect Two,ผลที่ 2
KungfuCastBuff_醉仙拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_醉仙拳buff2,Effect Two,ผลที่ 2
KungfuCastBuff_般若掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_般若掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_破庙拳法buff1,Effect One,ผลที่ 1
KungfuCastBuff_破庙拳法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_断情掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_断情掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_通天手buff1,Effect One,ผลที่ 1
KungfuCastBuff_通天手buff2,Effect Two,ผลที่ 2
KungfuCastBuff_野球拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_野球拳buff2,Effect Two,ผลที่ 2
KungfuCastBuff_开山掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_开山掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_玄天指buff1,Effect One,ผลที่ 1
KungfuCastBuff_玄天指buff2,Effect Two,ผลที่ 2
KungfuCastBuff_降霜拳法buff1,Effect One,ผลที่ 1
KungfuCastBuff_降霜拳法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_降霜拳法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_悲欢指法buff1,Effect One,ผลที่ 1
KungfuCastBuff_悲欢指法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_悲欢指法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_撼天指法buff1,Effect One,ผลที่ 1
KungfuCastBuff_撼天指法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_撼天指法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_如来神掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_如来神掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_如来神掌buff3,Effect Three,ผลที่ 3
KungfuCastBuff_八极奔雷掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_八极奔雷掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_八极奔雷掌buff3,Effect Three,ผลที่ 3
KungfuCastBuff_破空拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_破空拳buff2,Effect Two,ผลที่ 2
KungfuCastBuff_断魂爪buff1,Effect One,ผลที่ 1
KungfuCastBuff_断魂爪buff2,Effect Two,ผลที่ 2
KungfuCastBuff_幻灭指buff1,Effect One,ผลที่ 1
KungfuCastBuff_幻灭指buff2,Effect Two,ผลที่ 2
KungfuCastBuff_碧落黄泉buff1,Effect One,ผลที่ 1
KungfuCastBuff_碧落黄泉buff2,Effect Two,ผลที่ 2
KungfuCastBuff_紫薇惊龙掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_紫薇惊龙掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_紫薇惊龙掌buff3,Effect Three,ผลที่ 3
KungfuCastBuff_翻云遮天手buff1,Effect One,ผลที่ 1
KungfuCastBuff_翻云遮天手buff2,Effect Two,ผลที่ 2
KungfuCastBuff_翻云遮天手buff3,Effect Three,ผลที่ 3
KungfuCastBuff_贯云指buff1,Effect One,ผลที่ 1
KungfuCastBuff_贯云指buff2,Effect Two,ผลที่ 2
KungfuCastBuff_贯云指buff3,Effect Three,ผลที่ 3
KungfuCastBuff_灭天掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_灭天掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_灭天掌buff3,Effect Three,ผลที่ 3
KungfuCastBuff_万民掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_万民掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_万民掌buff3,Effect Three,ผลที่ 3
KungfuCastBuff_万民掌buff4,Effect Four,ผลที่ 4
KungfuCastBuff_金刚降魔杵buff1,Effect One,ผลที่ 1
KungfuCastBuff_金刚降魔杵buff2,Effect Two,ผลที่ 2
KungfuCastBuff_云林棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_云林棍法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_玄煞棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_玄煞棍法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_疯魔棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_疯魔棍法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_紧那罗王棍buff1,Effect One,ผลที่ 1
KungfuCastBuff_紧那罗王棍buff2,Effect Two,ผลที่ 2
KungfuCastBuff_达摩杖法buff1,Effect One,ผลที่ 1
KungfuCastBuff_达摩杖法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_达摩杖法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_霸王枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_霸王枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_叶家枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_叶家枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_飞龙枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_飞龙枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_梨花枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_梨花枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_沥泉枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_沥泉枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_沥泉枪法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_擂山锤法buff1,Effect One,ผลที่ 1
KungfuCastBuff_擂山锤法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_金刚锤法buff1,Effect One,ผลที่ 1
KungfuCastBuff_金刚锤法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_七杀枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_七杀枪法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_虎啸穿云枪buff1,Effect One,ผลที่ 1
KungfuCastBuff_虎啸穿云枪buff2,Effect Two,ผลที่ 2
KungfuCastBuff_黄泉引路枪buff1,Effect One,ผลที่ 1
KungfuCastBuff_黄泉引路枪buff2,Effect Two,ผลที่ 2
KungfuCastBuff_九黎巫叉buff1,Effect One,ผลที่ 1
KungfuCastBuff_九黎巫叉buff2,Effect Two,ผลที่ 2
KungfuCastBuff_九黎巫叉buff3,Effect Three,ผลที่ 3
KungfuCastBuff_高山流水buff1,Effect One,ผลที่ 1
KungfuCastBuff_高山流水buff2,Effect Two,ผลที่ 2
KungfuCastBuff_广陵散buff1,Effect One,ผลที่ 1
KungfuCastBuff_广陵散buff2,Effect Two,ผลที่ 2
KungfuCastBuff_广陵散buff3,Effect Three,ผลที่ 3
KungfuCastBuff_潇湘水云buff1,Effect One,ผลที่ 1
KungfuCastBuff_潇湘水云buff2,Effect Two,ผลที่ 2
KungfuCastBuff_傲江湖buff1,Effect One,ผลที่ 1
KungfuCastBuff_傲江湖buff2,Effect Two,ผลที่ 2
KungfuCastBuff_傲江湖buff3,Effect Three,ผลที่ 3
KungfuCastBuff_蝶舞天涯buff1,Effect One,ผลที่ 1
KungfuCastBuff_蝶舞天涯buff2,Effect Two,ผลที่ 2
KungfuCastBuff_惊鸿一梦buff1,Effect One,ผลที่ 1
KungfuCastBuff_惊鸿一梦buff2,Effect Two,ผลที่ 2
KungfuCastBuff_寒江独钓buff1,Effect One,ผลที่ 1
KungfuCastBuff_寒江独钓buff2,Effect Two,ผลที่ 2
KungfuCastBuff_江山多娇buff1,Effect One,ผลที่ 1
KungfuCastBuff_江山多娇buff2,Effect Two,ผลที่ 2
KungfuCastBuff_江山多娇buff3,Effect Three,ผลที่ 3
KungfuCastBuff_云龙三现buff1,Effect One,ผลที่ 1
KungfuCastBuff_云龙三现buff2,Effect Two,ผลที่ 2
KungfuCastBuff_刺秦要诀buff1,Effect One,ผลที่ 1
KungfuCastBuff_刺秦要诀buff2,Effect Two,ผลที่ 2
KungfuCastBuff_刺秦要诀buff3,Effect Three,ผลที่ 3
KungfuCastBuff_蝶恋花buff1,Effect One,ผลที่ 1
KungfuCastBuff_蝶恋花buff2,Effect Two,ผลที่ 2
KungfuCastBuff_蝶恋花buff3,Effect Three,ผลที่ 3
KungfuCastBuff_阎王贴buff1,Effect One,ผลที่ 1
KungfuCastBuff_阎王贴buff2,Effect Two,ผลที่ 2
KungfuCastBuff_挥翰成风buff1,Effect One,ผลที่ 1
KungfuCastBuff_挥翰成风buff2,Effect Two,ผลที่ 2
KungfuCastBuff_寒食帖buff1,Effect One,ผลที่ 1
KungfuCastBuff_寒食帖buff2,Effect Two,ผลที่ 2
KungfuCastBuff_曹全碑buff1,Effect One,ผลที่ 1
KungfuCastBuff_曹全碑buff2,Effect Two,ผลที่ 2
KungfuCastBuff_幽谷图buff1,Effect One,ผลที่ 1
KungfuCastBuff_幽谷图buff2,Effect Two,ผลที่ 2
KungfuCastBuff_丧乱贴buff1,Effect One,ผลที่ 1
KungfuCastBuff_丧乱贴buff2,Effect Two,ผลที่ 2
KungfuCastBuff_兰亭序buff1,Effect One,ผลที่ 1
KungfuCastBuff_兰亭序buff2,Effect Two,ผลที่ 2
KungfuCastBuff_兰亭序buff3,Effect Three,ผลที่ 3
KungfuCastBuff_逍遥游buff1,Effect One,ผลที่ 1
KungfuCastBuff_逍遥游buff2,Effect Two,ผลที่ 2
KungfuCastBuff_君子好逑buff1,Effect One,ผลที่ 1
KungfuCastBuff_君子好逑buff2,Effect Two,ผลที่ 2
KungfuCastBuff_如意扇法buff1,Effect One,ผลที่ 1
KungfuCastBuff_如意扇法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_扇舞春秋buff1,Effect One,ผลที่ 1
KungfuCastBuff_扇舞春秋buff2,Effect Two,ผลที่ 2
KungfuCastBuff_扇舞春秋buff3,Effect Three,ผลที่ 3
KungfuCastBuff_风卷残云式buff1,Effect One,ผลที่ 1
KungfuCastBuff_风卷残云式buff2,Effect Two,ผลที่ 2
KungfuCastBuff_风雷刺法buff1,Effect One,ผลที่ 1
KungfuCastBuff_风雷刺法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_海蛟夺命刺buff1,Effect One,ผลที่ 1
KungfuCastBuff_海蛟夺命刺buff2,Effect Two,ผลที่ 2
KungfuCastBuff_鹧鸪天buff1,Effect One,ผลที่ 1
KungfuCastBuff_鹧鸪天buff2,Effect Two,ผลที่ 2
KungfuCastBuff_梅花三弄buff1,Effect One,ผลที่ 1
KungfuCastBuff_梅花三弄buff2,Effect Two,ผลที่ 2
KungfuCastBuff_万蛊谣buff1,Effect One,ผลที่ 1
KungfuCastBuff_万蛊谣buff2,Effect Two,ผลที่ 2
KungfuCastBuff_万蛊谣buff3,Effect Three,ผลที่ 3
KungfuCastBuff_霸王卸甲buff1,Effect One,ผลที่ 1
KungfuCastBuff_笑红尘buff1,Effect One,ผลที่ 1
KungfuCastBuff_笑红尘buff2,Effect Two,ผลที่ 2
KungfuCastBuff_笑红尘buff3,Effect Three,ผลที่ 3
KungfuCastBuff_十面埋伏buff1,Effect One,ผลที่ 1
KungfuCastBuff_十面埋伏buff2,Effect Two,ผลที่ 2
KungfuCastBuff_十面埋伏buff3,Effect Three,ผลที่ 3
KungfuCastBuff_汉宫秋月buff1,Effect One,ผลที่ 1
KungfuCastBuff_汉宫秋月buff2,Effect Two,ผลที่ 2
KungfuCastBuff_狼捕食buff1,Effect One,ผลที่ 1
KungfuCastBuff_碎骨击buff1,Effect One,ผลที่ 1
KungfuCastBuff_千斤顶buff1,Effect One,ผลที่ 1
KungfuCastBuff_狂犬吠buff1,Effect One,ผลที่ 1
KungfuCastBuff_斗鸡啄buff1,Effect One,ผลที่ 1
KungfuCastBuff_蝎尾刺buff1,Effect One,ผลที่ 1
KungfuCastBuff_蛇牙毒buff1,Effect One,ผลที่ 1
KungfuCastBuff_百爪千挠buff1,Effect One,ผลที่ 1
KungfuCastBuffInfo_弓箭散射附带buff1,Cause 5 points of Bleeding to the enemy when attacking.,สร้างสถานะเลือดไหล 5 แต้ม เมื่อโจมตีศัตรู
KungfuCastBuffInfo_破军刀法buff1,"When the main internal force is positive, inflict 15 points of Internal Injury on the enemy.","เมื่อกำลังภายในหลักเป็นหยาง, สร้างสถานะบาดเจ็บภายใน 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_破军刀法buff2,"When EquipWeapon is <#c851ff>Cold Saw</color>, Critical increases by 10%, CriticalIncreases Damage by 30%, and final Increases Damage by 45%.","เมื่อสวมใส่อาวุธ <#c851ff>ง้าวมังกรเขียว</color>, คริติคอลเพิ่มขึ้น 10% ความเสียหายคริติคอลเพิ่มขึ้น 30% และความเสียหายสุดท้ายเพิ่มขึ้น 45%"
KungfuCastBuffInfo_独狼刀法buff1,"When the protagonist's Propriety reaches -100, Critical increases by 10%.","เมื่อค่า""มารยาท""ของตัวเอกถึง -100 คริติคอลจะเพิ่มขึ้น 10%"
KungfuCastBuffInfo_独狼刀法buff2,"When there are no teammates in the battlefield, Attack Increases Damage by 100%.",เมื่อไม่มีเพื่อนร่วมทีมในสนามรบ การโจมตีจะเพิ่มความเสียหาย 100%
KungfuCastBuffInfo_怒流刀法buff1,"When EquipEpic or above knife series Weapon, inflict 15 points of Bleeding on the enemy.","เมื่อสวมใส่อาวุธดาบระดับมหากาพย์ หรือสูงกว่า, สร้างสถานะเลือดไหล 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_怒流刀法buff2,"The higher the enemy's Bleeding, the higher the damage they receive. Each point of Bleeding increases the final damage by 1%.",ยิ่งศัตรูมีค่าเลือดไหลมากเท่าไร ความเสียหายที่พวกเขาได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ แต้มของค่าเลือดไหลความเสียหายสุดท้ายจะเพิ่มขึ้น 1%
KungfuCastBuffInfo_七旋斩buff1,"When Dexterity reaches 15, inflict 15 points of Blinded on the enemy.","เมื่อค่า""คล่องแคล่ว""ถึง 15, สร้างสถานะตาบอด 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_七旋斩buff2,"When Qinggong reaches 220, final Increases Damage by 60%.","เมื่อวิชาตัวเบาถึง 220, ความเสียหายสุดท้ายจะเพิ่มขึ้น 60%."
KungfuCastBuffInfo_盘空刀法buff1,"When the main internal force is positive, inflict 15 points of Bleeding on the enemy.","เมื่อกำลังภายในหลักเป็นหยาง, สร้างสถานะเลือดไหล 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_盘空刀法buff2,"When EquipWeapon is <#c851ff>Officer blade</color>, final Increases Damage by 60%.",เมื่อสวมใส่อาวุธเป็น <#c851ff>ดาบเจ้าหน้าที่</color> จะเพิ่มความเสียหายสุดท้าย 60%
KungfuCastBuffInfo_庖丁解牛法buff1,"When EquipWeapon is <#c851ff>Black iron blade</color>, Attack can Pierce enemy's Legendary or below armor attributes and effects.",เมื่อสวมใส่อาวุธเป็น <#c851ff>มีดครัวเหล็กดำ</color> การโจมตีสามารถเจาะทะลุค่าสถานะหลักและประสิทธิภาพของเกราะศัตรูระดับตำนานหรือต่ำกว่าได้
KungfuCastBuffInfo_庖丁解牛法buff2,"The higher the protagonist's cooking Level, the higher the damage, with levels 1-5 increasing damage by 16%, 32%, 48%, 64%, and 80% respectively.","ยิ่งระดับการทำครัวของตัวเอกสูง ความเสียหายก็จะยิ่งสูงขึ้น ระดับ 1-5 เพิ่มความเสียหาย 16%, 32%, 48%, 64% และ 80% ตามลำดับ"
KungfuCastBuffInfo_叱咤刀法buff1,"When the protagonist's Courage reaches 100, inflict 15 points of Bleeding on the enemy.",เมื่อความกล้าหาญของตัวเอกถึง 100 จะทำให้ศัตรูติดสถานะเลือดไหล 15 แต้ม
KungfuCastBuffInfo_叱咤刀法buff2,"When EquipEpic or above knife series Weapon, final Increases Damage by 60%.","เมื่อสวมใส่อาวุธดาบระดับมหากาพย์ หรือสูงกว่า, ความเสียหายสุดท้ายจะเพิ่ม 60%"
KungfuCastBuffInfo_蛮荒霸道斩buff1,"When learning <#d09a09>Endless Maha</color> internal force, increase your own Critical by 15%, and inflict 20 points of Internal Injury on the enemy.",เมื่อเรียนรู้วิชากำลังภายใน <#d09a09>มหาพลังไร้ประมาณ</color> ตนเองคริติคอลเพิ่มขึ้น 15% และสร้างสถานะบาดเจ็บภายใน 20 แต้มแก่ศัตรู
KungfuCastBuffInfo_蛮荒霸道斩buff2,"When EquipLegendary knife series Weapon, final Increases Damage by 50%.","เมื่อสวมใส่อาวุธดาบระดับตำนาน, ความเสียหายสุดท้ายจะเพิ่ม 50%"
KungfuCastBuffInfo_蛮荒霸道斩buff3,"The higher the enemy's Internal Injury, the higher the damage they receive. Each point of Internal Injury increases the final damage by 1%.",ยิ่งศัตรูมีค่าบาดเจ็บภายในมากเท่าไร ความเสียหายที่พวกเขาได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ 1 แต้มของค่าบาดเจ็บภายในความเสียหายสุดท้ายจะเพิ่มขึ้น 1%
KungfuCastBuffInfo_天魔刀法buff1,"The higher the Benevolence, the lower the damage, reducing final damage by up to 30%; the lower the Benevolence, the higher the damage, increasing final damage by up to 60%.","ยิ่งค่า""ศีลธรรม""สูงเท่าไหร่ ความเสียหายก็จะยิ่งลดลงเท่านั้น ความเสียหายสุดท้ายลดลงสูงสุด 30%; ยิ่ง""ศีลธรรม""ต่ำลงเท่าไหร่ ความเสียหายก็จะยิ่งสูงขึ้นเท่านั้น ความเสียหายสุดท้ายจะเพิ่มขึ้นสูงสุด 60%"
KungfuCastBuffInfo_天魔刀法buff2,"The higher the Righteous, the lower the damage, reducing final damage by up to 30%; the lower the Righteous, the higher the damage, increasing final damage by up to 60%.","ยิ่งค่า""คุณธรรม""สูงเท่าไหร่ ความเสียหายก็จะยิ่งลดลงเท่านั้น ความเสียหายสุดท้ายลดลงสูงสุด 30%; ยิ่ง""คุณธรรม""ต่ำลงเท่าไหร่ ความเสียหายก็จะยิ่งสูงขึ้นเท่านั้น ความเสียหายสุดท้ายจะเพิ่มขึ้นสูงสุด 60%"
KungfuCastBuffInfo_天魔刀法buff3,"The higher the Trustworthy, the lower the damage, reducing final damage by up to 30%; the lower the Trustworthy, the higher the damage, increasing final damage by up to 60%.","ยิ่งค่า""ซื่อสัตย์""สูงเท่าไหร่ ความเสียหายก็จะยิ่งลดลงเท่านั้น ความเสียหายสุดท้ายลดลงสูงสุด 30%; ยิ่ง""ซื่อสัตย์""ต่ำลงเท่าไหร่ ความเสียหายก็จะยิ่งสูงขึ้นเท่านั้น ความเสียหายสุดท้ายจะเพิ่มขึ้นสูงสุด 60%"
KungfuCastBuffInfo_鬼轮斩buff1,"When Dexterity reaches 15, inflict 20 points of Bleeding on the enemy.","เมื่อค่า""คล่องแคล่ว""ถึง 15, สร้างสถานะเลือดไหล 20 แต้มแก่ศัตรู"
KungfuCastBuffInfo_鬼轮斩buff2,"The higher the Qinggong, the higher the damage. Every 10 points of Qinggong increases the final damage by 1%, up to a 25% increase.",ยิ่งค่าตัวเบาสูงเท่าไร ความเสียหายก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ 10 แต้มของค่าตัวเบา ความเสียหายสุดท้ายจะเพิ่มขึ้น 1% สูงสุดไม่เกิน 25%
KungfuCastBuffInfo_鬼轮斩buff3,"The higher the enemy's Bleeding, the higher the damage they receive, with each point of Bleeding increasing final Increases Damage by 2.3%.",ยิ่งค่าเลือดไหลศัตรูมากเท่าไร ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ แต้มเลือดไหลจะเพิ่มความเสียหายสุดท้าย 2.3%
KungfuCastBuffInfo_纵横刀诀buff1,"When Strength reaches 10, inflict 15 points of Internal Injury on the enemy.","เมื่อพละกำลังถึง 10, สร้างสถานะบาดเจ็บภายใน 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_纵横刀诀buff2,"When Courage is above 0, each additional 10 points Increases Damage by 8%.","เมื่อค่า""ความกล้าหาญ""มากกว่า 0 ทุกๆ 10 แต้มที่เพิ่มขึ้น จะเพิ่มความเสียหายสุดท้ายขึ้น 8%"
KungfuCastBuffInfo_吞鲸刀法buff1,"When Strength reaches 15, inflict 20 points of Internal Injury on the enemy.","เมื่อพละกำลังถึง 15, สร้างสถานะบาดเจ็บภายใน 20 แต้มแก่ศัตรู"
KungfuCastBuffInfo_吞鲸刀法buff2,"When the main internal force is <#d09a09>Tsunami Manual</color>, a Critical hit will definitely trigger a Combo.","เมื่อกำลังภายในหลักคือ <#d09a09>คลื่นพายุกระหน่ำ</color>, การโจมตีคริติคอลจะเกิดการโจมตีต่อเนื่องแน่นอน"
KungfuCastBuffInfo_吞鲸刀法buff3,"The higher the enemy's Internal Injury, the higher the damage they receive, with each point of Internal Injury increasing final Increases Damage by 2%.","ยิ่งบาดเจ็บภายในของศัตรูสูงเท่าไหร่ ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น, ทุกค่าบาดเจ็บภายใน จะเพิ่มความเสียหายสุดท้าย 2%"
KungfuCastBuffInfo_贪狼剑法buff1,"When the protagonist's Courage reaches 100, Critical increases by 10%.",เมื่อความกล้าหาญของตัวเอกถึง 100 คริติคอลเพิ่มขึ้น 10%
KungfuCastBuffInfo_贪狼剑法buff2,"When Sword reaches 50, the final Increases Damage by 60%.",เมื่อค่ากระบี่ถึง 50 สร้างความเสียหายสุดท้ายเพิ่มขึ้น 60%
KungfuCastBuffInfo_苍穹剑法buff1,"When Sword reaches 50, it causes 15 points of Internal Injury to the enemy.","เมื่อค่ากระบี่ถึง 50, สร้างสถานะบาดเจ็บภายใน 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_苍穹剑法buff2,"When Equipping an Epic or higher sword Weapon, the final Increases Damage by 60%.","เมื่อสวมใส่อาวุธกระบี่ระดับมหากาพย์ หรือสูงกว่า, ความเสียหายสุดท้ายจะเพิ่ม 60%"
KungfuCastBuffInfo_太极剑法buff1,"When learning <#c851ff>Nether Taichi</color> internal skill, inflict Internal break effect on enemies with main internal skill below Legendary (lasts for 2 actions)【<#F3DE99>Internal break: Unable to trigger Main Internal effect</color>】.","เมื่อเรียนรู้กำลังภายใน <#c851ff>พลังไท้เก๊ก</color> จะสร้างสถานะ""กำลังภายในติดขัด""แก่ศัตรูที่มีกำลังภายในหลักต่ำกว่าระดับตำนาน (คงอยู่ 2 รอบ) 【<#F3DE99>กำลังภายในติดขัด: ไม่สามารถใช้งานความสามารถกำลังภายในหลักได้</color>】"
KungfuCastBuffInfo_太极剑法buff2,"For every point that self Sword is higher than the enemy's, the enemy's energy gathering decreases by 1 point, up to a maximum of 100 points.",ทุกๆค่ากระบี่ที่สูงกว่าศัตรู จะลดปราณเคลื่อนที่ของศัตรูลง 1 แต้ม สูงสุดที่ 100 แต้ม
KungfuCastBuffInfo_无情剑法buff1,"When Sword reaches 50, it causes 15 points of Bleeding to the enemy.","เมื่อค่ากระบี่ถึง 50, จะสร้างสถานะเลือดไหล 15 แต้ม แก่ศัตรู"
KungfuCastBuffInfo_无情剑法buff2,"When there are no teammates in the battlefield, Attack Increases Damage by 100%.","เมื่อไม่มีเพื่อนร่วมทีมในสนามรบ, โจมตีจะเพิ่มความเสียหาย 100%"
KungfuCastBuffInfo_岁寒三友buff1,"When the main internal skill is Harmonious, it causes 15 points of Internal Injury to the enemy.","เมื่อกำลังภายในหลักเป็นกลาง, จะทำให้ศัตรูได้รับบาดเจ็บภายใน 15 คะแนน"
KungfuCastBuffInfo_岁寒三友buff2,"When Equipping an Epic or higher sword Weapon, the final Increases Damage by 60%.","เมื่อสวมใส่อาวุธกระบี่ระดับมหากาพย์ หรือสูงกว่า, ความเสียหายสุดท้ายจะเพิ่ม 60%"
KungfuCastBuffInfo_忘忧剑法buff1,"When the Equipped Weapon is a <#c851ff>Shadow sword</color>, it causes 15 points of Blinded to the enemy and reduces their Spirit by 25 points.",เมื่อสวมใส่อาวุธเป็น <#c851ff>กระบี่ล่องหน</color> จะทำให้ศัตรูตาบอด 15 แต้ม และลดพลังใจพวกเขา 25 แต้ม
KungfuCastBuffInfo_忘忧剑法buff2,"When Dexterity reaches 10, it causes 15 points of Bleeding to the enemy.","เมื่อค่า""คล่องแคล่ว""ถึง 10, จะทำให้ศัตรูติดสถานะเลือดไหล 15 แต้ม"
KungfuCastBuffInfo_素女剑法buff1,"When Benevolence reaches 100, it reduces 25 points of Spirit to the enemy.","หากค่าศีลธรรมเพิ่มถึง 100, จะลดพลังใจศัตรูลง 25 แต้ม."
KungfuCastBuffInfo_素女剑法buff2,"When releasing martial arts as a female, the final Increases Damage by 60%.","เมื่อตัวละครหญิงใช้วิทยายุทธนี้, สร้างความเสียหายสุดท้ายเพิ่มขึ้น 60%"
KungfuCastBuffInfo_贪生剑法buff1,"When the main internal skill is Yin, it causes 15 points of Bleeding to the enemy.",เมื่อกำลังภายในหลักเป็นหยิน จะทำให้ศัตรูได้รับสถานะเลือดไหล 15 แต้ม
KungfuCastBuffInfo_贪生剑法buff2,"When Courage is below 0, for every 1 point decrease in Courage, the final Increases Damage by 0.8%.",เมื่อความกล้าหาญต่ำกว่า 0 ทุกๆ 1 แต้มที่ความกล้าหาญลดต่ำลง ความเสียหายสุดท้ายจะเพิ่มขึ้น 0.8%
KungfuCastBuffInfo_无锋剑法buff1,"When the protagonist's internal skill is Yang, Attack can Pierce enemy's Legendary or below armor attributes and effects.","เมื่อกำลังภายในหลักของตัวเอกคือ""หยาง"",การโจมตีสามารถเจาะทะลุค่าสถานะหลักและประสิทธิภาพของเกราะศัตรูระดับตำนานหรือต่ำกว่าได้"
KungfuCastBuffInfo_无锋剑法buff2,"When Strength reaches 10, Critical increases by 15%, Critical Increases Damage by 25%, and the final Increases Damage by 60%.",เมื่อพละกำลังถึง 10 คริติคอลเพิ่มขึ้น 15% ความเสียหายคริติคอลเพิ่มขึ้น 25% และสร้างความเสียหายสุดท้ายเพิ่มขึ้น 60%
KungfuCastBuffInfo_求败九式buff1,"When Sword reaches 75, the enemy's Legendary and below Weapon cannot function; when Sword reaches 200, the enemy's any quality Weapon cannot function (lasts for 1 action).","เมื่อค่าชำนาญกระบี่ถึง 75, อาวุธระดับตำนานและต่ำกว่าของศัตรูจะไม่สามารถใช้งานได้; เมื่อค่าชำนาญกระบี่ถึง 200 อาวุธของศัตรูจะไม่สามารถใช้งานได้ (คงอยู่ 1 รอบ)"
KungfuCastBuffInfo_求败九式buff2,"When Dexterity reaches 10, Action Speed increases by 15% after Attack, until the next action.",เมื่อค่าคล่องแคล่วถึง 10 ความเร็วท่าร่างเพิ่มขึ้น 15% หลังโจมตี มีผลจนตาถัดไป
