会试5_题目3,"""Please complete the couplet: 'The art should start with diligent learning;'""",Please complete the couplet: 'The art should start with diligent learning;' (ตอบข้อ 3)
会试6_题目1,"""Please complete the couplet: 'Poetry and books are not medicine, but they can cure vulgarity;'""","Please complete the couplet: 'Poetry and books are not medicine, but they can cure vulgarity;' (ตอบข้อ 2)"
会试6_题目2,"""Please complete the couplet: 'A room doesn't need to be large to be elegant;'""",Please complete the couplet: 'A room doesn't need to be large to be elegant;' (ตอบข้อ 4)
会试6_题目3,"""Please complete the couplet: 'Calligraphy, painting, chess, and music shine through the ages;'""","Please complete the couplet: 'Calligraphy, painting, chess, and music shine through the ages;' (ตอบข้อ 3)"
会试7_题目1,"""What is the next line of 'A bird about to die, its song is sad;'?""","What is the next line of 'A bird about to die, its song is sad;'? (ตอบข้อ 3)"
会试7_题目2,"""What is the next line of 'If the name is not correct, then the words will not be smooth;'?""","What is the next line of 'If the name is not correct, then the words will not be smooth;'? (ตอบข้อ 4)"
会试7_题目3,"""What is the next line of 'If one's body is upright, one will act without being ordered;'?""","What is the next line of 'If one's body is upright, one will act without being ordered;'? (ตอบข้อ 2)"
会试8_题目1,"""What is the next line of 'Honorable cherish virtue, while villains cherish wealth;'?""","What is the next line of 'Honorable cherish virtue, while villains cherish wealth;'? (ตอบข้อ 2)"
会试8_题目2,"""What is the next line of 'When three people walk together, there must be my teacher among them;'?""","What is the next line of 'When three people walk together, there must be my teacher among them;'? (ตอบข้อ 1)"
会试8_题目3,"""What is the next line of 'Do not worry about scarcity, but about inequality;'?""","What is the next line of 'Do not worry about scarcity, but about inequality;'? (ตอบข้อ 1)"
会试9_题目1,"""What is the next line of 'The world is bustling, all for profit;'?""","What is the next line of 'The world is bustling, all for profit;'? (ตอบข้อ 1)"
会试9_题目2,"""What is the next line of 'The wise man worries a thousand times, there must be one mistake;'?""","What is the next line of 'The wise man worries a thousand times, there must be one mistake;'? (ตอบข้อ 3)"
会试9_题目3,"""What is the next line of 'The limit of a strong crossbow, the arrow cannot penetrate the Lu's simple cloth;'?""","What is the next line of 'The limit of a strong crossbow, the arrow cannot penetrate the Lu's simple cloth;'? (ตอบข้อ 2)"
会试10_题目1,"""What is the next line of 'Heaven's timing is not as good as the geographical advantage;'?""",What is the next line of 'Heaven's timing is not as good as the geographical advantage;'? (ตอบข้อ 1)
会试10_题目2,"""What is the next line of 'A man must degrade himself before others will degrade him;'?""",What is the next line of 'A man must degrade himself before others will degrade him;'? (ตอบข้อ 2)
会试10_题目3,"""Learn widely, ask carefully, ___, ___, ___.""","Learn widely, ask carefully, ___, ___, ___. (ตอบข้อ 3)"
会试1_题目1_答案1,No sorrow is greater than parting in life.
会试1_题目1_答案2,"My heart is pleased with you, but you don't know."
会试1_题目1_答案3,"Thinking of you, I can't forget."
会试1_题目1_答案4,"Missing my beloved, I can't forget."
会试1_题目2_答案1,Recognize the previous dynasty by washing and grinding.
会试1_题目2_答案2,"This morning, everything is in front of my eyes."
会试1_题目2_答案3,How many towers in the misty rain.
会试1_题目2_答案4,Flying into the homes of ordinary people.
会试1_题目3_答案1,I don't care if no one knows my name.
会试1_题目3_答案2,Why should I avoid misfortune and pursue fortune?
会试1_题目3_答案3,"Even if things are settled, we must wait until the coffin is closed."
会试1_题目3_答案4,Enjoy the world's joy later.
会试2_题目1_答案1,"A cart of charcoal, over a thousand jin."
会试2_题目1_答案2,"Looking at the western capital, I'm hesitant."
会试2_题目1_答案3,"A thousand gold is easy to get, but a general is hard to find."
会试2_题目1_答案4,Call my son to exchange for fine wine.
会试2_题目2_答案1,"Looking northwest, shooting the sky wolf."
会试2_题目2_答案2,"Fur hat and mink coat, a thousand riders roll over the hill."
会试2_题目2_答案3,"The prosperity of six generations, silently following the sound of the waves."
会试2_题目2_答案4,"A thousand miles of lonely graves, no place to talk about desolation."
会试2_题目3_答案1,Rising straight up ninety thousand miles.
会试2_题目3_答案2,Soaring up ninety thousand miles.
会试2_题目3_答案3,Fighting the wind and spreading wings to grab the sea.
会试2_题目3_答案4,Flying into the homes of ordinary people.
会试3_题目1_答案1,Confucius.
会试3_题目1_答案2,Laozi.
会试3_题目1_答案3,Mencius.
会试3_题目1_答案4,Mozi.
会试3_题目2_答案1,Confucius.
会试3_题目2_答案2,Laozi.
会试3_题目2_答案3,Mencius.
会试3_题目2_答案4,Mozi.
会试3_题目3_答案1,Laozi.
会试3_题目3_答案2,Zhuangzi.
会试3_题目3_答案3,Sunzi.
会试3_题目3_答案4,Confucius.
会试4_题目1_答案1,"""Analects of Confucius""."
会试4_题目1_答案2,"""The Doctrine of the Mean""."
会试4_题目1_答案3,"""Mencius""."
会试4_题目1_答案4,"""Tao Te Ching""."
会试4_题目2_答案1,"""Analects of Confucius""."
会试4_题目2_答案2,"""The Doctrine of the Mean""."
会试4_题目2_答案3,"""Mencius""."
会试4_题目2_答案4,"""Tao Te Ching""."
会试4_题目3_答案1,"""Analects of Confucius""."
会试4_题目3_答案2,"""The Doctrine of the Mean""."
会试4_题目3_答案3,"""Mencius""."
会试4_题目3_答案4,"""Tao Te Ching""."
会试5_题目1_答案1,A real man is always poisonous.
会试5_题目1_答案2,A thousand hammers and a hundred refinements make steel.
会试5_题目1_答案3,There have always been few great men among the pampered.
会试5_题目1_答案4,Don't laugh at the young for their lack of success.
会试5_题目2_答案1,"Know a person's face, but not their heart."
会试5_题目2_答案2,The taste of the world has become as thin as gauze over the years.
会试5_题目2_答案3,"The world has seen so much, the road to Shu is flat."
会试5_题目2_答案4,"There are no two identical things, people's hearts are different."
会试5_题目3_答案1,Don't say that old age is wasted.
会试5_题目3_答案2,Don't wait for the flowers to fall before you break the branch.
会试5_题目3_答案3,Youth does not stay for the young.
会试5_题目3_答案4,Always prevent playing with things from ruining a child's nature.
会试6_题目1_答案1,"Spring and Autumn, no knife but beheads people."
会试6_题目1_答案2,Morality without roots can cultivate people.
会试6_题目1_答案3,"A knife hangs over the word ""lust""."
会试6_题目1_答案4,The sun and the moon travel thousands of miles without feet.
会试6_题目2_答案1,"Heaven and Earth, the sun and the moon are long."
会试6_题目2_答案2,A thousand gold is not enough.
会试6_题目2_答案3,The scent of wine floats in the deep alley.
会试6_题目2_答案4,The fragrance of flowers is not in their abundance.
会试6_题目3_答案1,"The tones of gong, shang, jue, and zhi linger for three days."
会试6_题目3_答案2,Good ministers and generals will be remembered for a thousand years.
会试6_题目3_答案3,Poetry and prose enlighten the world for a thousand years.
会试6_题目3_答案4,"Scholars, farmers, workers, and merchants all seek profit."
会试7_题目1_答案1,"When a horse loses its front hoof, it whines in sorrow."
会试7_题目1_答案2,Even a dog can jump over a wall when it's desperate.
会试7_题目1_答案3,"When a person is about to die, their words are often kind."
会试7_题目1_答案4,Even a villain speaks kindly when death is near.
会试7_题目2_答案1,"If words are harmonious, then actions will be successful."
会试7_题目2_答案2,"If words are discordant, then reputation will be tarnished."
会试7_题目2_答案3,"If reputation is upright, then words will be harmonious."
会试7_题目2_答案4,"If words are discordant, then actions will fail."
会试7_题目3_答案1,"If you are upright, you need not fear a crooked shadow."
会试7_题目3_答案2,"If one's character is not upright, even commands will not be obeyed."
会试7_题目3_答案3,"What the superior does, the inferior will follow."
会试7_题目3_答案4,"Therefore, if you want unity from top to bottom, you must be upright."
会试8_题目1_答案1,"Honorable people cherish courtesy, while petty people cherish gold."
会试8_题目1_答案2,"Honorable people uphold justice, while petty people seek favor."
会试8_题目1_答案3,"Honorable people value virtue, while petty people harbor resentment."
会试8_题目1_答案4,"Honorable people treasure jade, while petty people seek profit."
会试8_题目2_答案1,"Choose the good and follow it, and change what is not good."
会试8_题目2_答案2,"A teacher is one who imparts knowledge, guides learning, and solves doubts."
会试8_题目2_答案3,"Once a teacher, always a father."
会试8_题目2_答案4,"Everyone has their strengths, do not be ashamed to ask questions."
会试8_题目3_答案1,"Do not fear poverty, but fear unrest."
会试8_题目3_答案2,"Do not fear harmony, but fear discord."
会试8_题目3_答案3,"Do not fear sameness, but fear disharmony."
会试8_题目3_答案4,"Do not fear lack of position, but fear lack of foundation."
会试9_题目1_答案1,"The world is bustling, all for profit."
会试9_题目1_答案2,"The world is mediocre, all for salary."
会试9_题目1_答案3,"The world is busy, all for wealth."
会试9_题目1_答案4,"The world is spinning, all for power."
会试9_题目2_答案1,"Mediocre people worry a thousand times, and will surely trouble themselves."
会试9_题目2_答案2,"Capable people worry once, and will never fail."
会试9_题目2_答案3,"Foolish people worry a thousand times, and will surely succeed once."
会试9_题目2_答案4,"\n|Among a thousand worries of the patient, there must be one gain."
会试9_题目3_答案1,"First blood, then decline, and finally exhaustion."
会试9_题目3_答案2,"At the end of the storm, one cannot even float a feather."
会试9_题目3_答案3,"It's not that the beginning is not strong, but the end is weak."
会试9_题目3_答案4,"If it's not convenient to fight, it's better to make peace."
会试10_题目1_答案1,Harmony among people is better than geographical advantage.
会试10_题目1_答案2,Those who have geographical advantage will rule the world.
会试10_题目1_答案3,"Those who follow the right path will have many helpers, those who lose the right path will have few."
会试10_题目1_答案4,"It's not that the city is not high, or the moat is not deep."
会试10_题目2_答案1,"Self-inflicted disasters, cannot live."
会试10_题目2_答案2,A family must destroy itself before others destroy it.
会试10_题目2_答案3,A country must cut itself before others cut it.
会试10_题目2_答案4,Even a disaster from heaven can be defied.
会试10_题目3_答案1,"Discern it clearly, act cautiously, think deeply."
会试10_题目3_答案2,"Act diligently, think carefully, discern clearly."
会试10_题目3_答案3,"Think carefully, discern clearly, act diligently."
会试10_题目3_答案4,"Discern clearly, think carefully, act diligently."
儒圣馆看门对对子_题目1,Please complete the couplet: The clear wind and bright moon are priceless;,Please complete the couplet: The clear wind and bright moon are priceless; (ตอบข้อ 2)
儒圣馆看门对对子_题目2,Please complete the couplet: It's hard to win when you meet a good opponent in chess;,Please complete the couplet: It's hard to win when you meet a good opponent in chess; (ตอบข้อ 2)
儒圣馆看门对对子_题目3,"Please complete the couplet: There is an ancient pine at the door, and no messy stones in the courtyard;","Please complete the couplet: There is an ancient pine at the door, and no messy stones in the courtyard; (ตอบข้อ 1)"
儒圣馆看门对对子_题目4,Please complete the couplet: Scooping up the moon in the water;,Please complete the couplet: Scooping up the moon in the water; (ตอบข้อ 3)
儒圣馆看门对对子_题目1_答案1,All rivers and mountains are filled with affection.
儒圣馆看门对对子_题目1_答案2,"Near the water and far from the mountain, all have feelings."
儒圣馆看门对对子_题目1_答案3,Ducks know first when the spring river is warm.
儒圣馆看门对对子_题目1_答案4,Blue water and Blue Mountain are a perfect match.
儒圣馆看门对对子_题目2_答案1,"Speak not to astonish, but to the point of death."
儒圣馆看门对对子_题目2_答案2,"When meeting a good talent, don't be arrogant."
儒圣馆看门对对子_题目2_答案3,"In a narrow path, the brave wins."
儒圣馆看门对对子_题目2_答案4,One general's success is built on ten thousand bones.
儒圣馆看门对对子_题目3_答案1,"Autumn is suitable for the bright moon, and spring for the gentle wind."
儒圣馆看门对对子_题目3_答案2,There is a bright moon in the window and lotus flowers in the courtyard.
儒圣馆看门对对子_题目3_答案3,"People have feelings, and the world has truth and kindness."
儒圣馆看门对对子_题目3_答案4,"Birds have their songs, and clouds have their paths."
儒圣馆看门对对子_题目4_答案1,Pick up the light and shadow in the palm.
儒圣馆看门对对子_题目4_答案2,Pull the wind and clouds for oneself.
儒圣馆看门对对子_题目4_答案3,Play with the flowers and the fragrance fills the clothes.
儒圣馆看门对对子_题目4_答案4,Pick the stars and put them in the bosom.
端午节太白楼_题目1,Who is the Dragon Boat Festival not commemorating?,Who is the Dragon Boat Festival not commemorating? (ตอบข้อ 3?)
端午节太白楼_题目2,What is commonly eaten during the Dragon Boat Festival?,What is commonly eaten during the Dragon Boat Festival? (ตอบข้อ 1)
端午节太白楼_题目3,Which activity is not a traditional custom of the Dragon Boat Festival?,Which activity is not a traditional custom of the Dragon Boat Festival? (ตอบข้อ 3?)
端午节太白楼_题目4,What is the significance of children wearing sachets during the Dragon Boat Festival?,What is the significance of children wearing sachets during the Dragon Boat Festival? (ตอบข้อ 4)
端午节太白楼_题目5,What flavor is the zongzi in Daliang City?
端午节太白楼_题目1_答案1,Cao E.
端午节太白楼_题目1_答案2,Wu Zixu.
端午节太白楼_题目1_答案3,King Zhuang of Chu.
端午节太白楼_题目1_答案4,Qu Yuan.
端午节太白楼_题目2_答案1,Eating zongzi.
端午节太白楼_题目2_答案2,Eating dumplings.
端午节太白楼_题目2_答案3,Eating yuanxiao.
端午节太白楼_题目2_答案4,Eating mooncakes.
端午节太白楼_题目3_答案1,Eating zongzi.
端午节太白楼_题目3_答案2,Racing dragon boats.
端午节太白楼_题目3_答案3,Climbing high and picking chrysanthemums.
端午节太白楼_题目3_答案4,Drinking realgar wine.
端午节太白楼_题目4_答案1,Good luck and happiness.
端午节太白楼_题目4_答案2,"A decoration, no special meaning."
端午节太白楼_题目4_答案3,Cure diseases and protect oneself.
端午节太白楼_题目4_答案4,Exorcise and avoid plague.
端午节太白楼_题目5_答案1,Salty.
端午节太白楼_题目5_答案2,Sweet.
端午节太白楼_题目5_答案3,Tasteless.
端午节太白楼_题目5_答案4,None of the above.
端午节忘忧楼_题目1,When is the Dragon Boat Festival?,When is the Dragon Boat Festival? (ตอบข้อ 4)
端午节忘忧楼_题目2,Which one is not another name for the Dragon Boat Festival?,Which one is not another name for the Dragon Boat Festival? (ตอบข้อ 3)
端午节忘忧楼_题目3,"What does the ""端"" in Dragon Boat Festival mean here?","What does the ""端"" in Dragon Boat Festival mean here?  (ตอบข้อ 2)"
端午节忘忧楼_题目4,What flavor is the zongzi in Lin'an City?,What flavor is the zongzi in Lin'an City? (ตอบข้อ 1)
端午节忘忧楼_题目5,"What are the five poisons to be eliminated during the Dragon Boat Festival, including snake, scorpion, centipede, and toad?","What are the five poisons to be eliminated during the Dragon Boat Festival, including snake, scorpion, centipede, and toad? (ตอบข้อ 1)"
端午节忘忧楼_题目1_答案1,The fifth day of June in the lunar calendar.
端午节忘忧楼_题目1_答案2,The fifth day of June in the solar calendar.
端午节忘忧楼_题目1_答案3,The fifth day of May in the solar calendar.
端午节忘忧楼_题目1_答案4,The fifth day of May in the lunar calendar.
端午节忘忧楼_题目2_答案1,May Festival.
端午节忘忧楼_题目2_答案2,Iris Festival.
端午节忘忧楼_题目2_答案3,June Festival.
端午节忘忧楼_题目2_答案4,Orchid Bathing Festival.
端午节忘忧楼_题目3_答案1,Upright.
端午节忘忧楼_题目3_答案2,Beginning.
端午节忘忧楼_题目3_答案3,End.
端午节忘忧楼_题目3_答案4,Holding.
端午节忘忧楼_题目4_答案1,Salty.
端午节忘忧楼_题目4_答案2,Sweet.
端午节忘忧楼_题目4_答案3,Tasteless.
端午节忘忧楼_题目4_答案4,None of the above.
端午节忘忧楼_题目5_答案1,Gecko.
端午节忘忧楼_题目5_答案2,Caterpillar.
端午节忘忧楼_题目5_答案3,Spider.
端午节忘忧楼_题目5_答案4,Mouse.
端午节繁华似锦楼_题目1,What is the significance of the ancient people drinking realgar wine during the Dragon Boat Festival?,What is the significance of the ancient people drinking realgar wine during the Dragon Boat Festival? (ตอบข้อ 4?)
端午节繁华似锦楼_题目2,What flavor is the zongzi in Chuxiang City?
端午节繁华似锦楼_题目3,What are the four traditional festivals?
端午节繁华似锦楼_题目4,Which totem worship from the ancient times did the Dragon Boat Festival originally evolve from?,Which totem worship from the ancient times did the Dragon Boat Festival originally evolve from? (ตอบข้อ 2?)
端午节繁华似锦楼_题目5,What are the flowers and plants used for exorcism and disease prevention during the Dragon Boat Festival?,What are the flowers and plants used for exorcism and disease prevention during the Dragon Boat Festival? (ตอบข้อ 3?)
端午节繁华似锦楼_题目1_答案1,Detoxify.
端午节繁华似锦楼_题目1_答案2,Commemorate the White Snake.
端午节繁华似锦楼_题目1_答案3,Exorcise and avoid plague.
端午节繁华似锦楼_题目1_答案4,Good luck and happiness.
端午节繁华似锦楼_题目2_答案1,Salty.
端午节繁华似锦楼_题目2_答案2,Sweet.
端午节繁华似锦楼_题目2_答案3,Spicy flavor.
端午节繁华似锦楼_题目2_答案4,None of the above.
端午节繁华似锦楼_题目3_答案1,"New Year's Day, Spring Festival, Mid-Autumn Festival, National Day."
端午节繁华似锦楼_题目3_答案2,"Spring Festival, Qingming Festival, Dragon Boat Festival, Mid-Autumn Festival."
端午节繁华似锦楼_题目3_答案3,"New Year's Day, Spring Festival, Lantern Festival, Mid-Autumn Festival."
端午节繁华似锦楼_题目3_答案4,"Spring Festival, Dragon Boat Festival, Mid-Autumn Festival, Double Ninth Festival."
端午节繁华似锦楼_题目4_答案1,Bai Ze.,ไป๋สือ
端午节繁华似锦楼_题目4_答案2,Loong.,มังกร
端午节繁华似锦楼_题目4_答案3,Phoenix.
端午节繁华似锦楼_题目4_答案4,Kylin.,กิเลน
端午节繁华似锦楼_题目5_答案1,Rose.
端午节繁华似锦楼_题目5_答案2,Devil's Ivy.
端午节繁华似锦楼_题目5_答案3,Mugwort.
端午节繁华似锦楼_题目5_答案4,Rose.
儒圣馆文人闹事_题目1,"Please complete the couplet: ""The moon under the water is the moon in the sky.""","Please complete the couplet: ""The moon under the water is the moon in the sky."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目2,"Please complete the couplet: ""The sky is a chessboard and the stars are the pieces, the sun and the moon compete for light.""","Please complete the couplet: ""The sky is a chessboard and the stars are the pieces, the sun and the moon compete for light."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目3,"Please complete the couplet: ""The door faces a thousand bamboo.""","Please complete the couplet: ""The door faces a thousand bamboo."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目4,"Please complete the couplet: ""Because of the lotus, we get the lotus root.""","Please complete the couplet: ""Because of the lotus, we get the lotus root."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目5,"Please complete the couplet: ""Thinking of getting old before getting old.""","Please complete the couplet: ""Thinking of getting old before getting old."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目6,"Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face.""","Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目7,"Please complete the couplet: ""Who was it that crawled through the dog hole to steal peaches yesterday?""","Please complete the couplet: ""Who was it that crawled through the dog hole to steal peaches yesterday?"" (ตอบข้อ 3)"
儒圣馆文人闹事_题目8,"Please complete the couplet: ""A big belly can tolerate things that the world cannot tolerate.""","Please complete the couplet: ""A big belly can tolerate things that the world cannot tolerate."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目9,"Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms.""","Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目10,"Please complete the couplet: ""The chrysanthemum in golden autumn defies frost.""","Please complete the couplet: ""The chrysanthemum in golden autumn defies frost."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目11,"Please complete the couplet: ""The New Year brings extra celebrations.""","Please complete the couplet: ""The New Year brings extra celebrations."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目12,"Please complete the couplet: ""The landscape of thousands of miles is like a brocade.""","Please complete the couplet: ""The landscape of thousands of miles is like a brocade."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目13,"Please complete the couplet: ""The lights of thousands of households are as bright as the autumn moon.""","Please complete the couplet: ""The lights of thousands of households are as bright as the autumn moon."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目14,"Please complete the couplet: ""The jade swallow welcomes spring, and spring always comes.""","Please complete the couplet: ""The jade swallow welcomes spring, and spring always comes."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目15,"Please complete the couplet: ""The spring lanterns of thousands of households celebrate the Lantern Festival.""","Please complete the couplet: ""The spring lanterns of thousands of households celebrate the Lantern Festival."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目16,"Please complete the couplet: ""As the heavens add to the years, people add to their lives."""
儒圣馆文人闹事_题目17,"Please complete the couplet: ""This wood is firewood from the mountains.""","Please complete the couplet: ""This wood is firewood from the mountains."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目18,"Please complete the couplet: ""Cordyceps sinensis has nine layers of skin.""","Please complete the couplet: ""Cordyceps sinensis has nine layers of skin."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目19,"Please complete the couplet: ""Once a person was a monk, but he could not become a Buddha?""","Please complete the couplet: ""Once a person was a monk, but he could not become a Buddha?"" (ตอบข้อ 1?)"
儒圣馆文人闹事_题目20,"Please complete the couplet: ""The thatched cottage leaves a legacy for future generations.""","Please complete the couplet: ""The thatched cottage leaves a legacy for future generations."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目21,"Please complete the couplet: ""Green and red everywhere, swallows and orioles everywhere.""","Please complete the couplet: ""Green and red everywhere, swallows and orioles everywhere."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目22,"Please complete the couplet: ""Two, three, four, five.""","Please complete the couplet: ""Two, three, four, five."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目23,"Please complete the couplet: ""No tin in Wuxi, no tin in Wuxi Mountain.""","Please complete the couplet: ""No tin in Wuxi, no tin in Wuxi Mountain."" (ตอบข้อ 2)"
儒圣馆文人闹事_题目24,"Please complete the couplet: ""The tower lights up, layer upon layer of Kongming.""","Please complete the couplet: ""The tower lights up, layer upon layer of Kongming."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目25,"Please complete the couplet: ""One sheep leads two lambs.""","Please complete the couplet: ""One sheep leads two lambs."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目26,"Please complete the couplet: ""Blue Mountain is fortunate to bury loyal bones.""","Please complete the couplet: ""Blue Mountain is fortunate to bury loyal bones."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目27,"Please complete the couplet: ""The silkworm is the insect of the world.""","Please complete the couplet: ""The silkworm is the insect of the world."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目28,"Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face.""","Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目29,"Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms.""","Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目1_答案1,The Sky Pavilion is the Cloud Pavilion.
儒圣馆文人闹事_题目1_答案2,The flower in the mirror is the flower in the water.
儒圣馆文人闹事_题目1_答案3,The person in the eye is the person in front.
儒圣馆文人闹事_题目1_答案4,The love in the dream is the love in the heart.
儒圣馆文人闹事_题目2_答案1,"Snow is the silver screen, clouds are the curtains, the mountains and rivers are magnificent."
儒圣馆文人闹事_题目2_答案2,"Thunder is the war drum, lightning is the flag, the wind and clouds meet."
儒圣馆文人闹事_题目2_答案3,"Fire is the Flame Emperor, water is the king, the weather is varied."
儒圣馆文人闹事_题目2_答案4,"Wind is the horse's head, rain is the whip, the spirit is thunderous."
儒圣馆文人闹事_题目3_答案1,A hundred paintings hang in the hall.
儒圣馆文人闹事_题目3_答案2,Ten thousand books are stored in the house.
儒圣馆文人闹事_题目3_答案3,Half an acre of flowers are planted in the room.
儒圣馆文人闹事_题目3_答案4,Four maps are pasted on the wall.
儒圣馆文人闹事_题目4_答案1,Plant chrysanthemums without seeking lotus.
儒圣馆文人闹事_题目4_答案2,See peaches without thinking of plums.
儒圣馆文人闹事_题目4_答案3,Have apricots without needing plums.
儒圣馆文人闹事_题目4_答案4,Get lotus without asking for lotus root.
儒圣馆文人闹事_题目5_答案1,"Without talent, become a scholar."
儒圣馆文人闹事_题目5_答案2,"Without learning, become a famous scholar."
儒圣馆文人闹事_题目5_答案3,Have ambition to become a teacher.
儒圣馆文人闹事_题目5_答案4,A wise wife comes with age.
儒圣馆文人闹事_题目6_答案1,"Blue Mountain is not old, but its snow is white."
儒圣馆文人闹事_题目6_答案2,"Safflower has its own fragrance, because of the butterfly's graceful dance."
儒圣馆文人闹事_题目6_答案3,"White clouds have no fixed shape, they change with the wind."
儒圣馆文人闹事_题目6_答案4,"The Yellow River often has waves, because of the soil and sand."
儒圣馆文人闹事_题目7_答案1,Who knows about the carp that jumped over the dragon gate in the past?
儒圣馆文人闹事_题目7_答案2,Isn't it you who climbed the moon platform to pick apricots at this time?
儒圣馆文人闹事_题目7_答案3,"In the future, when I climb the moon palace to pick osmanthus, I will definitely be there."
儒圣馆文人闹事_题目7_答案4,"In the future, when I climb the phoenix tower to look at the immortals, I will definitely not be there."
儒圣馆文人闹事_题目8_答案1,"Proudly, there are glorious things for the country."
儒圣馆文人闹事_题目8_答案2,"With a wave of the hand, it's a farewell, leaving behind the hard-to-let-go feelings of the world."
儒圣馆文人闹事_题目8_答案3,"With a glance, you can see the wonders of the world."
儒圣馆文人闹事_题目8_答案4,"With a laugh, you laugh at the ridiculous people in the world."
儒圣馆文人闹事_题目9_答案1,People are drunk in the spring breeze on the twelfth floor.
儒圣馆文人闹事_题目9_答案2,The ground is moist and the flowers are fragrant in all four seasons.
儒圣馆文人闹事_题目9_答案3,The water is clear and the fish jump in the nine-bend river.
儒圣馆文人闹事_题目9_答案4,The mountains are green and the birds sing in the eight winds.
儒圣馆文人闹事_题目10_答案1,Orchids are fragrant in the summer garden.
儒圣馆文人闹事_题目10_答案2,Plum blossoms fight the snow in the deep winter.
儒圣馆文人闹事_题目10_答案3,Lotus comes out of the waves in early summer.
儒圣馆文人闹事_题目10_答案4,Peach blossoms laugh at the east wind in spring.
儒圣馆文人闹事_题目11_答案1,Enjoy mooncakes during the Mid-Autumn Festival.
儒圣馆文人闹事_题目11_答案2,Celebrate the New Year during the Spring Festival.
儒圣馆文人闹事_题目11_答案3,Enjoy the lanterns and the moon during the Lantern Festival.
儒圣馆文人闹事_题目11_答案4,Celebrate the long spring during the festival.
儒圣馆文人闹事_题目12_答案1,Songs and dances celebrate the prosperous times in all four seas.
儒圣馆文人闹事_题目12_答案2,The whole city is filled with music and joy in times of peace.
儒圣馆文人闹事_题目12_答案3,The people live in peace and enjoy a bountiful year.
儒圣馆文人闹事_题目12_答案4,Laughter is shared across the five lakes and four seas.
儒圣馆文人闹事_题目13_答案1,Family love is shared across a thousand miles.
儒圣馆文人闹事_题目13_答案2,The earth is bright and the night is never dark.
儒圣馆文人闹事_题目13_答案3,Stars from all directions accompany the Mid-Autumn Festival.
儒圣馆文人闹事_题目13_答案4,Blessings from all directions are sent to the bright moon.
儒圣馆文人闹事_题目14_答案1,The phoenix presents auspicious signs.
儒圣馆文人闹事_题目14_答案2,The jade rabbit delivers the full moon.
儒圣馆文人闹事_题目14_答案3,The silver heron brings warmth to the returning people.
儒圣馆文人闹事_题目14_答案4,The golden bird brings joy to the welcoming door.
儒圣馆文人闹事_题目15_答案1,All families are happy when they are reunited.
儒圣馆文人闹事_题目15_答案2,A thousand miles of ice has not yet melted.
儒圣馆文人闹事_题目15_答案3,Colorful clouds reflect the festival from all directions.
儒圣馆文人闹事_题目15_答案4,A day of auspicious snow signifies a bountiful year.
儒圣馆文人闹事_题目16_答案1,"The moon is full and the flowers are beautiful, everything goes as wished."
儒圣馆文人闹事_题目16_答案2,"Spring fills Heaven and Earth, and blessings fill the hall."
儒圣馆文人闹事_题目16_答案3,With age comes virtue and constant fortune.
儒圣馆文人闹事_题目16_答案4,"The days are long, the wind is gentle, and the atmosphere is peaceful."
儒圣馆文人闹事_题目17_答案1,Flowers bloom from the soil.
儒圣馆文人闹事_题目17_答案2,Sounds come from the wind.
儒圣馆文人闹事_题目17_答案3,Smoke is produced by fire.
儒圣馆文人闹事_题目17_答案4,Waves are created by water.
儒圣馆文人闹事_题目18_答案1,Stone heart and fire eyes have souls.
儒圣馆文人闹事_题目18_答案2,Iron branches and silver leaves have no trunk.
