﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_野猪牙,The tooth of a wild boar.
ItemInfo_狼牙,The tooth of a wild wolf.
ItemInfo_无价值的字帖,Can be sold for coins.
ItemInfo_无价值的画卷,Can be sold for coins.
ItemInfo_无价值的器具,Can be sold for coins.
ItemInfo_失效的药品,Can be sold for coins.
ItemInfo_无价值的装饰,Can be sold for coins.
ItemInfo_无价值的书籍,Can be sold for coins.
ItemInfo_粗糙的镰刀,"A gathering tool, which is easy to damage due to ordinary materials."
ItemInfo_粗糙的捕虫网,"A tool for digging holes and catching insects, which is easy to damage due to ordinary materials."
ItemInfo_点燃的火把,A burning torch.
ItemInfo_未点燃的火把,A stick that can be used as a torch.
ItemInfo_狼王牙,The tooth of a wolf king.
ItemInfo_丙品檀香,"Low-grade sandalwood, praying devoutly in the temple can receive blessings."
ItemInfo_优质矿镐,"A tool for mining, made of high-quality materials."
ItemInfo_优质伐木斧,"A tool for lumbering, made of high-quality materials."
ItemInfo_优质鱼竿,"Fishing Tool, made of high-quality materials."
ItemInfo_优质镰刀,"Gathering Tool, made of high-quality materials."
ItemInfo_优质捕虫网,"Bug-catching Tool for digging holes, made of high-quality materials."
ItemInfo_乙品檀香,"High-grade sandalwood, blessings can be obtained through devout prayers in temples."
ItemInfo_交子,"Paper money for trading, very valuable."
ItemInfo_碎银子,"Scrap silver for trading, very valuable."
ItemInfo_精品矿镐,"Mining Tool, made of advanced materials."
ItemInfo_精品伐木斧,"Lumbering Tool, made of advanced materials."
ItemInfo_精品鱼竿,"Fishing Tool, made of advanced materials."
ItemInfo_精品镰刀,"Gathering Tool, made of advanced materials."
ItemInfo_精品捕虫网,"Bug-catching Tool for digging holes, made of advanced materials."
ItemInfo_甲品檀香,"Top-grade sandalwood, blessings can be obtained through devout prayers in temples."
ItemInfo_金豆子,"Scrap gold for trading, very valuable."
ItemInfo_金元宝,"Gold bullion for trading, very valuable."
ItemInfo_稀有矿镐,"Mining Tool, made of rare materials."
ItemInfo_稀有伐木斧,"Lumbering Tool, made of rare materials."
ItemInfo_稀有鱼竿,"Fishing Tool, made of rare materials."
ItemInfo_稀有镰刀,"Gathering Tool, made of rare materials."
ItemInfo_稀有捕虫网,"Bug-catching Tool for digging holes, made of rare materials."
ItemInfo_无名小村地图,"Featuring the landscape of <#d09a09>Nameless village</color>, click Info."
ItemInfo_青风寨地图,"Featuring the landscape of <#d09a09>Blue Wind Camp</color>, click Info."
ItemInfo_迷踪林地图,"Featuring the landscape of <#d09a09>Lost Forest</color>, click Info."
ItemInfo_野狼谷地图,"Featuring the landscape of <#d09a09>Wild Wolf Valley</color>, click Info."
ItemInfo_断魂林地图,"Featuring the landscape of <#d09a10>Soul Destroyer Forest</color>, click Info."
ItemInfo_琼花谷地图,"Featuring the landscape of <#d09a10>Epiphyllum Valley</color>, click Info."
ItemInfo_邙山穴地图,"Featuring the landscape of <#d09a11>Mang Mountain Pit</color>, click Info."
ItemInfo_长生冢地图,"Featuring the landscape of <#d09a11>Longevity Tomb</color>, click Info."
ItemInfo_霖安城地图,"Featuring the landscape of <#d09a09>Lin'an City</color>, click Info."
ItemInfo_楚襄城地图,"Featuring the landscape of <#d09a09>Chuxiang City</color>, click Info."
ItemInfo_大梁城地图,"Featuring the landscape of <#d09a09>Daliang City</color>, click Info."
ItemInfo_释法寺地图,"Featuring the landscape of <#d09a09>Shifa Temple</color>, click Info."
ItemInfo_儒圣馆地图,"Featuring the landscape of <#d09a09>Confucius Temple</color>, click Info."
ItemInfo_道玄宗地图,"Featuring the landscape of <#d09a09>Taoist Sect</color>, click Info."
ItemInfo_武帝陵地图,"Featuring the landscape of <#d09a09>Emperor Wu Mausoleum</color>, click Info."
ItemInfo_野狼谷藏宝图,"A nearly broken Treasure map, unknown what mysterious treasure it may lead to."
ItemInfo_迷踪林藏宝图,"A nearly broken Treasure map, unknown what mysterious treasure it may lead to."
ItemInfo_谜之藏宝图·一,"A Treasure map that only depicts the scenery near the treasure, unknown where exactly it is."
ItemInfo_谜之藏宝图·二,"A Treasure map that only depicts the scenery near the treasure, unknown where exactly it is."
ItemInfo_谜之藏宝图·三,"A Treasure map that only depicts the scenery near the treasure, unknown where exactly it is."
ItemInfo_羊皮地图,"A map pieced together from three pieces of sheepskin, unclear where it points to."
ItemInfo_大燕龙脉宝图,A map that records the location of the treasure of the Yan Kingdom's dragon vein.
ItemInfo_五毒散,"Common Poison, after being Poisoned, enter battle with 50 points of Poisoned, HP decreases by 20%."
ItemInfo_蒙汗药,"Common Poison, after being Poisoned, Accuracy, Evasion, Action Speed all decrease by 20%."
ItemInfo_腐骨散,"Common Poison, after being Poisoned, Defense decreases by 20% overall."
ItemInfo_断筋丸,"Common Poison, after being Poisoned, Attack damage will decrease by 20%."
ItemInfo_断肠散,"Rare Poison, after being Poisoned, entering battle will carry 80 points of Poisoned, HP decreases by 30%."
ItemInfo_迷魂散,"Rare Poison, after being Poisoned, Accuracy, Evasion, Action Speed decrease by 30% overall."
ItemInfo_软骨散,"Rare Poison, after being Poisoned, Defense decreases by 50% overall."
ItemInfo_逍遥丸,"Rare Poison, after being Poisoned, Attack damage will decrease by 50%."
ItemInfo_催魂散,"CriticalPoison, after being Poisoned, entering battle will carry 100 points of Poisoned, HP decreases by 50%."
ItemInfo_销魂烟,"CriticalPoison, after being Poisoned, Accuracy, Evasion, Action Speed decrease by 50% overall."
ItemInfo_化骨散,"CriticalPoison, after being Poisoned, Defense decreases by 80% overall."
ItemInfo_散功丹,"CriticalPoison, after being Poisoned, Attack damage will decrease by 80%."
ItemInfo_鹤顶红,"CriticalPoison, after being Poisoned, HP is forced to 1 point."
ItemInfo_怯战丹,"CriticalPoison, after being Poisoned, unable to gain Spirit value in battle."
ItemInfo_血煞丹,"CriticalPoison, after being Poisoned, the effect of Heal is invalid."
ItemInfo_软筋散,"CriticalPoison, after being Poisoned, the effect of internal power cannot take effect."
ItemInfo_冰蚕蛊毒,"CriticalPoison, after being Poisoned, temporarily raise Relations to Inseparable, after the effect of the medicine is removed, Relations become -100."
ItemInfo_脑神丹,"CriticalPoison, after being Poisoned, enter the battle without being affected by personal and power Relations, directly become Assist to assist the protagonist in the battle."
ItemInfo_闺门暗香,"CriticalPoison, after being Poisoned, damage decreases by 50%, Defense decreases by 50% overall."
ItemInfo_馒头,<#d09a09>Usage: Take</color>
ItemInfo_花卷,<#d09a09>Usage: Take</color>
ItemInfo_青菜卷饼,<#d09a09>Usage: Take</color>
ItemInfo_油条,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_清汤面,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_花椒饼,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_饭团,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_米饭,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_鸡蛋饼,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_杂粮饼,<#d09a09>Usage: Take</color>
ItemInfo_一言难尽的面食,<#d09a09>Usage: Take</color>
ItemInfo_菠菜面,<#d09a09>Usage: Take</color>
ItemInfo_鸡丝面,<#d09a09>Usage: Take</color>
ItemInfo_阳春面,<#d09a09>Usage: Take</color>
ItemInfo_肉馅饺子,<#d09a09>Usage: Take</color>
ItemInfo_素馅饺子,<#d09a09>Usage: Take</color>
ItemInfo_青菜包,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_豆包,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_香菇包,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_鲜笋包,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_糖饼,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_鸡肉饼,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_鲜肉包,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_蛋黄酥,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_卤肉饭,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_海鲜饭,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_蛋炒饭,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_杂馅饺子,<#d09a09>Usage: Take</color>
ItemInfo_咸肉粽,<#d09a09>Usage: Take</color>
ItemInfo_蜜枣粽,<#d09a09>Usage: Take</color>
ItemInfo_清水粽,<#d09a09>Usage: Take</color>
ItemInfo_如意凉糕,<#d09a09>Usage: Take</color>
ItemInfo_莲蓉香饼,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_七巧点心,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_碎金饭,<#d09a09>Usage: Take</color>
ItemInfo_金玉满堂,<#d09a09>Usage: Take</color>
ItemInfo_三鲜包,<#d09a09>Usage: Take</color>
ItemInfo_芙蓉饼,<#d09a09>Usage: Take</color>
ItemInfo_八宝蒸糕,<#d09a09>Usage: Take</color>
ItemInfo_罗汉斋,<#d09a09>Usage: Take</color>
ItemInfo_吉祥如意包,<#d09a09>Usage: Take</color>
ItemInfo_特供月饼,<#d09a09>Usage: Take</color>
ItemInfo_家常豆腐,<#d09a09>Usage: Take</color>
ItemInfo_红烧豆腐,<#d09a09>Usage: Take</color>
ItemInfo_烤鸡腿,<#d09a09>Usage: Take</color>
ItemInfo_烤土豆,<#d09a09>Usage: Take</color>
ItemInfo_土豆泥,<#d09a09>Usage: Take</color>
ItemInfo_水煮蛋,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_烤鱼,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_烤肉串,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_烤香菇,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_烤白菜,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_烤青菜,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_炒蚕豆,<#d09a09>Usage: Take</color>
ItemInfo_炒米,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_油面筋,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_荷包蛋,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_拌菜,<#d09a09>Usage: Take</color>
ItemInfo_难以下咽的菜肴,<#d09a09>Usage: Take</color>
ItemInfo_素烤串,<#d09a09>Usage: Take</color>
ItemInfo_烤杂串,<#d09a09>Usage: Take</color>
ItemInfo_肉丸子,<#d09a09>Usage: Take</color>
ItemInfo_醋溜肉丸,<#d09a09>Usage: Take</color>
ItemInfo_黄焖鸡,<#d09a09>Usage: Take</color>
ItemInfo_辣子鸡,<#d09a09>Usage: Take</color>
ItemInfo_粉蒸肉,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_糖醋鱼,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_糖醋排骨,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_四喜丸子,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_小炒肉,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_铁锅炖鱼,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_小鸡炖蘑菇,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_火腿蒸豆腐,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_酱爆竹笋,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_麻婆豆腐,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_竹笋炒肉,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_土豆炖牛肉,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_酸汤鱼,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_大拌菜,<#d09a09>Usage: Take</color>
ItemInfo_烤蛇肉,<#d09a09>Usage: Take</color>
ItemInfo_烤野猪肉,<#d09a09>Usage: Take</color>
ItemInfo_水晶脍,<#d09a09>Usage: Take</color>
ItemInfo_香菇炖肉,<#d09a09>Usage: Take</color>
ItemInfo_东坡肉,<#d09a09>Usage: Take</color>
ItemInfo_宫保鸡丁,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_金牌水煮鱼,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_精品水煮肉,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_爆炒河鲜,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_一品豆腐,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_香菇焖豆腐,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_大杂烩,<#d09a09>Usage: Take</color>
ItemInfo_八仙过海,<#d09a09>Usage: Take</color> (Lasts for 6 shichen)
ItemInfo_炒山珍,<#d09a09>Usage: Take</color>
ItemInfo_红烧狮子头,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_五珍脍,<#d09a09>Usage: Take</color> (Evasion lasts for 6 shichen)
ItemInfo_奶汤锅子鱼,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_霸王别姬,<#d09a09>Usage: Take</color> (Parry lasts for 6 shichen)
ItemInfo_罗汉豆腐,<#d09a09>Usage: Take</color> (Lasts for 6 shichen)
ItemInfo_面片汤,<#d09a09>Usage: Take</color>
ItemInfo_汤圆,<#d09a09>Usage: Take</color>
ItemInfo_稀饭,<#d09a09>Usage: Take</color>
ItemInfo_肉羹汤,<#d09a09>Usage: Take</color>
ItemInfo_蚕豆粥,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_蛋花汤,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_青菜粥,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_菜汤,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_萝卜汤,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_豆浆,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_豆腐脑,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_汤,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_怪味汤,<#d09a09>Usage: Take</color>
ItemInfo_馄饨,<#d09a09>Usage: Take</color>
ItemInfo_鲜鱼汤,<#d09a09>Usage: Take</color>
ItemInfo_鱼丸汤,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_山珍汤,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_素鲜粥,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_海鲜粥,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_砂锅鸡汤,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_胡辣汤,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_杂拌粥,<#d09a09>Usage: Take</color>
ItemInfo_养生蔬菜粥,<#d09a09>Usage: Take</color>
ItemInfo_莲子粥,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_香菇瘦肉粥,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_鲜鱼煲,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_滋补鲜肉汤,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_怪味大补粥,<#d09a09>Usage: Take</color>
ItemInfo_八宝粥,<#d09a09>Usage: Take</color>
ItemInfo_竹笋香菇鸡汤,<#d09a09>Usage: Take</color>
ItemInfo_蜜饯果子,<#d09a09>Usage: Take</color>
ItemInfo_糖面人,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_水晶皂儿,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_药木瓜,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_鸡头酿砂糖,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_荔枝膏,<#d09a09>Usage: Take</color>
ItemInfo_雕花橙子,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_蜜饯姜片,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_蜜饯李子,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_梅子姜,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_冰雪冷元子,<#d09a09>Usage: Take</color>
ItemInfo_雪花糕,<#d09a09>Usage: Take</color> (Accuracy lasts for 6 shichen)
ItemInfo_糖糜乳糕浇,<#d09a09>Usage: Take</color> (Critical lasts for 6 shichen)
ItemInfo_小浆果,<#d09a09>Usage: Take</color>
ItemInfo_桑葚,<#d09a09>Usage: Take</color>
ItemInfo_葡萄,<#d09a09>Usage: Take</color>
ItemInfo_山楂,<#d09a09>Usage: Take</color>
ItemInfo_橙子,<#d09a09>Usage: Take</color>
ItemInfo_鸭梨,<#d09a09>Usage: Take</color>
ItemInfo_桃子,<#d09a09>Usage: Take</color>
ItemInfo_石榴,<#d09a09>Usage: Take</color>
ItemInfo_黄柑,<#d09a09>Usage: Take</color>
ItemInfo_青梅,<#d09a09>Usage: Take</color>
ItemInfo_番茄,<#d09a09>Usage: Take</color>
ItemInfo_西瓜,<#d09a09>Usage: Take</color>
ItemInfo_杨梅,<#d09a09>Usage: Take</color>
ItemInfo_椰子,<#d09a09>Usage: Take</color>
ItemInfo_榴莲,<#d09a09>Usage: Take</color>
ItemInfo_跌打药,<#d09a09>Usage: Take</color>
ItemInfo_行气散,<#d09a09>Usage: Take</color>
ItemInfo_祛病丸,<#d09a09>Usage: Take</color>
ItemInfo_金疮药,<#d09a09>Usage: Take</color>
ItemInfo_培元膏,<#d09a09>Usage: Take</color>
ItemInfo_小还丹,<#d09a09>Usage: Take</color>
ItemInfo_洗目散,<#d09a09>Usage: Take</color>
ItemInfo_解毒散,<#d09a09>Usage: Take</color>
ItemInfo_补脏散,<#d09a09>Usage: Take</color>
ItemInfo_止血散,<#d09a09>Usage: Take</color>
ItemInfo_定灵散,<#d09a09>Usage: Take</color>
ItemInfo_祛湿丸,"A pill given to you by a Taoist who claims to be a disciple of the White Cloud Temple, it is said to be very effective in removing dampness, but it seems to have a strange smell?\n<#d09a09>Usage: Take</color>"
ItemInfo_大力丸,<#d09a09>Usage: Take</color>
ItemInfo_龟甲散,<#d09a09>Usage: Take</color>
ItemInfo_玉露丸,<#d09a09>Usage: Take</color>
ItemInfo_回春丹,<#d09a09>Usage: Take</color>
ItemInfo_七星丹,<#d09a09>Usage: Take</color>
ItemInfo_聚元丹,<#d09a09>Usage: Take</color>
ItemInfo_续命丸,<#d09a09>Usage: Take</color>
ItemInfo_还魂丹,<#d09a09>Usage: Take</color>
ItemInfo_除瘴散,<#d09a09>Usage: Take</color>
ItemInfo_断续膏,<#d09a09>Usage: Take</color>
ItemInfo_化毒丹,<#d09a09>Usage: Take</color>
ItemInfo_醒神散,<#d09a09>Usage: Take</color>
ItemInfo_固命丸,<#d09a09>Usage: Take</color>
ItemInfo_清目丸,<#d09a09>Usage: Take</color>
ItemInfo_化毒丸,<#d09a09>Usage: Take</color>
ItemInfo_调腑丸,<#d09a09>Usage: Take</color>
ItemInfo_凝血丸,<#d09a09>Usage: Take</color>
ItemInfo_聚灵丸,<#d09a09>Usage: Take</color>
ItemInfo_健胃丸,<#d09a09>Usage: Take</color>
ItemInfo_健力丸,<#d09a09>Usage: Take</color>
ItemInfo_金刚散,<#d09a09>Usage: Take</color>
ItemInfo_大还丹,<#d09a09>Usage: Take</color>
ItemInfo_唯命是从丹解药,<#d09a09>Usage: Take</color>
ItemInfo_七日断肠蛊解药,<#d09a09>Usage: Take</color>
ItemInfo_凌波散,<#d09a09>Usage: Take</color>
ItemInfo_开悟丹,<#d09a09>Usage: Take</color>
ItemInfo_拘魂丹毒解药,<#d09a09>Usage: Take</color>
ItemInfo_天香续命丸,<#d09a09>Usage: Take</color>
ItemInfo_天王补气丹,<#d09a09>Usage: Take</color>
ItemInfo_十全大补丸,<#d09a09>Usage: Take</color>
ItemInfo_明目丹,<#d09a09>Usage: Take</color>
ItemInfo_清毒丹,<#d09a09>Usage: Take</color>
ItemInfo_固本丹,<#d09a09>Usage: Take</color>
ItemInfo_愈血丹,<#d09a09>Usage: Take</color>
ItemInfo_融灵丹,<#d09a09>Usage: Take</color>
ItemInfo_化食丹,<#d09a09>Usage: Take</color>
ItemInfo_霸力丸,<#d09a09>Usage: Take</color>
ItemInfo_玄武散,<#d09a09>Usage: Take</color>
ItemInfo_熊魄丹,<#d09a09>Usage: Take</color> (A maximum of five talent type Pills can be taken)
ItemInfo_白虎丹,<#d09a09>Usage: Take</color> (A maximum of five talent type Pills can be taken)
ItemInfo_通慧丹,<#d09a09>Usage: Take</color> (A maximum of five talent type Pills can be taken)
ItemInfo_游龙丹,<#d09a09>Usage: Take</color> (A maximum of five talent type Pills can be taken)
ItemInfo_天泽丹,<#d09a09>Usage: Take</color> (A maximum of five talent type Pills can be taken)
ItemInfo_真武丹,<#d09a09>Usage: Take</color>
ItemInfo_九转金丹,<#d09a09>Usage: Take</color>
ItemInfo_忘忧丹,"Used to reset the upgrade talent of the Character, very precious."
ItemInfo_三字经,<#d09a09>Usage: Consume by reading</color>
ItemInfo_弟子规,<#d09a09>Usage: Consume by reading</color>
ItemInfo_千字文,<#d09a09>Usage: Consume by reading</color>
ItemInfo_证类本草,<#d09a09>Usage: Consume by reading</color>
ItemInfo_肘后备急方,<#d09a09>Usage: Consume by reading</color>
ItemInfo_瘟毒论,<#d09a09>Usage: Consume by reading</color>
ItemInfo_药毒本草,<#d09a09>Usage: Consume by reading</color>
ItemInfo_投石术,<#d09a09>Usage: Consume by reading</color>
ItemInfo_扬沙法,<#d09a09>Usage: Consume by reading</color>
ItemInfo_拳掌技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_御剑技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_耍刀技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_长兵技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_短兵技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_音律技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_论语,<#d09a09>Usage: Consume by reading</color>
ItemInfo_周礼,<#d09a09>Usage: Consume by reading</color>
ItemInfo_易经,<#d09a09>Usage: Consume by reading</color>
ItemInfo_春秋,<#d09a09>Usage: Consume by reading</color>
ItemInfo_左传,<#d09a09>Usage: Consume by reading</color>
ItemInfo_伤寒杂病论,<#d09a09>Usage: Consume by reading</color>
ItemInfo_本草纲目,<#d09a09>Usage: Consume by reading</color>
ItemInfo_医毒条辨,<#d09a09>Usage: Consume by reading</color>
ItemInfo_毒物秘闻,<#d09a09>Usage: Consume by reading</color>
ItemInfo_甩手镖秘法,<#d09a09>Usage: Consume by reading</color>
ItemInfo_百步穿杨术,<#d09a09>Usage: Consume by reading</color>
ItemInfo_拳掌心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_御剑心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_耍刀心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_长兵心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_短兵心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_音律心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_金石汇编,<#d09a09>Usage: Consume by reading</color>
ItemInfo_炼兵精要,<#d09a09>Usage: Consume by reading</color>
ItemInfo_传灯录,<#d09a09>Usage: Consume by reading</color>
ItemInfo_黄帝内经,<#d09a09>Usage: Consume by reading</color>
ItemInfo_太平圣惠方,<#d09a09>Usage: Consume by reading</color>
ItemInfo_虿蛊本源,<#d09a09>Usage: Consume by reading</color>
ItemInfo_毒王秘典,<#d09a09>Usage: Consume by reading</color>
ItemInfo_暴雨梨花针法,<#d09a09>Usage: Consume by reading</color>
ItemInfo_含沙射影秘录,<#d09a09>Usage: Consume by reading</color>
ItemInfo_拳掌感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_御剑感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_耍刀感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_长兵感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_短兵感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_音律感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_盗圣秘录,<#d09a09>Usage: Consume by reading</color>
ItemInfo_圣济总录,<#d09a09>Usage: Consume by reading</color>
ItemInfo_万毒源流,<#d09a09>Usage: Consume by reading</color>
ItemInfo_暗器总纲,<#d09a09>Usage: Consume by reading</color>
ItemInfo_拳掌汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_御剑汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_耍刀汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_长兵汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_短兵汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_音律汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_实战技巧,<#d09a09>Usage: Consume by reading</color>
ItemInfo_实战心得,<#d09a09>Usage: Consume by reading</color>
ItemInfo_武道感悟,<#d09a09>Usage: Consume by reading</color>
ItemInfo_武道汇宗,<#d09a09>Usage: Consume by reading</color>
ItemInfo_武道源流,<#d09a09>Usage: Consume by reading</color>
ItemInfo_未鉴定饰品（一）,Chance to Appraise Normal jewelry.
ItemInfo_未鉴定书法（一）,Chance to Appraise Normal Calligraphy.
ItemInfo_未鉴定画卷（一）,Chance to Appraise Normal Painting.
ItemInfo_未鉴定器具（一）,Chance to Appraise Normal Appliance.
ItemInfo_未鉴定药物（一）,Chance to Appraise Normal Medicine.
ItemInfo_未鉴定装饰（一）,Chance to Appraise Normal Ornament.
ItemInfo_未鉴定书册（一）,Chance to Appraise Normal Book.
ItemInfo_未鉴定饰品（二）,Chance to Appraise Normal or Rare jewelry.
ItemInfo_未鉴定书法（二）,Chance to Appraise Normal or Rare Calligraphy.
ItemInfo_未鉴定画卷（二）,Chance to Appraise Normal or Rare Painting.
ItemInfo_未鉴定器具（二）,Chance to Appraise Normal or Rare Appliance.
ItemInfo_未鉴定药物（二）,Chance to Appraise Normal or Rare Medicine.
ItemInfo_未鉴定装饰（二）,Chance to Appraise Normal or Rare Ornament.
ItemInfo_未鉴定书册（二）,Chance to Appraise Normal or Rare Book.
ItemInfo_未鉴定画卷（二一）,Can directly Appraise Animal rings record.
ItemInfo_未鉴定秘籍（二）,Chance to Appraise Rare internal power Manual.
ItemInfo_未鉴定饰品（三）,There is a chance to Appraise Rare or Epic jewelry.
ItemInfo_未鉴定书法（三）,There is a chance to Appraise Rare or Epic Calligraphy.
